estado,anio_mes,latitud,longitud,temp_max,temp_min,temp_app_max,temp_app_min,lluvia_acumulada,evapotranspiracion
Tabasco,2024-07,17.9892,-92.9475,32.9,24.71,38.31,29.18,164.7,156.04
Tabasco,2024-08,17.9892,-92.9475,33.2,24.19,39.35,28.79,270.6,147.34
Tabasco,2024-09,17.9892,-92.9475,32.62,24.49,39.3,29.07,431.9,128.61
Tabasco,2024-10,17.9892,-92.9475,29.49,22.74,34.3,26.45,519.1,102.46
Tabasco,2024-11,17.9892,-92.9475,30.1,21.7,34.47,25.12,105.4,107.54
Tabasco,2024-12,17.9892,-92.9475,28.52,20.19,31.26,22.73,70.1,97.43
Tabasco,2025-01,17.9892,-92.9475,28.06,20.27,30.98,22.62,96.9,94.67
Tabasco,2025-02,17.9892,-92.9475,30.32,21.29,33.96,24.22,99.1,109.87
Tabasco,2025-03,17.9892,-92.9475,33.03,21.86,37.12,24.62,14.8,160.14
Tabasco,2025-04,17.9892,-92.9475,33.95,23.14,37.35,25.86,20.5,167.53
Tabasco,2025-05,17.9892,-92.9475,36.81,26.05,42.02,29.98,21.6,180.98
Tabasco,2025-06,17.9892,-92.9475,33.98,24.55,39.14,28.99,307.9,146.06
Tabasco,2025-07,17.9892,-92.9475,34.81,24.52,39.05,28.53,139.1,186.53
Tabasco,2025-08,17.9892,-92.9475,34.43,23.6,39.78,28.15,227.0,161.96
Tabasco,2025-09,17.9892,-92.9475,33.01,23.77,39.22,28.48,297.5,131.4
Tabasco,2025-10,17.9892,-92.9475,31.06,22.93,36.31,27.08,271.5,115.2
Tabasco,2025-11,17.9892,-92.9475,29.9,21.58,33.28,24.69,78.9,105.65
Tabasco,2025-12,17.9892,-92.9475,29.28,21.38,32.58,24.68,167.1,95.43
Tabasco,2026-01,17.9892,-92.9475,26.57,18.43,29.2,20.27,148.3,90.26
Tabasco,2026-02,17.9892,-92.9475,28.64,18.15,30.73,19.68,54.6,117.46
Tabasco,2026-03,17.9892,-92.9475,30.78,21.5,34.69,24.05,123.6,142.53
Tabasco,2026-04,17.9892,-92.9475,33.52,23.33,38.38,26.8,48.9,155.82
Tabasco,2026-05,17.9892,-92.9475,35.03,25.2,41.37,29.57,134.3,167.85
Tabasco,2026-06,17.9892,-92.9475,33.56,25.01,39.73,29.26,277.4,150.53
Tamaulipas,2020-01,23.7369,-99.1411,24.37,14.7,23.92,13.79,8.7,100.0
Tamaulipas,2020-02,23.7369,-99.1411,25.12,13.36,25.47,12.29,9.0,103.67
Tamaulipas,2020-03,23.7369,-99.1411,31.23,19.25,32.66,20.28,25.2,150.12
Tamaulipas,2020-04,23.7369,-99.1411,31.94,21.01,35.02,23.1,77.4,137.84
Tamaulipas,2020-05,23.7369,-99.1411,32.92,22.12,36.26,24.84,105.4,166.79
Tamaulipas,2020-06,23.7369,-99.1411,32.63,22.72,36.73,25.92,80.2,165.2
Tamaulipas,2020-07,23.7369,-99.1411,35.73,24.55,38.26,27.75,104.1,196.9
Tamaulipas,2020-08,23.7369,-99.1411,33.73,23.09,37.79,26.31,54.5,171.94
Tamaulipas,2020-09,23.7369,-99.1411,30.96,21.67,34.27,23.84,264.1,139.84
Tamaulipas,2020-10,23.7369,-99.1411,31.78,18.9,32.9,19.48,18.4,148.57
Tamaulipas,2020-11,23.7369,-99.1411,28.01,17.21,28.58,17.62,27.0,104.41
Tamaulipas,2020-12,23.7369,-99.1411,23.27,11.64,21.64,9.5,1.4,104.69
Tamaulipas,2021-01,23.7369,-99.1411,23.66,12.84,22.76,11.31,14.4,100.89
Tamaulipas,2021-02,23.7369,-99.1411,23.72,11.43,23.58,9.95,26.0,102.88
Tamaulipas,2021-03,23.7369,-99.1411,29.52,16.72,29.67,16.27,23.2,156.4
Tamaulipas,2021-04,23.7369,-99.1411,32.38,19.63,33.84,20.94,23.2,160.16
Tamaulipas,2021-05,23.7369,-99.1411,33.38,22.04,36.21,24.55,60.6,173.75
Tamaulipas,2021-06,23.7369,-99.1411,32.48,22.77,36.45,26.1,106.9,154.85
Tamaulipas,2021-07,23.7369,-99.1411,32.25,22.51,36.2,25.63,234.8,161.73
Tamaulipas,2021-08,23.7369,-99.1411,34.48,23.12,37.47,26.24,72.0,187.53
Tamaulipas,2021-09,23.7369,-99.1411,31.95,22.38,35.94,25.43,106.4,138.51
Tamaulipas,2021-10,23.7369,-99.1411,30.17,19.9,33.23,21.19,93.9,126.85
Tamaulipas,2021-11,23.7369,-99.1411,26.62,15.56,27.17,15.29,18.5,99.95
Tamaulipas,2021-12,23.7369,-99.1411,28.69,15.98,29.1,15.22,5.8,109.15
Tamaulipas,2022-01,23.7369,-99.1411,22.72,11.12,21.92,9.17,2.6,94.21
Tamaulipas,2022-02,23.7369,-99.1411,23.5,11.0,22.58,9.18,22.3,103.52
Tamaulipas,2022-03,23.7369,-99.1411,29.55,14.83,28.54,13.07,0.8,174.04
Tamaulipas,2022-04,23.7369,-99.1411,34.03,20.78,35.56,22.22,52.8,174.95
Tamaulipas,2022-05,23.7369,-99.1411,35.69,23.06,38.52,25.84,73.7,192.36
Tamaulipas,2022-06,23.7369,-99.1411,34.94,22.5,37.52,25.1,76.2,186.61
Tamaulipas,2022-07,23.7369,-99.1411,36.0,23.94,38.35,26.58,24.6,207.34
Tamaulipas,2022-08,23.7369,-99.1411,36.36,23.98,38.68,27.04,58.8,199.69
Tamaulipas,2022-09,23.7369,-99.1411,30.39,20.94,34.43,23.88,198.7,129.17
Tamaulipas,2022-10,23.7369,-99.1411,28.94,18.44,30.98,19.11,49.6,124.08
Tamaulipas,2022-11,23.7369,-99.1411,25.06,15.39,25.86,15.09,30.0,92.69
Tamaulipas,2022-12,23.7369,-99.1411,24.28,13.45,24.41,12.5,4.3,93.07
Tamaulipas,2023-01,23.7369,-99.1411,26.48,14.74,25.96,13.49,1.2,110.71
Tamaulipas,2023-02,23.7369,-99.1411,26.55,13.75,25.9,12.11,1.7,123.09
Tamaulipas,2023-03,23.7369,-99.1411,30.49,17.8,31.3,17.74,30.8,150.67
Tamaulipas,2023-04,23.7369,-99.1411,29.23,18.7,32.22,20.01,78.5,130.64
Tamaulipas,2023-05,23.7369,-99.1411,31.89,20.78,36.11,23.39,65.3,149.63
Tamaulipas,2023-06,23.7369,-99.1411,37.06,23.79,40.72,26.04,39.8,200.4
Tamaulipas,2023-07,23.7369,-99.1411,36.97,24.4,38.82,27.37,11.7,224.51
Tamaulipas,2023-08,23.7369,-99.1411,36.96,24.16,39.14,27.16,41.6,204.45
Tamaulipas,2023-09,23.7369,-99.1411,36.6,23.53,39.44,26.57,34.7,176.73
Tamaulipas,2023-10,23.7369,-99.1411,29.5,19.61,31.53,21.21,181.1,125.69
Tamaulipas,2023-11,23.7369,-99.1411,24.32,14.46,24.97,14.2,18.4,87.73
Tamaulipas,2023-12,23.7369,-99.1411,22.32,13.65,22.53,13.27,32.5,70.1
Tamaulipas,2024-01,23.7369,-99.1411,22.81,12.23,22.18,10.72,1.0,90.7
Tamaulipas,2024-02,23.7369,-99.1411,26.95,14.51,27.19,13.51,32.4,109.32
Tamaulipas,2024-03,23.7369,-99.1411,30.57,17.46,31.38,17.53,16.5,145.6
Tamaulipas,2024-04,23.7369,-99.1411,34.48,20.49,35.33,21.5,18.9,183.09
Tamaulipas,2024-05,23.7369,-99.1411,39.64,25.69,42.61,29.62,7.6,205.26
Tamaulipas,2024-06,23.7369,-99.1411,35.33,24.08,38.91,27.79,467.0,167.32
Tamaulipas,2024-07,23.7369,-99.1411,31.38,22.49,36.95,25.93,128.6,157.34
Tamaulipas,2024-08,23.7369,-99.1411,33.73,22.5,38.74,25.92,48.0,165.13
Tamaulipas,2024-09,23.7369,-99.1411,31.39,22.76,35.64,26.11,153.0,133.95
Tamaulipas,2024-10,23.7369,-99.1411,30.3,19.35,32.12,20.47,48.5,135.3
Tamaulipas,2024-11,23.7369,-99.1411,28.27,18.6,29.9,19.47,22.0,110.36
Tamaulipas,2024-12,23.7369,-99.1411,24.72,15.52,25.54,15.42,21.9,87.37
Tamaulipas,2025-01,23.7369,-99.1411,20.16,11.38,19.23,9.44,8.1,86.75
Tamaulipas,2025-02,23.7369,-99.1411,26.58,14.42,26.98,13.85,3.5,104.82
Tamaulipas,2025-03,23.7369,-99.1411,31.03,17.9,31.01,16.96,11.9,171.85
Tamaulipas,2025-04,23.7369,-99.1411,33.23,20.22,33.9,20.59,3.5,190.17
Tamaulipas,2025-05,23.7369,-99.1411,34.34,23.0,37.87,25.54,83.4,176.37
Tamaulipas,2025-06,23.7369,-99.1411,32.97,23.26,36.6,26.57,158.1,169.96
Tamaulipas,2025-07,23.7369,-99.1411,33.39,23.35,36.44,26.04,55.6,188.76
Tamaulipas,2025-08,23.7369,-99.1411,35.14,23.91,38.59,26.96,61.9,190.47
Tamaulipas,2025-09,23.7369,-99.1411,30.93,22.33,35.93,26.0,141.7,130.68
Tamaulipas,2025-10,23.7369,-99.1411,29.69,20.26,32.93,22.29,77.8,123.91
Tamaulipas,2025-11,23.7369,-99.1411,27.97,17.15,29.16,17.01,12.1,109.14
Tamaulipas,2025-12,23.7369,-99.1411,24.84,14.72,25.49,13.98,30.3,87.0
Tamaulipas,2026-01,23.7369,-99.1411,22.93,12.07,22.28,10.21,2.0,101.27
Tamaulipas,2026-02,23.7369,-99.1411,28.21,15.36,28.12,14.11,1.1,124.62
Tamaulipas,2026-03,23.7369,-99.1411,30.48,17.76,31.05,17.82,5.4,165.75
Tamaulipas,2026-04,23.7369,-99.1411,30.81,20.28,33.56,22.2,47.6,146.91
Tamaulipas,2026-05,23.7369,-99.1411,31.9,22.16,36.35,25.1,103.2,157.34
Tamaulipas,2026-06,23.7369,-99.1411,32.25,23.81,37.81,28.05,210.9,162.23
Tlaxcala,2020-01,19.3182,-98.2375,21.34,7.9,17.95,5.06,5.7,123.87
Tlaxcala,2020-02,19.3182,-98.2375,24.45,9.08,21.72,6.57,2.3,147.12
Tlaxcala,2020-03,19.3182,-98.2375,27.71,11.28,26.24,9.14,5.4,188.11
Tlaxcala,2020-04,19.3182,-98.2375,27.41,13.29,26.17,12.42,32.4,176.14
Tlaxcala,2020-05,19.3182,-98.2375,26.2,12.57,24.94,11.34,38.4,173.61
Tlaxcala,2020-06,19.3182,-98.2375,25.54,12.93,25.05,11.69,81.0,156.02
Tlaxcala,2020-07,19.3182,-98.2375,23.53,12.07,24.03,11.25,101.0,140.33
Tlaxcala,2020-08,19.3182,-98.2375,22.53,12.39,23.33,11.14,156.5,128.02
Tlaxcala,2020-09,19.3182,-98.2375,21.49,12.24,22.04,11.14,221.8,102.15
Tlaxcala,2020-10,19.3182,-98.2375,23.97,9.61,22.9,6.59,24.7,148.73
Tlaxcala,2020-11,19.3182,-98.2375,24.27,9.67,21.6,6.22,1.3,137.57
Tlaxcala,2020-12,19.3182,-98.2375,21.87,8.28,18.81,5.88,2.8,120.32
Tlaxcala,2021-01,19.3182,-98.2375,21.61,7.84,18.51,5.35,16.4,119.53
Tlaxcala,2021-02,19.3182,-98.2375,23.93,7.96,20.55,5.02,0.0,151.18
Tlaxcala,2021-03,19.3182,-98.2375,27.23,10.55,25.33,8.26,2.7,191.6
Tlaxcala,2021-04,19.3182,-98.2375,27.35,11.59,25.31,9.95,14.8,185.3
Tlaxcala,2021-05,19.3182,-98.2375,24.89,12.18,24.43,11.16,133.8,152.62
Tlaxcala,2021-06,19.3182,-98.2375,21.15,12.55,21.05,11.86,231.0,107.58
Tlaxcala,2021-07,19.3182,-98.2375,22.46,11.43,23.21,9.98,145.1,133.13
Tlaxcala,2021-08,19.3182,-98.2375,22.02,11.82,22.38,10.53,197.4,125.57
Tlaxcala,2021-09,19.3182,-98.2375,21.37,12.12,21.83,11.1,297.5,109.25
Tlaxcala,2021-10,19.3182,-98.2375,21.91,10.9,21.86,9.23,81.4,117.09
Tlaxcala,2021-11,19.3182,-98.2375,22.15,7.87,20.43,4.45,2.6,123.76
Tlaxcala,2021-12,19.3182,-98.2375,23.41,7.95,20.93,4.71,0.9,131.35
Tlaxcala,2022-01,19.3182,-98.2375,21.18,7.29,18.75,4.6,8.2,116.1
Tlaxcala,2022-02,19.3182,-98.2375,22.81,7.78,20.17,4.88,5.9,131.77
Tlaxcala,2022-03,19.3182,-98.2375,25.42,9.62,23.09,6.92,14.3,186.0
Tlaxcala,2022-04,19.3182,-98.2375,25.85,11.35,25.2,9.82,56.4,164.27
Tlaxcala,2022-05,19.3182,-98.2375,27.68,11.94,26.88,10.44,28.3,182.94
Tlaxcala,2022-06,19.3182,-98.2375,23.94,11.48,24.13,9.99,82.2,142.5
Tlaxcala,2022-07,19.3182,-98.2375,23.29,11.11,24.46,9.73,119.5,142.14
Tlaxcala,2022-08,19.3182,-98.2375,22.25,10.94,23.51,9.59,169.7,132.68
Tlaxcala,2022-09,19.3182,-98.2375,21.56,11.36,21.73,9.6,157.6,113.04
Tlaxcala,2022-10,19.3182,-98.2375,22.74,10.92,22.48,9.26,67.8,121.72
Tlaxcala,2022-11,19.3182,-98.2375,24.12,9.84,22.48,7.63,9.3,124.33
Tlaxcala,2022-12,19.3182,-98.2375,21.44,7.13,18.73,4.28,7.8,117.67
Tlaxcala,2023-01,19.3182,-98.2375,21.9,7.21,18.97,4.39,1.6,129.84
Tlaxcala,2023-02,19.3182,-98.2375,24.15,8.14,21.35,5.13,0.5,144.99
Tlaxcala,2023-03,19.3182,-98.2375,25.83,10.14,23.95,8.36,20.8,168.97
Tlaxcala,2023-04,19.3182,-98.2375,26.2,11.34,24.56,10.03,28.8,172.06
Tlaxcala,2023-05,19.3182,-98.2375,25.48,11.93,25.12,10.72,88.9,159.92
Tlaxcala,2023-06,19.3182,-98.2375,27.96,13.17,27.26,11.99,49.4,178.9
Tlaxcala,2023-07,19.3182,-98.2375,23.55,11.61,24.5,10.61,96.2,143.12
Tlaxcala,2023-08,19.3182,-98.2375,23.66,11.65,24.67,10.43,197.1,140.56
Tlaxcala,2023-09,19.3182,-98.2375,25.37,11.31,25.7,9.69,48.2,150.1
Tlaxcala,2023-10,19.3182,-98.2375,24.01,11.38,23.12,9.64,51.6,126.13
Tlaxcala,2023-11,19.3182,-98.2375,23.84,9.87,22.42,7.66,43.7,117.03
Tlaxcala,2023-12,19.3182,-98.2375,19.93,7.31,17.46,4.58,23.6,97.82
Tlaxcala,2024-01,19.3182,-98.2375,22.52,7.95,19.47,5.48,9.6,126.29
Tlaxcala,2024-02,19.3182,-98.2375,25.3,8.35,22.18,5.3,14.5,157.92
Tlaxcala,2024-03,19.3182,-98.2375,27.65,10.91,24.28,8.88,0.2,204.75
Tlaxcala,2024-04,19.3182,-98.2375,28.35,12.92,26.24,11.24,19.4,197.23
Tlaxcala,2024-05,19.3182,-98.2375,30.95,14.59,30.44,14.03,19.6,196.89
Tlaxcala,2024-06,19.3182,-98.2375,27.27,13.56,26.38,12.43,135.8,164.06
Tlaxcala,2024-07,19.3182,-98.2375,22.38,11.96,23.97,11.18,225.5,128.1
Tlaxcala,2024-08,19.3182,-98.2375,22.67,11.39,24.49,10.08,161.1,133.06
Tlaxcala,2024-09,19.3182,-98.2375,21.94,12.54,23.36,11.82,186.6,108.49
Tlaxcala,2024-10,19.3182,-98.2375,21.12,10.07,20.75,7.53,84.1,114.53
Tlaxcala,2024-11,19.3182,-98.2375,24.06,7.92,22.71,4.98,10.0,126.46
Tlaxcala,2024-12,19.3182,-98.2375,22.93,6.86,20.69,3.72,2.0,119.3
Tlaxcala,2025-01,19.3182,-98.2375,22.33,7.22,19.98,4.72,11.7,118.6
Tlaxcala,2025-02,19.3182,-98.2375,23.99,8.22,22.89,6.05,21.7,121.42
Tlaxcala,2025-03,19.3182,-98.2375,26.41,9.56,24.78,7.61,17.3,172.32
Tlaxcala,2025-04,19.3182,-98.2375,27.43,9.94,25.58,7.71,10.1,192.27
Tlaxcala,2025-05,19.3182,-98.2375,26.79,12.14,26.75,11.55,157.3,161.73
Tlaxcala,2025-06,19.3182,-98.2375,21.72,11.88,22.57,11.18,266.4,109.37
Tlaxcala,2025-07,19.3182,-98.2375,22.22,10.05,23.53,8.6,95.7,137.71
Tlaxcala,2025-08,19.3182,-98.2375,22.96,10.33,24.15,8.95,118.1,139.51
Tlaxcala,2025-09,19.3182,-98.2375,22.47,11.02,24.06,9.91,192.7,121.07
Tlaxcala,2025-10,19.3182,-98.2375,22.37,9.74,22.6,7.86,98.8,122.06
Tlaxcala,2025-11,19.3182,-98.2375,23.58,7.57,22.12,4.36,1.1,123.58
Tlaxcala,2025-12,19.3182,-98.2375,21.21,7.64,19.58,5.14,17.1,100.46
Tlaxcala,2026-01,19.3182,-98.2375,22.34,6.09,20.36,3.12,7.5,119.14
Tlaxcala,2026-02,19.3182,-98.2375,25.75,6.83,23.91,3.18,0.6,143.85
Tlaxcala,2026-03,19.3182,-98.2375,23.51,7.43,22.39,4.85,35.3,151.48
Tlaxcala,2026-04,19.3182,-98.2375,26.23,9.71,26.4,8.28,67.0,156.08
Tlaxcala,2026-05,19.3182,-98.2375,26.02,11.79,26.95,11.0,132.6,161.31
Tlaxcala,2026-06,19.3182,-98.2375,22.2,12.48,23.59,12.34,240.0,124.69
Veracruz,2020-01,19.5438,-96.9102,17.49,11.55,18.22,10.44,165.0,67.71
Veracruz,2020-02,19.5438,-96.9102,18.7,12.41,20.08,11.64,76.2,80.2
Veracruz,2020-03,19.5438,-96.9102,21.98,13.75,24.25,12.89,32.9,125.58
Veracruz,2020-04,19.5438,-96.9102,25.21,17.0,28.04,16.94,79.7,132.03
Veracruz,2020-05,19.5438,-96.9102,23.88,15.94,26.61,16.35,119.3,124.36
Veracruz,2020-06,19.5438,-96.9102,22.93,16.11,25.96,16.34,255.4,122.68
Veracruz,2020-07,19.5438,-96.9102,23.17,16.2,26.26,16.13,75.3,135.65
Veracruz,2020-08,19.5438,-96.9102,22.31,16.14,25.4,16.4,177.9,120.22
Veracruz,2020-09,19.5438,-96.9102,21.71,16.24,24.4,16.7,358.0,94.02
Veracruz,2020-10,19.5438,-96.9102,21.09,13.83,23.38,12.75,66.8,109.97
Veracruz,2020-11,19.5438,-96.9102,19.58,13.3,20.92,12.38,139.3,83.99
Veracruz,2020-12,19.5438,-96.9102,17.07,11.05,17.41,10.19,52.0,66.65
Veracruz,2021-01,19.5438,-96.9102,17.42,11.7,18.13,10.77,130.6,65.39
Veracruz,2021-02,19.5438,-96.9102,18.24,11.04,19.56,9.69,93.2,80.65
Veracruz,2021-03,19.5438,-96.9102,20.77,12.84,22.62,11.89,40.7,119.87
Veracruz,2021-04,19.5438,-96.9102,23.45,15.2,25.76,14.74,76.0,123.89
Veracruz,2021-05,19.5438,-96.9102,22.84,16.04,26.03,16.18,183.5,121.24
Veracruz,2021-06,19.5438,-96.9102,21.99,16.28,24.84,16.66,220.2,100.89
Veracruz,2021-07,19.5438,-96.9102,21.66,15.64,24.83,15.41,108.5,126.89
Veracruz,2021-08,19.5438,-96.9102,21.64,15.7,24.96,15.42,314.4,119.03
Veracruz,2021-09,19.5438,-96.9102,21.85,16.22,25.08,16.63,222.6,102.07
Veracruz,2021-10,19.5438,-96.9102,21.51,15.28,24.26,15.31,86.5,98.33
Veracruz,2021-11,19.5438,-96.9102,18.06,12.57,19.09,11.83,99.7,73.61
Veracruz,2021-12,19.5438,-96.9102,19.83,12.88,21.14,11.83,53.1,88.69
Veracruz,2022-01,19.5438,-96.9102,17.57,11.08,17.63,9.78,104.6,70.31
Veracruz,2022-02,19.5438,-96.9102,17.2,10.7,17.98,9.39,60.1,75.8
Veracruz,2022-03,19.5438,-96.9102,20.71,12.37,22.15,11.55,54.3,117.04
Veracruz,2022-04,19.5438,-96.9102,24.12,15.55,25.93,15.28,34.6,129.83
Veracruz,2022-05,19.5438,-96.9102,26.42,16.69,28.36,16.42,22.2,154.73
Veracruz,2022-06,19.5438,-96.9102,22.38,15.2,25.17,14.87,198.3,124.75
Veracruz,2022-07,19.5438,-96.9102,22.64,15.49,25.75,15.03,105.7,136.79
Veracruz,2022-08,19.5438,-96.9102,23.25,15.59,25.98,15.19,70.3,135.46
Veracruz,2022-09,19.5438,-96.9102,20.86,15.41,23.22,15.57,266.1,91.07
Veracruz,2022-10,19.5438,-96.9102,20.47,14.85,22.33,14.9,160.0,85.43
Veracruz,2022-11,19.5438,-96.9102,20.28,14.26,22.12,14.04,56.9,82.12
Veracruz,2022-12,19.5438,-96.9102,18.46,11.98,18.93,10.98,61.6,75.07
Veracruz,2023-01,19.5438,-96.9102,19.44,11.92,20.11,10.88,37.5,88.82
Veracruz,2023-02,19.5438,-96.9102,19.89,11.61,20.86,10.35,31.5,90.03
Veracruz,2023-03,19.5438,-96.9102,22.94,14.2,24.44,13.52,103.9,121.55
Veracruz,2023-04,19.5438,-96.9102,22.94,15.61,25.41,15.46,100.0,118.14
Veracruz,2023-05,19.5438,-96.9102,23.8,16.46,26.68,16.32,113.2,132.93
Veracruz,2023-06,19.5438,-96.9102,25.17,16.91,28.47,16.91,154.5,140.69
Veracruz,2023-07,19.5438,-96.9102,24.11,16.36,26.6,15.99,47.1,142.47
Veracruz,2023-08,19.5438,-96.9102,23.92,16.31,26.95,16.04,127.1,133.32
Veracruz,2023-09,19.5438,-96.9102,24.13,15.87,26.93,15.56,32.6,131.36
Veracruz,2023-10,19.5438,-96.9102,21.93,15.63,24.16,15.87,126.4,96.97
Veracruz,2023-11,19.5438,-96.9102,19.98,13.97,21.13,13.73,68.8,74.3
Veracruz,2023-12,19.5438,-96.9102,17.4,12.09,17.77,11.58,151.0,61.99
Veracruz,2024-01,19.5438,-96.9102,18.49,11.67,19.69,10.76,137.8,71.85
Veracruz,2024-02,19.5438,-96.9102,19.71,12.15,21.49,10.7,81.2,95.66
Veracruz,2024-03,19.5438,-96.9102,22.38,14.69,25.05,14.14,79.3,118.83
Veracruz,2024-04,19.5438,-96.9102,24.78,15.44,27.62,14.9,51.9,141.54
Veracruz,2024-05,19.5438,-96.9102,30.15,19.68,32.67,19.43,14.6,175.35
Veracruz,2024-06,19.5438,-96.9102,25.8,17.37,28.15,17.05,275.7,135.44
Veracruz,2024-07,19.5438,-96.9102,22.12,15.96,25.58,16.08,187.4,125.35
Veracruz,2024-08,19.5438,-96.9102,22.56,16.01,26.05,16.08,81.8,129.68
Veracruz,2024-09,19.5438,-96.9102,22.67,16.92,25.93,17.71,147.0,103.14
Veracruz,2024-10,19.5438,-96.9102,20.6,14.47,22.55,14.15,176.5,88.71
Veracruz,2024-11,19.5438,-96.9102,21.38,13.49,23.04,12.42,70.8,93.87
Veracruz,2024-12,19.5438,-96.9102,19.7,12.25,19.97,11.03,52.4,84.86
Veracruz,2025-01,19.5438,-96.9102,18.87,11.73,19.2,10.85,92.4,75.14
Veracruz,2025-02,19.5438,-96.9102,21.12,13.49,22.08,13.02,40.5,87.0
Veracruz,2025-03,19.5438,-96.9102,24.29,14.18,25.32,13.13,26.1,133.37
Veracruz,2025-04,19.5438,-96.9102,24.21,13.9,25.38,12.8,41.3,135.7
Veracruz,2025-05,19.5438,-96.9102,26.09,17.19,28.52,17.55,107.1,138.34
Veracruz,2025-06,19.5438,-96.9102,22.77,16.25,25.29,16.8,377.2,104.75
Veracruz,2025-07,19.5438,-96.9102,23.04,15.4,25.93,14.93,55.2,140.31
Veracruz,2025-08,19.5438,-96.9102,23.39,15.43,26.35,15.09,46.7,139.79
Veracruz,2025-09,19.5438,-96.9102,22.7,15.79,25.47,16.21,143.9,107.48
Veracruz,2025-10,19.5438,-96.9102,21.49,14.27,23.49,14.04,193.2,96.21
Veracruz,2025-11,19.5438,-96.9102,20.35,13.13,21.28,12.24,33.4,83.84
Veracruz,2025-12,19.5438,-96.9102,19.6,12.69,20.08,11.88,50.3,72.95
Veracruz,2026-01,19.5438,-96.9102,18.32,10.79,18.39,9.3,39.9,78.22
Veracruz,2026-02,19.5438,-96.9102,20.02,10.83,20.66,9.01,14.7,97.57
Veracruz,2026-03,19.5438,-96.9102,20.73,12.16,21.49,11.05,103.3,112.48
Veracruz,2026-04,19.5438,-96.9102,22.98,15.07,25.03,14.95,108.0,116.83
Veracruz,2026-05,19.5438,-96.9102,25.12,16.45,28.12,16.7,106.5,134.48
Veracruz,2026-06,19.5438,-96.9102,24.26,16.2,27.41,16.8,369.1,122.38
Yucatan,2020-01,20.9674,-89.5926,29.31,19.71,30.78,21.25,16.1,108.55
Yucatan,2020-02,20.9674,-89.5926,30.64,20.23,31.53,21.49,18.9,129.17
Yucatan,2020-03,20.9674,-89.5926,34.22,21.23,35.11,23.02,1.4,184.3
Yucatan,2020-04,20.9674,-89.5926,38.67,24.2,40.89,27.1,2.7,201.42
Yucatan,2020-05,20.9674,-89.5926,34.88,24.19,39.16,28.14,89.7,166.01
Yucatan,2020-06,20.9674,-89.5926,31.58,23.87,36.67,27.97,286.4,131.17
Yucatan,2020-07,20.9674,-89.5926,34.06,24.17,39.26,28.93,44.6,161.25
Yucatan,2020-08,20.9674,-89.5926,33.79,24.2,39.47,29.17,87.7,148.84
Yucatan,2020-09,20.9674,-89.5926,33.66,24.19,39.58,29.21,93.7,134.15
Yucatan,2020-10,20.9674,-89.5926,29.53,23.32,34.81,27.25,371.3,91.41
Yucatan,2020-11,20.9674,-89.5926,28.6,21.94,31.83,24.87,52.3,92.24
Yucatan,2020-12,20.9674,-89.5926,27.11,18.75,29.02,20.1,24.6,88.63
Yucatan,2021-01,20.9674,-89.5926,27.43,18.8,29.41,20.2,49.1,95.64
Yucatan,2021-02,20.9674,-89.5926,29.92,19.35,31.74,20.96,25.4,114.81
Yucatan,2021-03,20.9674,-89.5926,32.58,20.98,34.06,22.92,6.1,168.81
Yucatan,2021-04,20.9674,-89.5926,35.83,23.05,37.92,25.7,14.4,188.14
Yucatan,2021-05,20.9674,-89.5926,35.16,24.05,37.97,27.61,50.7,183.89
Yucatan,2021-06,20.9674,-89.5926,32.47,24.08,37.33,28.35,219.7,137.38
Yucatan,2021-07,20.9674,-89.5926,33.88,23.94,38.63,28.47,80.6,161.63
Yucatan,2021-08,20.9674,-89.5926,32.99,23.76,38.2,28.22,124.3,149.19
Yucatan,2021-09,20.9674,-89.5926,32.52,23.7,37.63,28.15,73.5,130.83
Yucatan,2021-10,20.9674,-89.5926,32.9,23.12,37.4,27.31,69.0,129.68
Yucatan,2021-11,20.9674,-89.5926,29.81,19.46,31.84,21.42,20.7,108.0
Yucatan,2021-12,20.9674,-89.5926,30.82,20.07,32.53,22.41,49.1,112.72
Yucatan,2022-01,20.9674,-89.5926,27.94,18.64,29.32,19.95,33.8,102.06
Yucatan,2022-02,20.9674,-89.5926,29.6,19.56,31.3,21.33,62.3,112.34
Yucatan,2022-03,20.9674,-89.5926,32.62,20.77,34.39,22.51,38.0,164.72
Yucatan,2022-04,20.9674,-89.5926,35.49,22.53,37.78,24.9,29.9,182.61
Yucatan,2022-05,20.9674,-89.5926,35.35,23.45,38.63,26.46,93.1,185.17
Yucatan,2022-06,20.9674,-89.5926,32.97,22.97,37.98,26.97,148.3,147.12
Yucatan,2022-07,20.9674,-89.5926,35.01,23.64,39.39,27.86,129.9,164.05
Yucatan,2022-08,20.9674,-89.5926,34.11,23.33,39.54,27.78,199.6,153.4
Yucatan,2022-09,20.9674,-89.5926,32.46,22.97,37.86,27.0,121.1,131.44
Yucatan,2022-10,20.9674,-89.5926,31.69,21.56,35.26,24.65,76.1,125.07
Yucatan,2022-11,20.9674,-89.5926,31.22,21.61,34.73,24.98,62.7,105.63
Yucatan,2022-12,20.9674,-89.5926,29.11,19.91,31.39,22.13,54.3,98.39
Yucatan,2023-01,20.9674,-89.5926,29.77,19.75,31.64,21.64,29.9,113.68
Yucatan,2023-02,20.9674,-89.5926,30.84,20.2,32.34,22.02,14.6,126.48
