estado,anio_mes,latitud,longitud,temp_max,temp_min,temp_app_max,temp_app_min,lluvia_acumulada,evapotranspiracion
Aguascalientes,2020-01,21.8823,-102.2826,21.07,7.07,17.78,4.27,19.2,107.61
Aguascalientes,2020-02,21.8823,-102.2826,23.83,8.61,21.26,5.79,19.3,127.41
Aguascalientes,2020-03,21.8823,-102.2826,28.65,12.91,26.91,11.16,1.1,180.41
Aguascalientes,2020-04,21.8823,-102.2826,30.67,14.22,27.68,11.51,1.7,221.84
Aguascalientes,2020-05,21.8823,-102.2826,29.52,13.87,27.69,12.02,20.5,207.36
Aguascalientes,2020-06,21.8823,-102.2826,29.25,15.39,28.98,15.14,60.7,175.14
Aguascalientes,2020-07,21.8823,-102.2826,26.67,14.88,27.28,15.19,129.2,154.78
Aguascalientes,2020-08,21.8823,-102.2826,26.31,14.7,26.39,14.5,52.7,149.08
Aguascalientes,2020-09,21.8823,-102.2826,25.88,13.97,25.5,13.39,61.0,137.96
Aguascalientes,2020-10,21.8823,-102.2826,27.9,12.05,25.89,9.76,2.4,169.9
Aguascalientes,2020-11,21.8823,-102.2826,25.72,9.91,22.89,7.15,0.0,136.23
Aguascalientes,2020-12,21.8823,-102.2826,22.25,7.47,18.68,4.55,2.6,118.42
Aguascalientes,2021-01,21.8823,-102.2826,22.64,6.68,19.08,3.36,1.2,126.26
Aguascalientes,2021-02,21.8823,-102.2826,25.62,8.22,22.04,4.75,0.0,151.93
Aguascalientes,2021-03,21.8823,-102.2826,28.79,10.78,25.93,7.73,0.0,201.17
Aguascalientes,2021-04,21.8823,-102.2826,30.06,12.72,26.93,9.65,0.1,220.59
Aguascalientes,2021-05,21.8823,-102.2826,29.58,14.53,28.37,13.18,12.7,196.57
Aguascalientes,2021-06,21.8823,-102.2826,25.96,14.63,25.65,14.24,139.7,147.52
Aguascalientes,2021-07,21.8823,-102.2826,24.41,14.22,25.47,14.19,178.0,132.34
Aguascalientes,2021-08,21.8823,-102.2826,25.84,14.44,26.29,14.17,119.0,151.6
Aguascalientes,2021-09,21.8823,-102.2826,23.06,14.04,24.33,14.0,135.5,110.43
Aguascalientes,2021-10,21.8823,-102.2826,24.35,11.85,24.17,10.61,38.9,124.17
Aguascalientes,2021-11,21.8823,-102.2826,23.17,8.08,21.25,5.61,0.5,118.96
Aguascalientes,2021-12,21.8823,-102.2826,22.79,6.98,20.26,4.25,1.6,110.87
Aguascalientes,2022-01,21.8823,-102.2826,22.38,7.29,19.04,4.38,1.2,120.45
Aguascalientes,2022-02,21.8823,-102.2826,23.45,7.54,20.82,4.46,8.3,132.27
Aguascalientes,2022-03,21.8823,-102.2826,27.17,9.39,23.77,5.78,0.0,204.96
Aguascalientes,2022-04,21.8823,-102.2826,29.7,12.77,27.45,10.21,15.0,204.96
Aguascalientes,2022-05,21.8823,-102.2826,31.98,15.27,30.18,13.24,4.1,225.95
Aguascalientes,2022-06,21.8823,-102.2826,28.95,15.15,28.22,14.62,18.3,181.66
Aguascalientes,2022-07,21.8823,-102.2826,26.69,14.15,27.9,14.12,104.2,163.61
Aguascalientes,2022-08,21.8823,-102.2826,25.41,13.74,26.88,13.71,116.2,151.71
Aguascalientes,2022-09,21.8823,-102.2826,24.75,12.88,24.64,12.01,68.2,132.63
Aguascalientes,2022-10,21.8823,-102.2826,25.49,11.34,24.31,9.82,23.0,135.66
Aguascalientes,2022-11,21.8823,-102.2826,24.61,9.47,22.27,7.35,9.3,123.5
Aguascalientes,2022-12,21.8823,-102.2826,22.91,7.32,19.62,4.47,1.1,118.52
Aguascalientes,2023-01,21.8823,-102.2826,23.01,6.65,19.35,3.61,0.0,131.2
Aguascalientes,2023-02,21.8823,-102.2826,25.21,8.69,22.24,5.43,0.0,146.51
Aguascalientes,2023-03,21.8823,-102.2826,28.51,10.85,25.31,7.82,0.0,200.61
Aguascalientes,2023-04,21.8823,-102.2826,29.38,12.88,26.27,10.08,2.8,212.6
Aguascalientes,2023-05,21.8823,-102.2826,30.1,14.55,27.78,12.79,3.3,216.76
Aguascalientes,2023-06,21.8823,-102.2826,33.54,17.07,31.96,15.73,12.9,229.92
Aguascalientes,2023-07,21.8823,-102.2826,28.68,15.31,28.71,15.35,63.1,185.78
Aguascalientes,2023-08,21.8823,-102.2826,28.03,15.37,28.07,15.14,83.5,169.86
Aguascalientes,2023-09,21.8823,-102.2826,29.49,15.01,28.97,14.33,11.4,171.89
Aguascalientes,2023-10,21.8823,-102.2826,25.58,13.18,24.75,12.22,46.7,131.87
Aguascalientes,2023-11,21.8823,-102.2826,23.77,9.68,21.99,7.67,64.7,112.44
Aguascalientes,2023-12,21.8823,-102.2826,18.75,6.84,16.46,4.46,42.0,80.51
Aguascalientes,2024-01,21.8823,-102.2826,23.03,7.81,18.78,5.11,0.6,123.41
Aguascalientes,2024-02,21.8823,-102.2826,23.67,7.98,20.72,5.19,44.3,129.55
Aguascalientes,2024-03,21.8823,-102.2826,28.44,10.22,24.09,7.03,0.0,209.04
Aguascalientes,2024-04,21.8823,-102.2826,30.46,13.39,26.99,10.54,0.0,220.74
Aguascalientes,2024-05,21.8823,-102.2826,34.22,17.63,31.77,15.09,2.4,243.9
Aguascalientes,2024-06,21.8823,-102.2826,30.42,17.33,29.88,17.04,122.9,188.34
Aguascalientes,2024-07,21.8823,-102.2826,24.7,14.68,26.71,14.9,208.8,142.75
Aguascalientes,2024-08,21.8823,-102.2826,26.42,14.43,27.23,14.23,92.0,158.89
Aguascalientes,2024-09,21.8823,-102.2826,25.34,14.62,26.37,14.56,95.2,133.88
Aguascalientes,2024-10,21.8823,-102.2826,25.6,11.49,23.84,9.79,15.1,143.34
Aguascalientes,2024-11,21.8823,-102.2826,26.49,10.82,24.43,9.05,0.1,128.67
Aguascalientes,2024-12,21.8823,-102.2826,23.08,8.34,20.78,5.82,3.7,112.6
Aguascalientes,2025-01,21.8823,-102.2826,22.12,8.38,18.93,5.55,13.2,114.23
Aguascalientes,2025-02,21.8823,-102.2826,26.23,10.24,23.62,7.49,0.0,141.33
Aguascalientes,2025-03,21.8823,-102.2826,28.03,10.03,24.68,6.92,0.3,199.04
Aguascalientes,2025-04,21.8823,-102.2826,29.29,12.41,26.89,9.59,0.0,208.18
Aguascalientes,2025-05,21.8823,-102.2826,30.92,15.96,29.64,14.48,53.1,208.2
Aguascalientes,2025-06,21.8823,-102.2826,27.17,15.2,27.83,15.36,147.7,153.19
Aguascalientes,2025-07,21.8823,-102.2826,24.59,13.56,26.32,13.59,116.9,153.53
Aguascalientes,2025-08,21.8823,-102.2826,25.33,14.03,26.88,13.88,172.9,148.77
Aguascalientes,2025-09,21.8823,-102.2826,24.89,14.2,26.83,14.17,183.4,130.62
Aguascalientes,2025-10,21.8823,-102.2826,25.75,12.3,25.09,11.21,34.4,136.47
Aguascalientes,2025-11,21.8823,-102.2826,25.13,9.32,22.96,6.89,0.0,127.35
Aguascalientes,2025-12,21.8823,-102.2826,22.61,8.99,20.39,6.75,14.1,106.22
Aguascalientes,2026-01,21.8823,-102.2826,22.1,7.68,19.5,4.85,7.2,112.31
Aguascalientes,2026-02,21.8823,-102.2826,26.22,9.1,24.0,5.86,0.0,141.53
Aguascalientes,2026-03,21.8823,-102.2826,26.63,10.91,24.53,8.66,9.6,179.97
Aguascalientes,2026-04,21.8823,-102.2826,29.78,13.73,28.45,12.1,15.8,191.09
Aguascalientes,2026-05,21.8823,-102.2826,30.88,16.74,29.75,15.64,20.9,208.53
Aguascalientes,2026-06,21.8823,-102.2826,26.12,15.56,27.43,16.11,149.3,147.07
Baja California,2020-01,32.6278,-115.4545,22.59,8.31,19.14,5.14,0.8,92.42
Baja California,2020-02,32.6278,-115.4545,24.09,9.54,20.87,6.36,15.0,112.27
Baja California,2020-03,32.6278,-115.4545,23.96,11.89,22.05,9.32,35.8,138.74
Baja California,2020-04,32.6278,-115.4545,31.62,16.33,29.81,13.92,12.4,196.7
Baja California,2020-05,32.6278,-115.4545,38.37,22.14,36.82,20.02,0.0,268.54
Baja California,2020-06,32.6278,-115.4545,40.65,24.31,39.73,22.7,0.0,268.74
Baja California,2020-07,32.6278,-115.4545,44.74,28.83,44.92,28.07,0.0,276.95
Baja California,2020-08,32.6278,-115.4545,45.23,30.2,45.97,31.54,0.0,257.06
Baja California,2020-09,32.6278,-115.4545,42.18,25.8,41.33,24.98,0.0,210.18
Baja California,2020-10,32.6278,-115.4545,36.09,20.24,33.92,17.65,0.0,165.69
Baja California,2020-11,32.6278,-115.4545,26.83,12.74,23.41,9.37,0.0,111.23
Baja California,2020-12,32.6278,-115.4545,21.3,7.35,17.08,3.35,0.3,90.99
Baja California,2021-01,32.6278,-115.4545,21.05,8.58,17.72,5.24,18.5,87.26
Baja California,2021-02,32.6278,-115.4545,24.78,10.44,21.12,6.82,0.0,122.46
Baja California,2021-03,32.6278,-115.4545,25.84,11.41,22.81,7.49,0.5,169.0
Baja California,2021-04,32.6278,-115.4545,33.88,18.06,31.29,14.35,0.6,233.89
Baja California,2021-05,32.6278,-115.4545,36.76,20.16,34.77,17.82,0.0,264.82
Baja California,2021-06,32.6278,-115.4545,43.38,26.53,42.7,25.54,0.4,271.91
Baja California,2021-07,32.6278,-115.4545,43.38,30.66,44.87,32.86,0.7,265.03
Baja California,2021-08,32.6278,-115.4545,42.59,29.62,44.04,31.18,9.9,241.85
Baja California,2021-09,32.6278,-115.4545,40.07,26.81,40.48,27.06,1.4,197.28
Baja California,2021-10,32.6278,-115.4545,31.59,17.31,29.16,14.5,0.1,155.43
Baja California,2021-11,32.6278,-115.4545,29.57,15.27,26.38,12.69,0.0,114.64
Baja California,2021-12,32.6278,-115.4545,21.38,9.73,18.18,6.84,12.0,81.8
Baja California,2022-01,32.6278,-115.4545,22.34,8.57,18.37,4.69,0.4,100.13
Baja California,2022-02,32.6278,-115.4545,23.89,8.89,19.75,4.59,0.5,126.13
Baja California,2022-03,32.6278,-115.4545,28.8,13.48,25.56,9.73,2.2,179.94
Baja California,2022-04,32.6278,-115.4545,33.24,16.66,30.48,13.4,0.0,223.44
Baja California,2022-05,32.6278,-115.4545,37.26,20.46,35.43,17.78,0.0,267.65
Baja California,2022-06,32.6278,-115.4545,42.53,26.34,41.98,25.45,0.1,277.93
Baja California,2022-07,32.6278,-115.4545,43.55,29.41,44.36,30.21,5.4,270.07
Baja California,2022-08,32.6278,-115.4545,41.84,29.85,44.35,32.77,4.0,227.26
Baja California,2022-09,32.6278,-115.4545,38.92,26.37,40.1,27.57,46.2,183.7
Baja California,2022-10,32.6278,-115.4545,33.12,19.63,31.48,19.04,5.4,147.06
Baja California,2022-11,32.6278,-115.4545,23.41,10.05,19.6,6.45,0.9,109.6
Baja California,2022-12,32.6278,-115.4545,20.75,8.3,17.71,5.43,1.9,76.85
Baja California,2023-01,32.6278,-115.4545,19.94,8.23,16.53,5.04,14.6,86.68
Baja California,2023-02,32.6278,-115.4545,21.23,7.82,17.18,4.14,0.9,106.13
Baja California,2023-03,32.6278,-115.4545,24.62,11.86,21.86,8.5,4.7,150.52
Baja California,2023-04,32.6278,-115.4545,32.68,15.99,30.37,12.82,0.0,209.07
Baja California,2023-05,32.6278,-115.4545,35.07,19.04,33.52,16.91,0.0,251.41
Baja California,2023-06,32.6278,-115.4545,38.38,21.9,36.98,19.61,0.0,257.91
Baja California,2023-07,32.6278,-115.4545,45.89,29.95,46.24,30.33,1.1,279.07
Baja California,2023-08,32.6278,-115.4545,42.69,28.36,43.61,28.98,45.5,239.62
Baja California,2023-09,32.6278,-115.4545,38.84,24.47,38.61,24.25,4.1,192.41
Baja California,2023-10,32.6278,-115.4545,34.48,19.01,31.96,16.72,0.0,171.13
Baja California,2023-11,32.6278,-115.4545,26.44,13.21,22.96,10.14,1.3,115.32
Baja California,2023-12,32.6278,-115.4545,22.34,9.73,19.46,6.93,4.6,79.51
Baja California,2024-01,32.6278,-115.4545,20.82,8.39,17.7,5.55,28.2,80.65
Baja California,2024-02,32.6278,-115.4545,23.05,11.09,20.28,8.62,17.6,104.09
Baja California,2024-03,32.6278,-115.4545,25.88,12.4,23.24,9.43,12.1,158.87
Baja California,2024-04,32.6278,-115.4545,31.19,15.46,28.55,12.31,0.3,207.8
Baja California,2024-05,32.6278,-115.4545,36.52,20.23,34.56,17.66,0.0,256.89
Baja California,2024-06,32.6278,-115.4545,43.18,26.71,42.61,26.37,0.0,269.8
Baja California,2024-07,32.6278,-115.4545,46.02,30.35,47.06,31.94,1.0,272.16
Baja California,2024-08,32.6278,-115.4545,43.61,30.0,44.27,30.76,0.8,251.6
Baja California,2024-09,32.6278,-115.4545,41.24,25.83,40.39,24.35,0.0,216.22
Baja California,2024-10,32.6278,-115.4545,36.52,20.83,34.06,18.57,1.5,167.4
Baja California,2024-11,32.6278,-115.4545,24.54,11.67,20.57,8.3,0.1,107.32
Baja California,2024-12,32.6278,-115.4545,23.8,10.0,20.34,7.15,0.0,80.05
Baja California,2025-01,32.6278,-115.4545,20.92,7.81,16.51,4.23,0.9,100.59
Baja California,2025-02,32.6278,-115.4545,26.7,12.64,23.74,9.91,0.0,110.63
Baja California,2025-03,32.6278,-115.4545,27.16,13.88,24.54,10.27,3.2,163.46
Baja California,2025-04,32.6278,-115.4545,31.21,15.91,28.76,12.95,0.8,197.41
Baja California,2025-05,32.6278,-115.4545,36.52,20.53,34.87,18.44,0.5,240.39
Baja California,2025-06,32.6278,-115.4545,41.92,24.57,41.18,24.16,4.6,252.81
Baja California,2025-07,32.6278,-115.4545,43.7,27.57,43.6,27.6,0.0,264.3
Baja California,2025-08,32.6278,-115.4545,43.89,28.48,44.61,29.89,28.3,220.17
Baja California,2025-09,32.6278,-115.4545,38.06,25.51,39.17,26.39,7.7,179.98
Baja California,2025-10,32.6278,-115.4545,33.51,18.71,31.52,17.2,2.7,141.87
Baja California,2025-11,32.6278,-115.4545,27.23,14.5,25.36,13.13,35.0,83.84
Baja California,2025-12,32.6278,-115.4545,24.26,11.97,21.7,10.05,21.0,74.16
Baja California,2026-01,32.6278,-115.4545,23.4,10.49,20.24,7.95,1.8,91.63
Baja California,2026-02,32.6278,-115.4545,27.35,13.56,24.52,11.05,0.4,110.5
Baja California,2026-03,32.6278,-115.4545,34.76,18.59,32.71,16.63,2.8,184.64
Baja California,2026-04,32.6278,-115.4545,31.75,17.9,29.55,14.64,0.1,210.25
Baja California,2026-05,32.6278,-115.4545,36.2,20.0,35.06,17.81,0.0,241.04
Baja California,2026-06,32.6278,-115.4545,42.11,25.34,41.57,24.21,0.7,264.49
Baja California Sur,2020-01,24.1426,-110.3128,23.44,15.2,21.34,13.83,1.7,109.68
Baja California Sur,2020-02,24.1426,-110.3128,24.22,15.58,21.85,13.97,20.5,122.92
Baja California Sur,2020-03,24.1426,-110.3128,26.28,16.87,24.53,15.7,1.6,155.06
Baja California Sur,2020-04,24.1426,-110.3128,30.51,16.78,28.85,15.05,2.1,199.98
Baja California Sur,2020-05,24.1426,-110.3128,32.98,17.18,32.78,15.48,0.0,230.89
Baja California Sur,2020-06,24.1426,-110.3128,35.7,21.49,35.88,20.8,8.8,240.49
Baja California Sur,2020-07,24.1426,-110.3128,36.15,24.24,38.29,26.05,1.6,233.7
Baja California Sur,2020-08,24.1426,-110.3128,35.75,25.27,38.59,27.65,33.1,205.13
Baja California Sur,2020-09,24.1426,-110.3128,35.57,25.76,38.65,29.53,25.0,180.44
Baja California Sur,2020-10,24.1426,-110.3128,34.37,23.13,35.34,24.96,9.4,174.7
Baja California Sur,2020-11,24.1426,-110.3128,29.43,20.57,28.65,20.35,1.0,141.87
Baja California Sur,2020-12,24.1426,-110.3128,23.98,14.8,21.95,13.29,1.8,115.9
Baja California Sur,2021-01,24.1426,-110.3128,22.68,13.99,20.35,11.96,15.0,112.88
Baja California Sur,2021-02,24.1426,-110.3128,25.25,14.08,22.62,11.63,0.0,137.28
Baja California Sur,2021-03,24.1426,-110.3128,26.68,14.87,24.02,12.11,0.0,186.46
Baja California Sur,2021-04,24.1426,-110.3128,31.64,16.55,29.82,14.31,0.0,219.79
Baja California Sur,2021-05,24.1426,-110.3128,33.73,18.24,33.05,16.4,0.0,245.94
Baja California Sur,2021-06,24.1426,-110.3128,35.05,21.22,35.31,20.15,9.6,236.42
Baja California Sur,2021-07,24.1426,-110.3128,36.34,23.49,38.3,24.69,1.7,235.79
Baja California Sur,2021-08,24.1426,-110.3128,35.48,26.04,38.62,29.17,25.1,195.97
Baja California Sur,2021-09,24.1426,-110.3128,33.32,24.14,36.83,26.43,125.2,167.5
Baja California Sur,2021-10,24.1426,-110.3128,32.04,22.58,33.55,24.33,24.2,158.93
Baja California Sur,2021-11,24.1426,-110.3128,29.42,19.71,29.03,19.76,6.4,132.21
Baja California Sur,2021-12,24.1426,-110.3128,26.31,17.15,25.28,16.53,15.3,112.95
Baja California Sur,2022-01,24.1426,-110.3128,24.34,16.5,21.74,14.77,0.0,131.84
Baja California Sur,2022-02,24.1426,-110.3128,24.24,14.74,21.54,12.58,1.0,133.9
Baja California Sur,2022-03,24.1426,-110.3128,27.81,15.05,24.94,12.35,0.0,197.0
Baja California Sur,2022-04,24.1426,-110.3128,30.7,16.37,29.42,14.46,0.0,207.39
Baja California Sur,2022-05,24.1426,-110.3128,32.79,17.52,31.79,15.53,0.2,234.62
Baja California Sur,2022-06,24.1426,-110.3128,34.82,21.22,36.26,21.04,2.2,226.09
Baja California Sur,2022-07,24.1426,-110.3128,37.32,24.37,38.72,25.04,11.1,256.8
Baja California Sur,2022-08,24.1426,-110.3128,35.55,25.87,38.67,28.8,20.0,198.21
Baja California Sur,2022-09,24.1426,-110.3128,33.58,25.33,36.83,28.22,65.2,163.67
Baja California Sur,2022-10,24.1426,-110.3128,31.98,21.6,32.26,22.74,3.4,171.24
Baja California Sur,2022-11,24.1426,-110.3128,26.25,17.56,25.45,17.31,0.7,122.96
Baja California Sur,2022-12,24.1426,-110.3128,24.54,16.76,22.47,15.63,0.4,119.23
Baja California Sur,2023-01,24.1426,-110.3128,23.2,14.54,20.61,12.46,22.3,119.14
Baja California Sur,2023-02,24.1426,-110.3128,22.39,13.83,20.16,11.65,9.0,113.26
Baja California Sur,2023-03,24.1426,-110.3128,27.1,15.73,24.66,13.81,0.1,177.04
Baja California Sur,2023-04,24.1426,-110.3128,29.64,15.97,27.43,13.63,0.8,205.9
Baja California Sur,2023-05,24.1426,-110.3128,30.57,16.75,29.48,15.08,0.1,212.45
Baja California Sur,2023-06,24.1426,-110.3128,34.98,20.66,34.89,19.45,0.0,245.35
Baja California Sur,2023-07,24.1426,-110.3128,38.06,25.73,40.41,27.25,7.8,251.04
Baja California Sur,2023-08,24.1426,-110.3128,36.77,27.09,40.21,30.28,44.2,209.0
Baja California Sur,2023-09,24.1426,-110.3128,37.77,26.54,39.85,28.84,13.4,216.32
Baja California Sur,2023-10,24.1426,-110.3128,31.41,23.39,33.5,25.22,133.8,147.03
Baja California Sur,2023-11,24.1426,-110.3128,28.86,20.84,29.26,22.04,12.9,121.7
Baja California Sur,2023-12,24.1426,-110.3128,26.38,17.73,24.65,17.01,1.4,120.86
Baja California Sur,2024-01,24.1426,-110.3128,24.21,15.02,22.08,13.38,1.7,120.88
Baja California Sur,2024-02,24.1426,-110.3128,25.59,15.1,23.64,13.62,0.9,129.34
Baja California Sur,2024-03,24.1426,-110.3128,27.2,15.76,25.2,14.16,0.3,176.05
Baja California Sur,2024-04,24.1426,-110.3128,29.97,16.77,28.17,14.82,0.0,204.81
Baja California Sur,2024-05,24.1426,-110.3128,34.76,19.02,32.86,16.63,0.0,256.74
Baja California Sur,2024-06,24.1426,-110.3128,35.03,19.31,35.35,17.76,10.0,235.45
Baja California Sur,2024-07,24.1426,-110.3128,37.58,24.07,39.36,24.4,2.4,259.3
Baja California Sur,2024-08,24.1426,-110.3128,38.06,26.45,39.97,28.07,5.1,247.68
Baja California Sur,2024-09,24.1426,-110.3128,35.94,24.06,37.38,25.21,18.1,206.0
Baja California Sur,2024-10,24.1426,-110.3128,35.49,23.47,36.12,23.73,0.0,202.76
Baja California Sur,2024-11,24.1426,-110.3128,27.87,17.75,26.54,16.97,0.1,137.89
Baja California Sur,2024-12,24.1426,-110.3128,26.63,16.0,24.27,14.7,0.0,126.52
Baja California Sur,2025-01,24.1426,-110.3128,23.41,14.06,20.64,12.72,0.0,116.35
Baja California Sur,2025-02,24.1426,-110.3128,27.25,14.0,24.86,11.52,0.0,140.99
Baja California Sur,2025-03,24.1426,-110.3128,28.46,15.23,26.11,13.02,0.0,188.73
Baja California Sur,2025-04,24.1426,-110.3128,30.84,16.83,29.2,14.99,0.0,207.92
Baja California Sur,2025-05,24.1426,-110.3128,33.39,18.64,32.44,16.84,3.9,230.47
Baja California Sur,2025-06,24.1426,-110.3128,35.17,20.95,36.6,20.58,0.7,229.72
Baja California Sur,2025-07,24.1426,-110.3128,36.98,24.15,39.25,25.59,19.8,235.1
Baja California Sur,2025-08,24.1426,-110.3128,36.35,25.9,40.2,29.19,52.4,196.05
Baja California Sur,2025-09,24.1426,-110.3128,33.92,25.68,38.89,30.03,82.8,141.56
Baja California Sur,2025-10,24.1426,-110.3128,33.61,23.33,35.23,25.24,8.6,162.75
Baja California Sur,2025-11,24.1426,-110.3128,30.77,20.46,30.58,20.78,2.0,131.27
Baja California Sur,2025-12,24.1426,-110.3128,27.19,18.57,26.81,18.76,24.0,104.58
Baja California Sur,2026-01,24.1426,-110.3128,25.09,17.42,23.5,16.96,17.4,116.81
Baja California Sur,2026-02,24.1426,-110.3128,27.86,16.92,26.11,15.98,0.0,136.37
Baja California Sur,2026-03,24.1426,-110.3128,31.72,18.24,31.45,17.58,0.2,186.79
Baja California Sur,2026-04,24.1426,-110.3128,32.79,19.38,32.27,18.91,0.0,204.28
Baja California Sur,2026-05,24.1426,-110.3128,33.88,19.58,33.6,18.37,0.7,232.68
Baja California Sur,2026-06,24.1426,-110.3128,35.92,21.49,37.39,21.27,4.3,236.52
Campeche,2020-01,19.8454,-90.5237,29.7,20.74,31.68,22.16,10.6,118.43
Campeche,2020-02,19.8454,-90.5237,31.44,21.26,32.89,22.02,6.7,143.91
Campeche,2020-03,19.8454,-90.5237,34.32,22.1,36.28,23.33,2.6,184.42
Campeche,2020-04,19.8454,-90.5237,37.31,24.85,41.39,27.13,1.3,198.67
Campeche,2020-05,19.8454,-90.5237,35.07,25.02,39.97,28.66,93.0,173.61
Campeche,2020-06,19.8454,-90.5237,31.92,24.46,37.06,28.46,439.5,139.25
Campeche,2020-07,19.8454,-90.5237,34.44,24.7,39.67,28.9,96.8,170.72
Campeche,2020-08,19.8454,-90.5237,33.06,24.75,39.09,29.38,167.1,145.82
Campeche,2020-09,19.8454,-90.5237,32.15,24.36,38.58,29.24,139.8,128.59
Campeche,2020-10,19.8454,-90.5237,29.26,23.71,34.53,27.92,267.3,98.4
Campeche,2020-11,19.8454,-90.5237,28.95,22.64,32.43,25.59,73.1,98.09
Campeche,2020-12,19.8454,-90.5237,28.21,19.92,30.06,21.29,22.3,102.26
Campeche,2021-01,19.8454,-90.5237,28.93,20.0,30.81,21.36,35.6,109.59
Campeche,2021-02,19.8454,-90.5237,30.67,20.31,32.76,21.63,14.0,126.48
Campeche,2021-03,19.8454,-90.5237,33.87,22.11,35.61,23.61,4.2,181.62
Campeche,2021-04,19.8454,-90.5237,35.8,23.85,38.74,25.93,11.0,193.72
Campeche,2021-05,19.8454,-90.5237,35.62,24.72,39.3,27.9,66.2,185.29
Campeche,2021-06,19.8454,-90.5237,33.51,24.73,38.44,28.54,190.1,149.32
Campeche,2021-07,19.8454,-90.5237,33.99,24.67,38.61,28.46,65.4,168.19
Campeche,2021-08,19.8454,-90.5237,33.26,24.35,38.47,28.61,139.4,157.52
Campeche,2021-09,19.8454,-90.5237,32.66,24.3,38.36,28.55,139.4,137.06
Campeche,2021-10,19.8454,-90.5237,31.73,23.83,37.07,27.73,106.1,129.38
Campeche,2021-11,19.8454,-90.5237,29.03,20.64,32.08,22.7,24.3,113.18
Campeche,2021-12,19.8454,-90.5237,31.26,21.13,33.45,23.22,15.8,120.08
Campeche,2022-01,19.8454,-90.5237,28.44,19.78,30.48,21.06,27.1,109.47
Campeche,2022-02,19.8454,-90.5237,30.04,20.53,31.64,22.04,30.3,120.3
Campeche,2022-03,19.8454,-90.5237,32.8,21.79,35.46,23.15,23.7,166.84
Campeche,2022-04,19.8454,-90.5237,35.76,23.63,38.75,25.51,24.8,187.74
Campeche,2022-05,19.8454,-90.5237,36.18,24.74,40.01,27.34,120.1,192.64
Campeche,2022-06,19.8454,-90.5237,32.53,23.55,37.91,27.31,184.3,145.56
Campeche,2022-07,19.8454,-90.5237,33.92,24.03,39.16,27.7,107.5,161.3
Campeche,2022-08,19.8454,-90.5237,32.55,23.69,39.03,27.73,216.7,143.36
Campeche,2022-09,19.8454,-90.5237,30.97,23.55,37.27,27.78,177.0,125.6
Campeche,2022-10,19.8454,-90.5237,30.55,22.45,35.28,25.41,95.1,124.46
Campeche,2022-11,19.8454,-90.5237,30.63,22.27,34.7,25.49,75.8,106.43
Campeche,2022-12,19.8454,-90.5237,29.62,20.69,32.16,22.66,31.0,105.4
Campeche,2023-01,19.8454,-90.5237,30.37,20.86,32.51,22.52,13.2,122.29
Campeche,2023-02,19.8454,-90.5237,31.23,21.2,33.31,22.75,29.8,131.74
Campeche,2023-03,19.8454,-90.5237,34.18,22.64,36.74,24.2,33.6,178.33
Campeche,2023-04,19.8454,-90.5237,35.62,23.77,38.55,25.61,8.5,198.91
Campeche,2023-05,19.8454,-90.5237,35.57,24.37,39.39,27.32,16.9,195.63
Campeche,2023-06,19.8454,-90.5237,36.81,25.47,41.14,29.18,85.4,192.76
Campeche,2023-07,19.8454,-90.5237,35.44,25.14,40.58,29.09,158.8,172.93
Campeche,2023-08,19.8454,-90.5237,33.25,24.89,39.52,29.35,141.1,159.21
Campeche,2023-09,19.8454,-90.5237,32.54,24.48,39.05,28.82,101.4,142.17
Campeche,2023-10,19.8454,-90.5237,32.07,23.75,37.39,27.25,59.8,138.34
Campeche,2023-11,19.8454,-90.5237,30.09,22.72,33.75,25.65,95.1,108.7
Campeche,2023-12,19.8454,-90.5237,28.04,20.85,30.42,22.34,56.0,103.42
Campeche,2024-01,19.8454,-90.5237,29.24,21.21,31.93,22.98,28.6,112.81
Campeche,2024-02,19.8454,-90.5237,29.18,19.38,31.4,19.79,20.5,134.86
Campeche,2024-03,19.8454,-90.5237,33.65,23.22,37.66,25.24,17.4,177.65
Campeche,2024-04,19.8454,-90.5237,35.71,24.26,39.28,26.07,3.9,199.83
Campeche,2024-05,19.8454,-90.5237,39.4,26.82,43.82,29.52,6.0,228.9
Campeche,2024-06,19.8454,-90.5237,33.31,25.44,39.2,29.44,362.4,138.39
Campeche,2024-07,19.8454,-90.5237,33.67,24.8,39.12,29.1,102.3,160.99
Campeche,2024-08,19.8454,-90.5237,32.55,24.41,39.43,28.94,197.7,149.34
Campeche,2024-09,19.8454,-90.5237,32.62,25.05,39.64,29.7,139.3,136.81
Campeche,2024-10,19.8454,-90.5237,29.87,23.49,34.8,27.09,182.0,113.84
Campeche,2024-11,19.8454,-90.5237,29.58,22.25,33.77,25.31,51.1,107.65
Campeche,2024-12,19.8454,-90.5237,28.49,20.12,30.86,21.64,16.4,102.07
Campeche,2025-01,19.8454,-90.5237,28.99,20.17,31.34,21.49,10.5,113.53
Campeche,2025-02,19.8454,-90.5237,31.01,21.43,34.12,23.4,37.5,120.38
Campeche,2025-03,19.8454,-90.5237,32.96,22.09,36.61,23.32,6.3,177.94
Campeche,2025-04,19.8454,-90.5237,33.77,22.97,35.78,24.11,8.6,197.25
Campeche,2025-05,19.8454,-90.5237,36.95,25.5,40.66,28.11,6.4,216.41
