municipio,anio,temp_max,temp_min,temp_app_max,temp_app_min,lluvia_acumulada,evapotranspiracion,latitud,longitud
San Jerónimo Coatlán,2025,21.25,11.03,22.23,9.82,724.6,529.1,16.1357797,-96.5209459
San Jerónimo Coatlán,2026,21.34,9.63,21.72,7.98,295.4,285.68,16.1357797,-96.5209459
San Jerónimo Silacayoapilla,2020,22.19,10.44,21.7,8.98,273.4,592.96,17.4834669,-97.5045357
San Jerónimo Silacayoapilla,2021,22.06,10.14,21.64,8.7,396.1,586.76,17.4834669,-97.5045357
San Jerónimo Silacayoapilla,2022,22.56,9.88,21.8,8.38,269.5,608.27,17.4834669,-97.5045357
San Jerónimo Silacayoapilla,2023,23.61,10.32,23.35,9.19,312.5,620.25,17.4834669,-97.5045357
San Jerónimo Silacayoapilla,2024,24.4,10.41,23.89,9.28,380.8,649.69,17.4834669,-97.5045357
San Jerónimo Silacayoapilla,2025,22.61,9.92,22.66,8.96,381.6,595.38,17.4834669,-97.5045357
San Jerónimo Silacayoapilla,2026,23.31,9.48,22.57,8.24,218.3,311.55,17.4834669,-97.5045357
San Jerónimo Sosola,2020,21.42,9.09,20.85,7.67,265.5,569.29,17.2159613,-97.0157412
San Jerónimo Sosola,2021,20.96,8.87,20.46,7.57,510.3,548.28,17.2159613,-97.0157412
San Jerónimo Sosola,2022,21.32,8.72,20.76,7.31,290.1,568.79,17.2159613,-97.0157412
San Jerónimo Sosola,2023,22.56,9.55,22.33,8.5,265.3,588.79,17.2159613,-97.0157412
San Jerónimo Sosola,2024,23.35,9.99,22.85,8.97,323.4,616.39,17.2159613,-97.0157412
San Jerónimo Sosola,2025,21.66,9.55,21.27,8.58,335.4,571.81,17.2159613,-97.0157412
San Jerónimo Sosola,2026,22.04,8.71,21.16,7.46,235.7,303.7,17.2159613,-97.0157412
San Jerónimo Taviche,2020,25.53,14.18,25.52,13.53,275.1,632.22,16.4249246,-96.3539348
San Jerónimo Taviche,2021,25.17,13.83,25.2,13.25,369.2,627.45,16.4249246,-96.3539348
San Jerónimo Taviche,2022,25.52,13.47,25.37,12.8,202.6,647.88,16.4249246,-96.3539348
San Jerónimo Taviche,2023,27.18,14.47,27.09,14.0,149.9,685.41,16.4249246,-96.3539348
San Jerónimo Taviche,2024,27.55,14.51,27.61,13.87,337.2,696.03,16.4249246,-96.3539348
San Jerónimo Taviche,2025,26.34,14.15,26.41,13.83,297.1,663.45,16.4249246,-96.3539348
San Jerónimo Taviche,2026,26.7,13.24,26.08,12.41,160.8,348.22,16.4249246,-96.3539348
San Jerónimo Tecóatl,2020,28.4,22.15,33.01,25.35,970.2,528.77,18.100089,-96.544752
San Jerónimo Tecóatl,2021,28.06,22.01,32.97,25.33,1036.2,522.14,18.100089,-96.544752
San Jerónimo Tecóatl,2022,28.4,21.54,33.07,24.44,949.9,536.86,18.100089,-96.544752
San Jerónimo Tecóatl,2023,29.65,22.54,34.92,26.0,685.0,563.49,18.100089,-96.544752
San Jerónimo Tecóatl,2024,29.84,22.45,35.2,25.86,734.2,564.38,18.100089,-96.544752
San Jerónimo Tecóatl,2025,29.77,21.39,34.45,24.34,995.3,564.61,18.100089,-96.544752
San Jerónimo Tecóatl,2026,29.09,20.36,33.33,22.93,422.4,273.16,18.100089,-96.544752
San Jerónimo Tlacochahuaya,2020,18.63,8.88,18.14,7.14,297.5,542.39,17.0031921,-96.3451865
San Jerónimo Tlacochahuaya,2021,18.34,8.55,17.78,6.87,418.3,529.69,17.0031921,-96.3451865
San Jerónimo Tlacochahuaya,2022,18.92,8.36,18.05,6.52,269.0,556.77,17.0031921,-96.3451865
San Jerónimo Tlacochahuaya,2023,20.03,9.28,19.3,7.72,304.3,575.48,17.0031921,-96.3451865
San Jerónimo Tlacochahuaya,2024,20.64,9.76,19.79,8.06,256.7,596.53,17.0031921,-96.3451865
San Jerónimo Tlacochahuaya,2025,18.82,9.03,18.32,7.43,409.1,546.44,17.0031921,-96.3451865
San Jerónimo Tlacochahuaya,2026,19.21,8.08,18.27,6.06,255.7,287.35,17.0031921,-96.3451865
San Jorge Nuchita,2020,22.35,11.56,22.82,10.8,386.0,571.12,17.3921435,-98.0622068
San Jorge Nuchita,2021,22.04,11.18,22.49,10.48,534.8,550.76,17.3921435,-98.0622068
San Jorge Nuchita,2022,22.34,10.99,22.69,10.1,378.7,577.17,17.3921435,-98.0622068
San Jorge Nuchita,2023,23.24,11.41,24.11,10.85,385.7,586.07,17.3921435,-98.0622068
San Jorge Nuchita,2024,23.9,11.72,24.52,11.0,439.1,612.52,17.3921435,-98.0622068
San Jorge Nuchita,2025,22.55,11.67,23.2,11.18,449.0,569.57,17.3921435,-98.0622068
San Jorge Nuchita,2026,23.23,11.13,23.33,10.43,209.1,300.43,17.3921435,-98.0622068
San José Ayuquila,2020,20.99,8.94,19.91,7.08,210.5,584.76,17.5630436,-97.5809386
San José Ayuquila,2021,20.64,8.66,19.73,6.79,449.9,572.23,17.5630436,-97.5809386
San José Ayuquila,2022,21.42,8.53,20.0,6.58,255.2,604.85,17.5630436,-97.5809386
San José Ayuquila,2023,22.61,9.13,21.63,7.56,318.6,617.33,17.5630436,-97.5809386
San José Ayuquila,2024,23.13,9.28,22.0,7.81,386.0,641.15,17.5630436,-97.5809386
San José Ayuquila,2025,21.32,8.54,20.64,6.93,380.0,586.99,17.5630436,-97.5809386
San José Ayuquila,2026,21.91,7.92,20.59,6.06,261.7,307.36,17.5630436,-97.5809386
San José Chiltepec,2020,22.54,15.96,25.45,16.71,1680.2,467.8,17.5643269,-96.1013932
San José Chiltepec,2021,22.21,15.84,25.28,16.63,1522.2,454.46,17.5643269,-96.1013932
San José Chiltepec,2022,22.46,15.5,25.41,16.12,1175.1,480.12,17.5643269,-96.1013932
San José Chiltepec,2023,23.67,16.5,27.18,17.43,1120.2,514.38,17.5643269,-96.1013932
San José Chiltepec,2024,24.5,16.85,28.06,17.74,850.1,531.67,17.5643269,-96.1013932
San José Chiltepec,2025,24.01,15.58,26.96,16.29,1264.2,518.49,17.5643269,-96.1013932
San José Chiltepec,2026,22.96,14.37,25.57,14.79,642.0,247.82,17.5643269,-96.1013932
San José Estancia Grande,2020,31.53,24.16,35.57,27.28,279.2,686.78,16.2154732,-98.1504628
San José Estancia Grande,2021,30.91,23.83,35.24,27.13,508.4,654.87,16.2154732,-98.1504628
San José Estancia Grande,2022,30.93,23.54,35.2,26.44,488.7,665.18,16.2154732,-98.1504628
San José Estancia Grande,2023,31.88,24.7,36.52,28.13,320.1,691.35,16.2154732,-98.1504628
San José Estancia Grande,2024,30.71,24.01,35.57,27.63,608.0,641.01,16.2154732,-98.1504628
San José Estancia Grande,2025,30.91,24.34,35.94,28.03,542.3,640.94,16.2154732,-98.1504628
San José Estancia Grande,2026,31.1,24.29,35.23,27.61,212.5,335.57,16.2154732,-98.1504628
San José Independencia,2020,29.05,22.9,33.85,26.42,1202.6,550.98,18.1423366,-96.3846062
San José Independencia,2021,28.75,22.82,33.88,26.55,1262.0,543.48,18.1423366,-96.3846062
San José Independencia,2022,29.05,22.39,33.91,25.63,1346.7,554.28,18.1423366,-96.3846062
San José Independencia,2023,30.29,23.29,35.9,27.22,1098.6,577.73,18.1423366,-96.3846062
San José Independencia,2024,30.64,23.01,36.26,26.92,1106.3,573.04,18.1423366,-96.3846062
San José Independencia,2025,30.58,22.27,35.62,26.0,1430.4,569.1,18.1423366,-96.3846062
San José Independencia,2026,30.11,21.23,34.61,24.46,523.3,280.24,18.1423366,-96.3846062
San José Lachiguiri,2020,14.17,4.31,13.89,1.84,497.8,472.45,16.2243593,-96.2011157
San José Lachiguiri,2021,13.88,3.89,13.51,1.47,566.7,469.36,16.2243593,-96.2011157
San José Lachiguiri,2022,13.8,3.8,13.37,1.34,345.6,474.3,16.2243593,-96.2011157
San José Lachiguiri,2023,14.72,4.46,14.35,2.14,351.0,495.32,16.2243593,-96.2011157
San José Lachiguiri,2024,15.52,5.05,15.24,2.6,466.5,515.83,16.2243593,-96.2011157
San José Lachiguiri,2025,14.59,4.36,13.9,2.21,419.1,488.8,16.2243593,-96.2011157
San José Lachiguiri,2026,14.85,3.35,14.02,0.88,272.2,257.29,16.2243593,-96.2011157
San José Tenango,2020,29.3,23.15,34.2,26.77,1202.6,554.13,18.0902743,-96.4301951
San José Tenango,2021,28.99,23.07,34.24,26.9,1262.0,546.59,18.0902743,-96.4301951
San José Tenango,2022,29.29,22.64,34.27,25.98,1346.7,557.38,18.0902743,-96.4301951
San José Tenango,2023,30.55,23.55,36.27,27.58,1098.6,580.93,18.0902743,-96.4301951
San José Tenango,2024,30.89,23.26,36.62,27.27,1106.3,576.24,18.0902743,-96.4301951
San José Tenango,2025,30.83,22.52,35.97,26.35,1430.4,572.21,18.0902743,-96.4301951
San José Tenango,2026,30.37,21.48,34.95,24.8,523.3,281.77,18.0902743,-96.4301951
San José del Peñasco,2020,14.86,4.78,14.65,2.32,474.4,483.44,16.1857814,-96.3004971
San José del Peñasco,2021,14.63,4.23,14.43,1.8,629.7,481.53,16.1857814,-96.3004971
San José del Peñasco,2022,14.65,4.35,14.25,1.91,322.2,487.47,16.1857814,-96.3004971
San José del Peñasco,2023,15.5,5.1,15.31,2.83,344.4,506.79,16.1857814,-96.3004971
San José del Peñasco,2024,16.3,5.85,16.08,3.46,449.7,527.46,16.1857814,-96.3004971
San José del Peñasco,2025,15.35,5.56,14.8,3.37,440.3,499.4,16.1857814,-96.3004971
San José del Peñasco,2026,15.71,4.44,14.88,1.92,258.7,264.69,16.1857814,-96.3004971
San José del Progreso,2020,26.87,13.77,26.62,13.39,255.8,660.1,16.4106461,-96.4107903
San José del Progreso,2021,26.48,13.61,26.2,13.35,262.4,654.16,16.4106461,-96.4107903
San José del Progreso,2022,26.92,13.23,26.47,12.78,177.4,681.5,16.4106461,-96.4107903
San José del Progreso,2023,28.41,14.34,28.09,14.2,133.7,712.1,16.4106461,-96.4107903
San José del Progreso,2024,28.46,14.23,28.37,13.94,253.2,706.22,16.4106461,-96.4107903
San José del Progreso,2025,27.38,13.59,27.35,13.62,246.0,678.79,16.4106461,-96.4107903
San José del Progreso,2026,27.74,12.55,27.1,12.22,131.9,354.16,16.4106461,-96.4107903
San Juan Achiutla,2020,20.25,8.59,20.0,7.1,365.4,564.05,17.2039281,-97.3031943
San Juan Achiutla,2021,20.02,8.39,19.77,6.93,500.2,555.3,17.2039281,-97.3031943
San Juan Achiutla,2022,20.27,8.12,19.83,6.56,380.9,574.94,17.2039281,-97.3031943
San Juan Achiutla,2023,21.24,8.88,21.21,7.66,375.0,591.18,17.2039281,-97.3031943
San Juan Achiutla,2024,22.06,9.32,21.78,8.03,396.1,614.16,17.2039281,-97.3031943
San Juan Achiutla,2025,20.34,9.37,20.22,8.26,394.6,574.5,17.2039281,-97.3031943
San Juan Achiutla,2026,20.83,8.68,20.19,7.32,213.6,298.88,17.2039281,-97.3031943
San Juan Atepec,2020,16.27,8.35,16.34,6.74,867.7,464.71,17.2535014,-96.3220877
San Juan Atepec,2021,15.86,8.11,16.0,6.55,853.3,456.8,17.2535014,-96.3220877
San Juan Atepec,2022,16.18,7.8,16.11,6.18,642.3,475.17,17.2535014,-96.3220877
San Juan Atepec,2023,17.41,8.74,17.64,7.35,425.8,505.94,17.2535014,-96.3220877
San Juan Atepec,2024,18.69,9.34,18.72,7.85,402.9,533.49,17.2535014,-96.3220877
San Juan Atepec,2025,17.48,8.09,17.24,6.62,550.4,498.04,17.2535014,-96.3220877
San Juan Atepec,2026,16.78,6.93,16.33,5.01,390.6,249.09,17.2535014,-96.3220877
San Juan Bautista Atatlahuca,2020,23.38,11.86,24.35,11.62,415.5,557.86,17.3151945,-96.4947787
San Juan Bautista Atatlahuca,2021,22.93,11.63,23.96,11.38,505.4,548.43,17.3151945,-96.4947787
San Juan Bautista Atatlahuca,2022,23.48,11.54,24.21,11.26,271.1,576.87,17.3151945,-96.4947787
San Juan Bautista Atatlahuca,2023,24.94,12.48,26.08,12.54,206.0,602.99,17.3151945,-96.4947787
San Juan Bautista Atatlahuca,2024,26.19,12.42,27.33,12.31,243.7,629.86,17.3151945,-96.4947787
San Juan Bautista Atatlahuca,2025,24.87,12.27,25.92,12.32,390.5,584.72,17.3151945,-96.4947787
San Juan Bautista Atatlahuca,2026,25.0,11.04,25.68,10.64,235.8,299.53,17.3151945,-96.4947787
San Juan Bautista Coixtlahuaca,2020,22.75,10.79,22.0,9.76,240.9,612.91,17.4328716,-97.1925763
San Juan Bautista Coixtlahuaca,2021,22.23,10.36,21.6,9.25,261.9,596.09,17.4328716,-97.1925763
San Juan Bautista Coixtlahuaca,2022,22.85,10.31,21.94,9.13,172.0,629.03,17.4328716,-97.1925763
San Juan Bautista Coixtlahuaca,2023,23.9,10.94,23.48,10.12,191.1,644.88,17.4328716,-97.1925763
San Juan Bautista Coixtlahuaca,2024,24.77,11.03,24.08,10.05,214.5,670.34,17.4328716,-97.1925763
San Juan Bautista Coixtlahuaca,2025,23.1,10.3,22.8,9.48,219.7,627.39,17.4328716,-97.1925763
San Juan Bautista Coixtlahuaca,2026,23.63,9.58,22.77,8.52,158.6,323.81,17.4328716,-97.1925763
San Juan Bautista Cuicatlán,2020,23.54,13.43,25.31,14.05,557.5,557.0,17.4805573,-96.573444
San Juan Bautista Cuicatlán,2021,23.21,13.14,25.23,13.77,643.1,549.01,17.4805573,-96.573444
San Juan Bautista Cuicatlán,2022,23.77,13.05,25.41,13.57,406.4,577.98,17.4805573,-96.573444
San Juan Bautista Cuicatlán,2023,24.79,13.77,26.87,14.54,294.4,591.48,17.4805573,-96.573444
San Juan Bautista Cuicatlán,2024,25.77,14.1,27.75,14.79,358.0,613.86,17.4805573,-96.573444
San Juan Bautista Cuicatlán,2025,24.28,13.44,26.41,14.12,524.9,573.2,17.4805573,-96.573444
San Juan Bautista Cuicatlán,2026,24.31,12.08,25.92,12.34,289.3,296.13,17.4805573,-96.573444
San Juan Bautista Guelache,2020,15.42,7.65,15.2,5.4,664.7,480.13,17.1335563,-96.4642617
San Juan Bautista Guelache,2021,15.05,7.44,14.94,5.35,697.7,472.67,17.1335563,-96.4642617
San Juan Bautista Guelache,2022,15.38,7.16,14.84,4.87,585.8,488.87,17.1335563,-96.4642617
San Juan Bautista Guelache,2023,16.16,8.02,16.05,6.15,527.0,508.89,17.1335563,-96.4642617
San Juan Bautista Guelache,2024,17.32,8.6,16.9,6.67,474.5,539.43,17.1335563,-96.4642617
San Juan Bautista Guelache,2025,16.33,7.04,15.8,5.24,740.2,496.07,17.1335563,-96.4642617
San Juan Bautista Guelache,2026,16.22,5.96,15.71,3.79,305.9,258.63,17.1335563,-96.4642617
San Juan Bautista Jayacatlán,2020,21.93,10.41,22.44,9.74,415.5,541.48,17.2524616,-96.4921254
San Juan Bautista Jayacatlán,2021,21.48,10.18,22.05,9.51,505.4,532.16,17.2524616,-96.4921254
San Juan Bautista Jayacatlán,2022,22.02,10.09,22.32,9.38,271.1,559.83,17.2524616,-96.4921254
San Juan Bautista Jayacatlán,2023,23.48,11.02,24.18,10.65,206.0,586.41,17.2524616,-96.4921254
San Juan Bautista Jayacatlán,2024,24.74,10.96,25.44,10.44,243.7,613.43,17.2524616,-96.4921254
San Juan Bautista Jayacatlán,2025,23.42,10.84,24.02,10.43,390.5,568.84,17.2524616,-96.4921254
San Juan Bautista Jayacatlán,2026,23.55,9.59,23.84,8.79,235.8,291.5,17.2524616,-96.4921254
San Juan Bautista Lo de Soto,2020,31.74,23.23,35.95,26.77,338.0,668.6,16.3041453,-98.2048489
San Juan Bautista Lo de Soto,2021,31.09,23.0,35.53,26.58,541.9,641.99,16.3041453,-98.2048489
San Juan Bautista Lo de Soto,2022,31.07,22.6,35.43,25.82,571.8,647.53,16.3041453,-98.2048489
San Juan Bautista Lo de Soto,2023,32.33,23.56,37.02,27.22,316.9,676.91,16.3041453,-98.2048489
San Juan Bautista Lo de Soto,2024,31.59,22.72,36.24,26.31,544.7,643.27,16.3041453,-98.2048489
San Juan Bautista Lo de Soto,2025,31.65,23.01,36.55,26.76,579.1,640.3,16.3041453,-98.2048489
San Juan Bautista Lo de Soto,2026,32.18,23.13,35.87,26.61,241.7,339.44,16.3041453,-98.2048489
San Juan Bautista Suchitepec,2020,20.47,8.43,19.38,6.79,289.1,572.33,17.5821784,-97.3935352
San Juan Bautista Suchitepec,2021,19.98,8.23,19.03,6.61,369.5,556.78,17.5821784,-97.3935352
San Juan Bautista Suchitepec,2022,20.54,7.91,19.24,6.18,271.1,587.79,17.5821784,-97.3935352
San Juan Bautista Suchitepec,2023,21.67,8.67,20.83,7.28,271.0,603.54,17.5821784,-97.3935352
San Juan Bautista Suchitepec,2024,22.54,8.84,21.59,7.41,324.0,629.68,17.5821784,-97.3935352
San Juan Bautista Suchitepec,2025,20.92,8.4,20.12,7.24,279.5,583.53,17.5821784,-97.3935352
San Juan Bautista Suchitepec,2026,21.51,7.83,20.08,6.44,230.0,300.74,17.5821784,-97.3935352
San Juan Bautista Tlachichilco,2020,20.28,9.46,20.35,8.03,412.2,545.2,17.3721172,-98.2038375
San Juan Bautista Tlachichilco,2021,19.93,9.09,20.0,7.79,582.7,524.66,17.3721172,-98.2038375
San Juan Bautista Tlachichilco,2022,20.1,8.81,20.08,7.34,422.4,545.6,17.3721172,-98.2038375
San Juan Bautista Tlachichilco,2023,20.99,9.65,21.51,8.58,461.1,555.94,17.3721172,-98.2038375
San Juan Bautista Tlachichilco,2024,21.66,9.95,21.86,8.87,507.2,581.95,17.3721172,-98.2038375
San Juan Bautista Tlachichilco,2025,20.25,10.24,20.44,9.3,429.9,537.25,17.3721172,-98.2038375
San Juan Bautista Tlachichilco,2026,20.97,9.71,20.84,8.66,213.1,283.27,17.3721172,-98.2038375
San Juan Bautista Tlacoatzintepec,2020,21.27,15.11,23.8,15.52,1276.1,484.27,17.5133989,-96.3513515
San Juan Bautista Tlacoatzintepec,2021,20.84,14.92,23.44,15.38,1143.4,476.86,17.5133989,-96.3513515
San Juan Bautista Tlacoatzintepec,2022,21.01,14.64,23.52,14.98,848.9,501.22,17.5133989,-96.3513515
San Juan Bautista Tlacoatzintepec,2023,22.05,15.68,24.95,16.29,782.6,525.39,17.5133989,-96.3513515
San Juan Bautista Tlacoatzintepec,2024,23.09,16.15,25.9,16.85,605.7,547.88,17.5133989,-96.3513515
San Juan Bautista Tlacoatzintepec,2025,22.36,14.81,24.66,15.25,765.5,533.28,17.5133989,-96.3513515
San Juan Bautista Tlacoatzintepec,2026,21.14,13.61,23.19,13.53,560.3,257.19,17.5133989,-96.3513515
San Juan Bautista Tuxtepec,2020,30.32,21.76,34.69,24.98,882.6,554.73,18.0452193,-96.0706534
San Juan Bautista Tuxtepec,2021,30.09,21.61,34.78,25.01,1004.0,548.73,18.0452193,-96.0706534
San Juan Bautista Tuxtepec,2022,30.42,21.03,34.89,23.94,995.2,556.42,18.0452193,-96.0706534
San Juan Bautista Tuxtepec,2023,31.85,22.2,36.76,25.87,749.6,600.03,18.0452193,-96.0706534
San Juan Bautista Tuxtepec,2024,31.95,22.08,36.96,25.63,751.2,601.05,18.0452193,-96.0706534
San Juan Bautista Tuxtepec,2025,30.5,21.24,35.37,24.45,1049.3,576.5,18.0452193,-96.0706534
San Juan Bautista Tuxtepec,2026,30.28,20.39,34.23,23.24,540.1,290.24,18.0452193,-96.0706534
San Juan Bautista Valle Nacional,2020,24.36,17.05,28.12,18.08,2221.2,494.54,17.4629832,-96.1814561
San Juan Bautista Valle Nacional,2021,24.03,16.89,27.93,17.98,2012.4,484.09,17.4629832,-96.1814561
San Juan Bautista Valle Nacional,2022,24.34,16.43,28.18,17.22,1694.7,509.66,17.4629832,-96.1814561
San Juan Bautista Valle Nacional,2023,25.6,17.26,29.98,18.38,1567.9,543.48,17.4629832,-96.1814561
San Juan Bautista Valle Nacional,2024,26.47,17.6,30.74,18.43,1101.8,563.76,17.4629832,-96.1814561
San Juan Bautista Valle Nacional,2025,26.14,16.29,29.79,17.0,1568.5,550.58,17.4629832,-96.1814561
San Juan Bautista Valle Nacional,2026,25.02,14.79,28.38,15.36,715.5,262.63,17.4629832,-96.1814561
San Juan Cacahuatepec,2020,33.13,22.48,37.23,25.55,499.8,677.12,16.3649442,-98.0921931
San Juan Cacahuatepec,2021,32.32,22.23,36.63,25.38,769.9,642.3,16.3649442,-98.0921931
San Juan Cacahuatepec,2022,32.24,21.71,36.41,24.55,768.7,649.69,16.3649442,-98.0921931
San Juan Cacahuatepec,2023,33.44,22.82,38.0,26.11,538.2,676.31,16.3649442,-98.0921931
San Juan Cacahuatepec,2024,32.46,21.96,37.07,25.23,711.9,648.56,16.3649442,-98.0921931
San Juan Cacahuatepec,2025,32.2,22.07,37.01,25.54,663.4,634.55,16.3649442,-98.0921931
San Juan Cacahuatepec,2026,33.38,22.19,36.7,25.3,282.2,343.49,16.3649442,-98.0921931
San Juan Chicomezúchil,2020,17.27,9.25,17.27,7.47,644.6,486.2,17.1720311,-96.2941701
San Juan Chicomezúchil,2021,16.9,9.02,16.92,7.4,671.7,477.08,17.1720311,-96.2941701
San Juan Chicomezúchil,2022,17.24,8.66,17.01,6.88,497.3,496.79,17.1720311,-96.2941701
San Juan Chicomezúchil,2023,18.32,9.66,18.36,8.17,390.6,523.86,17.1720311,-96.2941701
San Juan Chicomezúchil,2024,19.48,10.38,19.23,8.88,329.2,554.71,17.1720311,-96.2941701
San Juan Chicomezúchil,2025,17.99,9.06,17.63,7.57,489.8,509.06,17.1720311,-96.2941701
San Juan Chicomezúchil,2026,17.72,8.03,17.12,6.07,332.5,260.67,17.1720311,-96.2941701
San Juan Chilateca,2020,29.76,15.23,30.03,15.78,200.3,699.1,16.4942664,-96.4019238
San Juan Chilateca,2021,29.4,15.05,29.62,15.66,238.1,691.04,16.4942664,-96.4019238
San Juan Chilateca,2022,29.79,14.64,29.91,15.02,182.4,719.76,16.4942664,-96.4019238
San Juan Chilateca,2023,31.17,15.87,31.41,16.68,113.4,747.28,16.4942664,-96.4019238
San Juan Chilateca,2024,30.94,15.69,31.4,16.45,225.4,741.83,16.4942664,-96.4019238
San Juan Chilateca,2025,29.92,15.32,30.41,16.19,285.5,713.31,16.4942664,-96.4019238
San Juan Chilateca,2026,30.16,14.33,30.08,14.94,154.9,371.03,16.4942664,-96.4019238
San Juan Cieneguilla,2020,23.73,12.4,24.07,11.74,353.9,600.35,17.5105971,-98.1650752
San Juan Cieneguilla,2021,23.3,12.11,23.68,11.52,518.0,578.77,17.5105971,-98.1650752
San Juan Cieneguilla,2022,23.71,11.97,23.97,11.25,385.1,607.46,17.5105971,-98.1650752
San Juan Cieneguilla,2023,24.73,12.63,25.45,12.28,401.2,618.35,17.5105971,-98.1650752
San Juan Cieneguilla,2024,25.28,12.85,25.85,12.36,517.9,641.15,17.5105971,-98.1650752
San Juan Cieneguilla,2025,23.77,12.93,24.37,12.61,453.1,595.54,17.5105971,-98.1650752
San Juan Cieneguilla,2026,24.51,12.49,24.6,12.02,221.1,313.26,17.5105971,-98.1650752
San Juan Coatzóspam,2020,28.65,22.41,33.56,25.94,1264.3,533.44,18.0258919,-96.4547969
San Juan Coatzóspam,2021,28.39,22.38,33.5,26.05,1375.3,529.8,18.0258919,-96.4547969
San Juan Coatzóspam,2022,28.66,21.89,33.55,25.16,1249.6,540.77,18.0258919,-96.4547969
San Juan Coatzóspam,2023,30.0,22.77,35.62,26.65,1059.2,570.56,18.0258919,-96.4547969
San Juan Coatzóspam,2024,30.49,22.46,36.13,26.19,952.3,570.9,18.0258919,-96.4547969
San Juan Coatzóspam,2025,30.42,21.65,35.31,25.03,1301.9,572.6,18.0258919,-96.4547969
San Juan Coatzóspam,2026,29.84,20.42,34.2,23.37,522.9,280.38,18.0258919,-96.4547969
San Juan Colorado,2020,32.4,21.1,35.8,22.9,371.7,669.56,16.2734797,-97.5714361
San Juan Colorado,2021,31.33,20.65,34.93,22.76,619.0,626.9,16.2734797,-97.5714361
San Juan Colorado,2022,31.58,20.08,35.08,21.8,535.0,648.25,16.2734797,-97.5714361
San Juan Colorado,2023,32.94,21.31,36.51,23.31,405.4,675.75,16.2734797,-97.5714361
San Juan Colorado,2024,32.21,20.87,35.92,22.86,509.6,650.94,16.2734797,-97.5714361
San Juan Colorado,2025,31.39,20.72,35.27,22.58,523.2,631.92,16.2734797,-97.5714361
San Juan Colorado,2026,33.09,20.67,35.68,22.37,113.8,352.08,16.2734797,-97.5714361
San Juan Comaltepec,2020,26.97,20.27,30.33,22.17,976.0,522.71,17.2017447,-95.5836647
San Juan Comaltepec,2021,26.81,20.21,30.51,22.39,1060.6,505.79,17.2017447,-95.5836647
San Juan Comaltepec,2022,27.09,19.92,30.54,21.74,1148.5,532.89,17.2017447,-95.5836647
San Juan Comaltepec,2023,28.43,20.89,32.47,23.32,923.8,574.14,17.2017447,-95.5836647
San Juan Comaltepec,2024,29.39,20.98,33.2,23.23,825.5,617.39,17.2017447,-95.5836647
San Juan Comaltepec,2025,28.62,19.59,32.03,21.85,1085.7,570.9,17.2017447,-95.5836647
San Juan Comaltepec,2026,27.88,18.44,30.86,20.35,406.8,278.93,17.2017447,-95.5836647
San Juan Cotzocón,2020,26.77,19.57,29.86,21.36,1047.0,511.31,17.0950408,-95.4656317
San Juan Cotzocón,2021,26.65,19.53,30.04,21.59,1029.5,499.16,17.0950408,-95.4656317
San Juan Cotzocón,2022,26.98,19.15,30.13,20.9,1227.4,523.46,17.0950408,-95.4656317
San Juan Cotzocón,2023,28.24,20.11,31.93,22.48,1026.1,565.77,17.0950408,-95.4656317
San Juan Cotzocón,2024,29.11,20.09,32.42,22.27,867.8,608.34,17.0950408,-95.4656317
San Juan Cotzocón,2025,28.36,18.96,31.36,21.12,1146.3,562.21,17.0950408,-95.4656317
San Juan Cotzocón,2026,27.81,17.72,30.3,19.49,368.0,279.03,17.0950408,-95.4656317
San Juan Diuxi,2020,23.38,10.95,23.03,9.66,340.5,602.47,17.1653434,-97.2227273
San Juan Diuxi,2021,23.09,10.87,22.88,9.62,481.2,584.77,17.1653434,-97.2227273
San Juan Diuxi,2022,23.39,10.6,22.99,9.22,288.9,607.16,17.1653434,-97.2227273
San Juan Diuxi,2023,24.6,11.39,24.55,10.5,358.6,621.45,17.1653434,-97.2227273
San Juan Diuxi,2024,25.22,11.62,24.99,10.77,412.2,645.74,17.1653434,-97.2227273
San Juan Diuxi,2025,23.57,11.37,23.54,10.48,412.9,605.72,17.1653434,-97.2227273
San Juan Diuxi,2026,24.2,10.57,23.34,9.53,210.8,323.0,17.1653434,-97.2227273
San Juan Evangelista Analco,2020,17.31,9.3,17.35,7.55,644.6,486.96,17.2420978,-96.321662
San Juan Evangelista Analco,2021,16.96,9.07,17.0,7.48,671.7,477.82,17.2420978,-96.321662
San Juan Evangelista Analco,2022,17.28,8.71,17.1,6.97,497.3,497.6,17.2420978,-96.321662
San Juan Evangelista Analco,2023,18.36,9.71,18.44,8.25,390.6,524.62,17.2420978,-96.321662
San Juan Evangelista Analco,2024,19.54,10.44,19.32,8.96,329.2,555.59,17.2420978,-96.321662
San Juan Evangelista Analco,2025,18.04,9.11,17.71,7.65,489.8,509.95,17.2420978,-96.321662
San Juan Evangelista Analco,2026,17.77,8.08,17.19,6.15,332.5,261.1,17.2420978,-96.321662
San Juan Guelavía,2020,30.21,15.54,30.74,16.35,209.3,692.56,16.5724348,-96.3244995
San Juan Guelavía,2021,29.77,15.29,30.35,16.15,323.9,677.88,16.5724348,-96.3244995
San Juan Guelavía,2022,30.24,15.01,30.66,15.66,240.0,707.46,16.5724348,-96.3244995
San Juan Guelavía,2023,31.79,16.2,32.21,17.22,155.1,738.06,16.5724348,-96.3244995
