municipio,anio,temp_max,temp_min,temp_app_max,temp_app_min,lluvia_acumulada,evapotranspiracion,latitud,longitud
San Miguel Mixtepec,2023,27.97,14.49,27.6,14.81,221.9,711.84,16.4641165,-96.5726367
San Miguel Mixtepec,2024,28.06,14.42,27.87,14.65,277.6,699.99,16.4641165,-96.5726367
San Miguel Mixtepec,2025,27.14,14.06,27.06,14.49,332.6,675.06,16.4641165,-96.5726367
San Miguel Mixtepec,2026,27.58,13.01,26.78,13.06,187.3,359.03,16.4641165,-96.5726367
San Miguel Panixtlahuaca,2020,25.55,16.39,28.04,16.58,671.5,569.26,16.1536112,-97.2246716
San Miguel Panixtlahuaca,2021,24.67,15.96,27.21,16.43,842.5,534.77,16.1536112,-97.2246716
San Miguel Panixtlahuaca,2022,24.84,15.64,27.25,15.7,757.2,554.48,16.1536112,-97.2246716
San Miguel Panixtlahuaca,2023,25.72,16.4,28.35,16.87,589.3,570.88,16.1536112,-97.2246716
San Miguel Panixtlahuaca,2024,25.11,16.03,27.83,16.49,694.6,550.48,16.1536112,-97.2246716
San Miguel Panixtlahuaca,2025,25.03,15.51,27.44,15.79,764.3,538.93,16.1536112,-97.2246716
San Miguel Panixtlahuaca,2026,25.39,15.02,27.25,15.01,274.8,288.76,16.1536112,-97.2246716
San Miguel Peras,2020,26.79,13.53,28.1,13.17,598.1,612.24,16.5616522,-97.003588
San Miguel Peras,2021,26.42,13.23,27.83,12.88,695.9,599.16,16.5616522,-97.003588
San Miguel Peras,2022,26.8,13.0,28.02,12.47,644.5,623.38,16.5616522,-97.003588
San Miguel Peras,2023,27.52,13.83,28.93,13.58,566.8,627.82,16.5616522,-97.003588
San Miguel Peras,2024,27.46,14.24,28.79,13.99,606.4,641.35,16.5616522,-97.003588
San Miguel Peras,2025,26.76,13.63,28.13,13.27,651.2,610.43,16.5616522,-97.003588
San Miguel Peras,2026,27.03,12.74,27.59,12.11,169.0,324.88,16.5616522,-97.003588
San Miguel Piedras,2020,21.32,9.69,21.52,8.21,622.4,552.37,16.595886,-97.1357719
San Miguel Piedras,2021,21.02,9.39,21.22,7.96,634.9,541.2,16.595886,-97.1357719
San Miguel Piedras,2022,21.12,9.24,21.2,7.65,618.5,557.32,16.595886,-97.1357719
San Miguel Piedras,2023,21.82,9.74,22.11,8.45,556.1,561.1,16.595886,-97.1357719
San Miguel Piedras,2024,22.03,10.28,22.28,9.04,666.3,577.12,16.595886,-97.1357719
San Miguel Piedras,2025,21.24,9.66,21.41,8.36,635.9,547.19,16.595886,-97.1357719
San Miguel Piedras,2026,21.44,8.64,21.19,7.11,196.2,288.29,16.595886,-97.1357719
San Miguel Quetzaltepec,2020,31.36,21.08,33.44,22.87,223.9,702.99,16.5831752,-95.4542049
San Miguel Quetzaltepec,2021,30.73,20.85,33.07,22.85,422.0,669.1,16.5831752,-95.4542049
San Miguel Quetzaltepec,2022,30.72,20.64,33.07,22.4,431.8,681.94,16.5831752,-95.4542049
San Miguel Quetzaltepec,2023,32.36,21.51,34.79,23.7,257.6,715.36,16.5831752,-95.4542049
San Miguel Quetzaltepec,2024,31.9,20.91,34.58,23.08,599.9,691.61,16.5831752,-95.4542049
San Miguel Quetzaltepec,2025,31.38,20.69,33.8,22.54,487.3,691.67,16.5831752,-95.4542049
San Miguel Quetzaltepec,2026,31.33,19.7,33.02,21.17,207.0,357.68,16.5831752,-95.4542049
San Miguel Santa Flor,2020,14.37,6.38,14.48,4.66,1206.3,440.11,17.55159,-96.4757482
San Miguel Santa Flor,2021,14.06,6.32,14.34,4.68,1202.9,435.5,17.55159,-96.4757482
San Miguel Santa Flor,2022,14.15,6.18,14.21,4.39,1046.1,451.1,17.55159,-96.4757482
San Miguel Santa Flor,2023,15.0,6.95,15.47,5.37,870.1,472.9,17.55159,-96.4757482
San Miguel Santa Flor,2024,16.26,7.39,16.56,5.83,751.1,497.08,17.55159,-96.4757482
San Miguel Santa Flor,2025,15.35,6.74,15.32,5.17,1066.3,471.73,17.55159,-96.4757482
San Miguel Santa Flor,2026,14.99,5.53,14.77,3.67,523.2,240.27,17.55159,-96.4757482
San Miguel Soyaltepec,2020,29.92,21.71,34.46,25.01,1056.2,551.44,18.1425338,-96.2412893
San Miguel Soyaltepec,2021,29.59,21.59,34.45,25.06,1054.7,548.69,18.1425338,-96.2412893
San Miguel Soyaltepec,2022,29.92,21.12,34.56,24.15,1104.7,551.83,18.1425338,-96.2412893
San Miguel Soyaltepec,2023,31.13,22.08,36.35,25.78,794.4,588.67,18.1425338,-96.2412893
San Miguel Soyaltepec,2024,31.24,21.95,36.29,25.47,817.7,585.82,18.1425338,-96.2412893
San Miguel Soyaltepec,2025,30.01,21.57,34.74,24.83,1157.6,576.0,18.1425338,-96.2412893
San Miguel Soyaltepec,2026,29.61,20.73,33.59,23.82,507.2,289.87,18.1425338,-96.2412893
San Miguel Suchixtepec,2020,21.53,14.06,24.06,13.46,1153.6,515.41,16.0538416,-96.2759073
San Miguel Suchixtepec,2021,21.18,13.44,23.67,12.86,1063.6,504.78,16.0538416,-96.2759073
San Miguel Suchixtepec,2022,21.09,13.25,23.27,12.61,1131.6,512.95,16.0538416,-96.2759073
San Miguel Suchixtepec,2023,21.79,13.82,24.25,13.35,981.9,530.79,16.0538416,-96.2759073
San Miguel Suchixtepec,2024,21.96,13.76,24.42,13.11,1129.5,539.52,16.0538416,-96.2759073
San Miguel Suchixtepec,2025,21.85,12.69,23.59,12.2,1289.0,519.83,16.0538416,-96.2759073
San Miguel Suchixtepec,2026,22.0,11.96,23.46,11.03,436.9,272.21,16.0538416,-96.2759073
San Miguel Tecomatlán,2020,24.23,12.46,23.95,11.84,249.0,619.82,17.2338557,-97.1604768
San Miguel Tecomatlán,2021,23.86,12.24,23.77,11.68,405.0,602.76,17.2338557,-97.1604768
San Miguel Tecomatlán,2022,24.26,11.88,23.97,11.14,260.9,627.4,17.2338557,-97.1604768
San Miguel Tecomatlán,2023,25.61,12.82,25.73,12.54,277.3,648.7,17.2338557,-97.1604768
San Miguel Tecomatlán,2024,26.35,12.98,26.35,12.72,393.0,673.83,17.2338557,-97.1604768
San Miguel Tecomatlán,2025,24.63,12.59,24.88,12.54,339.5,627.62,17.2338557,-97.1604768
San Miguel Tecomatlán,2026,25.24,11.86,24.63,11.62,191.1,331.71,17.2338557,-97.1604768
San Miguel Tenango,2020,32.87,23.78,34.97,24.94,423.9,853.37,16.1602357,-95.3533078
San Miguel Tenango,2021,32.42,23.29,34.49,24.79,484.7,812.65,16.1602357,-95.3533078
San Miguel Tenango,2022,32.35,23.23,34.59,24.25,451.3,837.32,16.1602357,-95.3533078
San Miguel Tenango,2023,33.89,24.05,36.28,25.94,321.5,845.58,16.1602357,-95.3533078
San Miguel Tenango,2024,32.75,23.03,35.42,25.1,621.8,777.01,16.1602357,-95.3533078
San Miguel Tenango,2025,33.32,23.36,35.52,25.06,428.3,836.5,16.1602357,-95.3533078
San Miguel Tenango,2026,33.34,22.92,34.48,23.82,229.6,450.32,16.1602357,-95.3533078
San Miguel Tequixtepec,2020,22.35,10.39,21.46,9.21,240.9,607.16,17.48103,-97.2029959
San Miguel Tequixtepec,2021,21.83,9.96,21.07,8.69,261.9,590.47,17.48103,-97.2029959
San Miguel Tequixtepec,2022,22.45,9.91,21.4,8.58,172.0,623.17,17.48103,-97.2029959
San Miguel Tequixtepec,2023,23.5,10.54,22.94,9.57,191.1,639.14,17.48103,-97.2029959
San Miguel Tequixtepec,2024,24.37,10.63,23.54,9.5,214.5,664.56,17.48103,-97.2029959
San Miguel Tequixtepec,2025,22.7,9.9,22.25,8.93,219.7,621.64,17.48103,-97.2029959
San Miguel Tequixtepec,2026,23.23,9.18,22.24,7.98,158.6,320.95,17.48103,-97.2029959
San Miguel Tilquiápam,2020,28.04,14.45,28.02,14.5,192.3,671.59,16.4654992,-96.3453603
San Miguel Tilquiápam,2021,27.65,14.13,27.7,14.21,266.5,663.09,16.4654992,-96.3453603
San Miguel Tilquiápam,2022,27.99,13.91,27.93,13.85,180.5,685.23,16.4654992,-96.3453603
San Miguel Tilquiápam,2023,29.53,14.88,29.53,15.09,126.6,718.11,16.4654992,-96.3453603
San Miguel Tilquiápam,2024,29.38,14.61,29.63,14.63,259.6,715.94,16.4654992,-96.3453603
San Miguel Tilquiápam,2025,28.21,14.44,28.41,14.76,307.8,690.67,16.4654992,-96.3453603
San Miguel Tilquiápam,2026,28.49,13.51,28.22,13.48,157.4,359.77,16.4654992,-96.3453603
San Miguel Tlacamama,2020,33.07,22.45,37.17,25.36,452.2,681.87,16.2500223,-98.0347581
San Miguel Tlacamama,2021,32.26,22.09,36.56,25.2,757.4,644.98,16.2500223,-98.0347581
San Miguel Tlacamama,2022,32.17,21.57,36.45,24.34,682.9,651.09,16.2500223,-98.0347581
San Miguel Tlacamama,2023,33.33,22.81,37.83,26.02,514.9,678.06,16.2500223,-98.0347581
San Miguel Tlacamama,2024,32.17,22.1,36.85,25.33,760.1,644.62,16.2500223,-98.0347581
San Miguel Tlacamama,2025,31.8,22.19,36.78,25.56,635.7,632.38,16.2500223,-98.0347581
San Miguel Tlacamama,2026,32.94,22.18,36.41,25.23,203.8,344.22,16.2500223,-98.0347581
San Miguel Tlacotepec,2020,23.05,13.27,24.76,13.1,928.2,555.27,17.2713047,-98.002606
San Miguel Tlacotepec,2021,22.43,12.88,24.15,12.82,1118.5,531.88,17.2713047,-98.002606
San Miguel Tlacotepec,2022,22.73,12.54,24.25,12.36,916.1,550.33,17.2713047,-98.002606
San Miguel Tlacotepec,2023,23.07,13.03,25.14,13.13,925.1,554.36,17.2713047,-98.002606
San Miguel Tlacotepec,2024,23.56,13.52,25.37,13.52,833.7,580.9,17.2713047,-98.002606
San Miguel Tlacotepec,2025,23.27,12.91,24.87,12.93,915.5,545.39,17.2713047,-98.002606
San Miguel Tlacotepec,2026,23.45,12.33,24.55,12.23,278.5,282.81,17.2713047,-98.002606
San Miguel Tulancingo,2020,23.25,11.29,22.62,10.39,240.9,619.4,17.4504465,-97.2629439
San Miguel Tulancingo,2021,22.73,10.86,22.22,9.87,261.9,602.57,17.4504465,-97.2629439
San Miguel Tulancingo,2022,23.35,10.81,22.55,9.75,172.0,635.81,17.4504465,-97.2629439
San Miguel Tulancingo,2023,24.4,11.44,24.1,10.75,191.1,651.34,17.4504465,-97.2629439
San Miguel Tulancingo,2024,25.27,11.53,24.69,10.67,214.5,676.86,17.4504465,-97.2629439
San Miguel Tulancingo,2025,23.6,10.8,23.42,10.1,219.7,633.86,17.4504465,-97.2629439
San Miguel Tulancingo,2026,24.13,10.08,23.37,9.14,158.6,327.06,17.4504465,-97.2629439
San Miguel Yotao,2020,26.19,15.14,28.83,15.82,1346.0,535.07,17.2213672,-96.2014047
San Miguel Yotao,2021,25.88,15.0,28.69,15.76,1299.8,524.67,17.2213672,-96.2014047
San Miguel Yotao,2022,26.23,14.71,28.8,15.34,1040.0,550.27,17.2213672,-96.2014047
San Miguel Yotao,2023,27.56,15.47,30.68,16.37,885.7,586.95,17.2213672,-96.2014047
San Miguel Yotao,2024,28.91,15.73,31.69,16.59,752.6,614.94,17.2213672,-96.2014047
San Miguel Yotao,2025,27.36,15.65,30.11,16.67,1304.1,580.22,17.2213672,-96.2014047
San Miguel Yotao,2026,26.88,14.22,29.07,14.87,460.3,288.84,17.2213672,-96.2014047
San Miguel del Puerto,2020,28.73,26.98,33.35,29.57,288.0,698.25,15.551788,-96.1029468
San Miguel del Puerto,2021,28.37,26.61,33.01,29.42,413.6,670.85,15.551788,-96.1029468
San Miguel del Puerto,2022,28.48,26.65,33.1,29.13,348.8,698.59,15.551788,-96.1029468
San Miguel del Puerto,2023,29.42,27.52,34.36,30.67,201.1,723.53,15.551788,-96.1029468
San Miguel del Puerto,2024,28.67,26.69,33.26,29.6,499.2,656.1,15.551788,-96.1029468
San Miguel del Puerto,2025,28.9,26.71,33.82,29.67,416.7,673.63,15.551788,-96.1029468
San Miguel del Puerto,2026,28.9,26.72,33.21,29.38,219.8,358.87,15.551788,-96.1029468
San Miguel del Río,2020,17.42,9.06,17.19,7.06,459.8,518.57,17.1917968,-96.3409195
San Miguel del Río,2021,17.13,8.75,16.89,6.9,605.8,508.39,17.1917968,-96.3409195
San Miguel del Río,2022,17.47,8.55,16.91,6.54,435.5,528.07,17.1917968,-96.3409195
San Miguel del Río,2023,18.3,9.24,18.03,7.52,412.7,544.31,17.1917968,-96.3409195
San Miguel del Río,2024,19.26,9.66,18.64,7.82,406.3,575.12,17.1917968,-96.3409195
San Miguel del Río,2025,17.53,8.6,17.19,6.87,589.2,521.69,17.1917968,-96.3409195
San Miguel del Río,2026,17.62,7.53,17.22,5.35,282.1,273.89,17.1917968,-96.3409195
San Miguel el Grande,2020,27.38,14.92,28.0,15.33,352.7,647.43,17.0248268,-97.371981
San Miguel el Grande,2021,27.0,14.59,27.76,15.01,519.6,630.93,17.0248268,-97.371981
San Miguel el Grande,2022,27.41,14.37,28.08,14.56,423.6,658.77,17.0248268,-97.371981
San Miguel el Grande,2023,28.18,14.79,29.12,15.36,449.9,663.36,17.0248268,-97.371981
San Miguel el Grande,2024,28.76,14.95,29.35,15.45,495.8,686.63,17.0248268,-97.371981
San Miguel el Grande,2025,27.28,14.64,28.23,15.18,523.8,652.81,17.0248268,-97.371981
San Miguel el Grande,2026,28.18,14.37,28.0,14.52,183.6,345.91,17.0248268,-97.371981
San Nicolás,2020,21.55,11.67,21.41,10.4,670.4,562.3,16.245744,-96.4426966
San Nicolás,2021,21.47,11.26,21.22,10.07,1151.1,561.34,16.245744,-96.4426966
San Nicolás,2022,21.8,11.24,21.25,9.94,588.3,583.16,16.245744,-96.4426966
San Nicolás,2023,23.1,12.21,22.75,11.32,621.4,603.34,16.245744,-96.4426966
San Nicolás,2024,23.84,13.13,23.51,12.1,757.7,624.95,16.245744,-96.4426966
San Nicolás,2025,22.27,12.54,21.94,11.75,658.5,585.25,16.245744,-96.4426966
San Nicolás,2026,22.71,11.61,21.52,10.26,269.7,315.94,16.245744,-96.4426966
San Nicolás Hidalgo,2020,26.74,14.35,27.7,14.33,317.0,641.66,17.465851,-98.08333
San Nicolás Hidalgo,2021,26.29,13.97,27.33,14.0,465.7,617.51,17.465851,-98.08333
San Nicolás Hidalgo,2022,26.83,13.85,27.76,13.71,360.7,651.18,17.465851,-98.08333
San Nicolás Hidalgo,2023,27.7,14.62,29.17,14.89,329.6,658.61,17.465851,-98.08333
San Nicolás Hidalgo,2024,28.29,14.94,29.6,15.01,437.6,682.86,17.465851,-98.08333
San Nicolás Hidalgo,2025,26.87,14.88,28.15,15.18,402.6,639.8,17.465851,-98.08333
San Nicolás Hidalgo,2026,27.62,14.52,28.2,14.57,207.0,338.18,17.465851,-98.08333
San Pablo Coatlán,2020,18.66,7.87,19.15,6.05,594.3,502.94,16.1326319,-96.4658796
San Pablo Coatlán,2021,18.37,7.5,18.81,5.73,736.6,493.88,16.1326319,-96.4658796
San Pablo Coatlán,2022,18.25,7.41,18.68,5.55,501.1,502.44,16.1326319,-96.4658796
San Pablo Coatlán,2023,18.95,8.37,19.64,6.7,564.2,512.57,16.1326319,-96.4658796
San Pablo Coatlán,2024,19.35,8.78,20.03,6.99,611.1,529.85,16.1326319,-96.4658796
San Pablo Coatlán,2025,18.84,8.35,19.23,6.65,592.0,507.53,16.1326319,-96.4658796
San Pablo Coatlán,2026,18.98,6.98,18.84,4.87,301.4,273.75,16.1326319,-96.4658796
San Pablo Cuatro Venados,2020,24.02,12.25,23.99,11.87,329.4,611.51,16.5857747,-96.5327995
San Pablo Cuatro Venados,2021,23.6,12.0,23.48,11.73,517.7,603.57,16.5857747,-96.5327995
San Pablo Cuatro Venados,2022,24.23,11.88,23.91,11.38,286.7,628.94,16.5857747,-96.5327995
San Pablo Cuatro Venados,2023,25.52,12.84,25.35,12.76,241.9,653.56,16.5857747,-96.5327995
San Pablo Cuatro Venados,2024,25.54,12.9,25.5,12.73,327.3,652.97,16.5857747,-96.5327995
San Pablo Cuatro Venados,2025,24.29,12.03,24.36,11.93,356.7,621.07,16.5857747,-96.5327995
San Pablo Cuatro Venados,2026,24.81,11.4,24.25,11.15,217.6,327.63,16.5857747,-96.5327995
San Pablo Etla,2020,19.29,9.47,19.1,7.88,459.5,546.9,17.084382,-96.4552164
San Pablo Etla,2021,19.06,9.13,18.9,7.57,638.1,535.41,17.084382,-96.4552164
San Pablo Etla,2022,19.46,8.92,19.13,7.33,388.9,561.03,17.084382,-96.4552164
San Pablo Etla,2023,20.37,9.55,20.45,8.16,409.1,574.34,17.084382,-96.4552164
San Pablo Etla,2024,21.27,10.05,21.05,8.54,394.6,601.51,17.084382,-96.4552164
San Pablo Etla,2025,19.47,9.29,19.58,7.78,604.3,547.59,17.084382,-96.4552164
San Pablo Etla,2026,19.72,8.19,19.37,6.27,284.5,288.09,17.084382,-96.4552164
San Pablo Huitzo,2020,19.82,9.06,19.74,7.42,339.5,536.67,17.1638522,-96.5304184
San Pablo Huitzo,2021,19.64,8.78,19.58,7.22,486.5,525.53,17.1638522,-96.5304184
San Pablo Huitzo,2022,20.08,8.67,19.9,7.07,247.5,552.59,17.1638522,-96.5304184
San Pablo Huitzo,2023,21.31,9.4,21.46,8.13,305.1,571.45,17.1638522,-96.5304184
San Pablo Huitzo,2024,22.19,9.87,22.15,8.51,294.0,602.78,17.1638522,-96.5304184
San Pablo Huitzo,2025,20.71,8.43,20.93,6.97,417.9,542.81,17.1638522,-96.5304184
San Pablo Huitzo,2026,21.06,7.14,20.84,5.39,195.8,287.76,17.1638522,-96.5304184
San Pablo Huixtepec,2020,27.1,13.43,26.99,13.48,295.4,664.04,16.4936251,-96.4651618
San Pablo Huixtepec,2021,26.87,13.27,26.61,13.36,324.0,660.57,16.4936251,-96.4651618
San Pablo Huixtepec,2022,27.44,13.04,27.05,12.91,225.0,692.33,16.4936251,-96.4651618
San Pablo Huixtepec,2023,28.54,14.09,28.28,14.37,191.0,714.52,16.4936251,-96.4651618
San Pablo Huixtepec,2024,28.39,14.09,28.23,14.23,248.6,708.05,16.4936251,-96.4651618
San Pablo Huixtepec,2025,27.46,13.57,27.42,13.77,338.1,680.95,16.4936251,-96.4651618
San Pablo Huixtepec,2026,27.67,12.63,26.99,12.6,197.0,354.77,16.4936251,-96.4651618
San Pablo Macuiltianguis,2020,19.72,11.25,20.93,10.42,864.8,495.21,17.3203446,-96.3312821
San Pablo Macuiltianguis,2021,19.3,11.15,20.64,10.36,740.2,489.88,17.3203446,-96.3312821
San Pablo Macuiltianguis,2022,19.67,10.87,20.85,10.04,611.2,509.85,17.3203446,-96.3312821
San Pablo Macuiltianguis,2023,20.96,11.78,22.4,11.17,424.2,541.73,17.3203446,-96.3312821
San Pablo Macuiltianguis,2024,22.2,12.2,23.5,11.44,377.6,568.19,17.3203446,-96.3312821
San Pablo Macuiltianguis,2025,21.27,10.82,22.24,10.03,526.7,537.78,17.3203446,-96.3312821
San Pablo Macuiltianguis,2026,20.38,9.4,21.15,8.15,354.6,266.17,17.3203446,-96.3312821
San Pablo Tijaltepec,2020,26.54,12.86,26.94,12.53,315.8,634.59,17.0103569,-97.2959865
San Pablo Tijaltepec,2021,26.16,12.58,26.62,12.25,407.5,615.86,17.0103569,-97.2959865
San Pablo Tijaltepec,2022,26.62,12.43,26.97,11.96,364.8,643.39,17.0103569,-97.2959865
San Pablo Tijaltepec,2023,27.39,13.02,28.15,12.93,416.8,645.58,17.0103569,-97.2959865
San Pablo Tijaltepec,2024,28.06,13.48,28.46,13.39,360.7,670.57,17.0103569,-97.2959865
San Pablo Tijaltepec,2025,26.56,12.91,27.25,12.74,465.0,635.65,17.0103569,-97.2959865
San Pablo Tijaltepec,2026,27.35,12.34,27.03,11.9,151.8,337.1,17.0103569,-97.2959865
San Pablo Villa de Mitla,2020,25.48,13.25,25.54,12.78,277.1,625.94,16.5518695,-96.2143757
San Pablo Villa de Mitla,2021,25.05,12.88,25.2,12.42,333.5,615.69,16.5518695,-96.2143757
San Pablo Villa de Mitla,2022,25.33,12.62,25.42,12.03,266.4,632.76,16.5518695,-96.2143757
San Pablo Villa de Mitla,2023,26.98,13.65,27.05,13.4,176.3,672.21,16.5518695,-96.2143757
San Pablo Villa de Mitla,2024,27.0,13.77,27.24,13.28,303.0,676.76,16.5518695,-96.2143757
San Pablo Villa de Mitla,2025,25.49,13.9,25.61,13.74,353.3,647.07,16.5518695,-96.2143757
San Pablo Villa de Mitla,2026,25.95,12.91,25.57,12.5,152.1,341.17,16.5518695,-96.2143757
San Pablo Yaganiza,2020,23.67,12.37,24.9,11.99,1151.1,540.09,17.0845897,-96.1346469
San Pablo Yaganiza,2021,23.36,11.93,24.92,11.53,1456.4,526.66,17.0845897,-96.1346469
San Pablo Yaganiza,2022,23.82,11.88,25.02,11.46,1143.2,551.51,17.0845897,-96.1346469
San Pablo Yaganiza,2023,25.02,12.76,26.62,12.68,1088.1,580.71,17.0845897,-96.1346469
San Pablo Yaganiza,2024,26.37,13.28,27.7,13.14,906.1,611.33,17.0845897,-96.1346469
San Pablo Yaganiza,2025,24.31,13.39,25.84,13.48,1162.4,568.47,17.0845897,-96.1346469
San Pablo Yaganiza,2026,23.83,12.29,24.81,12.08,375.9,285.93,17.0845897,-96.1346469
San Pedro Amuzgos,2020,33.59,22.41,37.23,25.31,490.1,694.45,16.3914055,-98.0523737
San Pedro Amuzgos,2021,32.71,22.04,36.67,25.14,699.1,651.36,16.3914055,-98.0523737
San Pedro Amuzgos,2022,32.72,21.45,36.48,24.19,630.4,665.46,16.3914055,-98.0523737
San Pedro Amuzgos,2023,34.03,22.66,38.03,25.9,448.2,693.54,16.3914055,-98.0523737
San Pedro Amuzgos,2024,33.0,21.84,37.14,25.13,685.2,663.3,16.3914055,-98.0523737
San Pedro Amuzgos,2025,32.44,21.28,36.84,24.57,660.2,634.23,16.3914055,-98.0523737
San Pedro Amuzgos,2026,33.9,21.35,36.94,24.21,234.8,346.98,16.3914055,-98.0523737
San Pedro Apóstol,2020,28.67,15.57,28.94,15.77,255.8,684.26,16.4406526,-96.433372
San Pedro Apóstol,2021,28.28,15.41,28.52,15.73,262.4,678.11,16.4406526,-96.433372
San Pedro Apóstol,2022,28.72,15.03,28.77,15.13,177.4,706.51,16.4406526,-96.433372
San Pedro Apóstol,2023,30.21,16.14,30.4,16.6,133.7,737.21,16.4406526,-96.433372
San Pedro Apóstol,2024,30.26,16.03,30.69,16.3,253.2,730.58,16.4406526,-96.433372
San Pedro Apóstol,2025,29.18,15.39,29.69,15.98,246.0,702.87,16.4406526,-96.433372
San Pedro Apóstol,2026,29.54,14.35,29.34,14.56,131.9,366.34,16.4406526,-96.433372
San Pedro Atoyac,2020,34.05,22.76,38.27,25.37,371.7,689.38,16.2920704,-97.5913118
San Pedro Atoyac,2021,32.99,22.3,37.43,25.25,619.0,645.73,16.2920704,-97.5913118
San Pedro Atoyac,2022,33.23,21.73,37.56,24.26,535.0,667.69,16.2920704,-97.5913118
San Pedro Atoyac,2023,34.59,22.96,39.0,25.8,405.4,695.87,16.2920704,-97.5913118
San Pedro Atoyac,2024,33.86,22.51,38.44,25.35,509.6,670.52,16.2920704,-97.5913118
San Pedro Atoyac,2025,33.03,22.37,37.8,25.07,523.2,651.13,16.2920704,-97.5913118
San Pedro Atoyac,2026,34.76,22.33,38.09,24.84,113.8,362.75,16.2920704,-97.5913118
San Pedro Cajonos,2020,23.93,12.62,25.19,12.28,1151.1,542.46,17.1007214,-96.1538301
San Pedro Cajonos,2021,23.61,12.18,25.21,11.81,1456.4,529.0,17.1007214,-96.1538301
San Pedro Cajonos,2022,24.07,12.14,25.31,11.74,1143.2,553.92,17.1007214,-96.1538301
San Pedro Cajonos,2023,25.27,13.01,26.91,12.96,1088.1,583.13,17.1007214,-96.1538301
San Pedro Cajonos,2024,26.62,13.53,27.99,13.42,906.1,613.9,17.1007214,-96.1538301
San Pedro Cajonos,2025,24.55,13.64,26.13,13.77,1162.4,571.02,17.1007214,-96.1538301
San Pedro Cajonos,2026,24.08,12.54,25.09,12.36,375.9,287.2,17.1007214,-96.1538301
San Pedro Comitancillo,2020,32.55,24.3,34.61,26.23,216.9,849.38,16.2925093,-95.093556
San Pedro Comitancillo,2021,31.84,24.0,34.0,26.13,609.2,796.9,16.2925093,-95.093556
San Pedro Comitancillo,2022,31.98,23.8,34.21,25.78,436.0,815.51,16.2925093,-95.093556
San Pedro Comitancillo,2023,33.72,24.83,36.07,27.37,282.4,870.2,16.2925093,-95.093556
San Pedro Comitancillo,2024,32.63,24.04,35.28,26.63,660.6,800.61,16.2925093,-95.093556
San Pedro Comitancillo,2025,32.95,24.51,34.83,26.46,519.9,876.26,16.2925093,-95.093556
San Pedro Comitancillo,2026,32.98,23.8,33.76,25.07,237.2,465.55,16.2925093,-95.093556
San Pedro Coxcaltepec Cántaros,2020,22.74,10.57,22.05,9.48,259.0,595.34,17.2955858,-97.0808928
San Pedro Coxcaltepec Cántaros,2021,22.29,10.36,21.82,9.42,492.4,573.53,17.2955858,-97.0808928
San Pedro Coxcaltepec Cántaros,2022,22.57,10.08,21.99,9.02,304.7,594.54,17.2955858,-97.0808928
San Pedro Coxcaltepec Cántaros,2023,24.02,11.04,23.75,10.43,275.7,619.86,17.2955858,-97.0808928
San Pedro Coxcaltepec Cántaros,2024,24.81,11.23,24.32,10.67,405.8,648.99,17.2955858,-97.0808928
San Pedro Coxcaltepec Cántaros,2025,23.03,10.83,22.75,10.38,379.3,602.4,17.2955858,-97.0808928
San Pedro Coxcaltepec Cántaros,2026,23.55,10.12,22.67,9.42,209.6,320.28,17.2955858,-97.0808928
San Pedro Huamelula,2020,32.61,25.04,34.92,26.39,360.3,878.96,16.0144515,-95.4007881
San Pedro Huamelula,2021,32.32,24.61,34.57,26.25,491.0,844.39,16.0144515,-95.4007881
San Pedro Huamelula,2022,32.23,24.64,34.68,25.65,378.2,878.56,16.0144515,-95.4007881
San Pedro Huamelula,2023,33.78,25.35,36.41,27.35,261.2,885.15,16.0144515,-95.4007881
San Pedro Huamelula,2024,32.84,24.16,35.78,26.38,595.5,805.04,16.0144515,-95.4007881
San Pedro Huamelula,2025,33.5,24.53,35.97,26.36,451.4,876.97,16.0144515,-95.4007881
San Pedro Huamelula,2026,33.36,23.98,34.6,24.98,213.7,475.21,16.0144515,-95.4007881
San Pedro Huilotepec,2020,31.61,24.58,33.59,26.02,254.4,865.79,16.1437166,-95.0910564
San Pedro Huilotepec,2021,31.0,24.27,33.02,25.91,552.3,811.05,16.1437166,-95.0910564
San Pedro Huilotepec,2022,31.14,24.11,33.32,25.62,403.5,832.96,16.1437166,-95.0910564
San Pedro Huilotepec,2023,32.81,25.17,35.09,27.18,263.4,889.41,16.1437166,-95.0910564
San Pedro Huilotepec,2024,31.6,24.43,34.35,26.48,638.0,808.61,16.1437166,-95.0910564
San Pedro Huilotepec,2025,32.18,24.72,34.1,26.11,445.6,885.02,16.1437166,-95.0910564
San Pedro Huilotepec,2026,32.14,24.0,32.98,24.76,230.8,469.47,16.1437166,-95.0910564
San Pedro Ixcatlán,2020,28.22,21.61,32.51,24.56,1084.2,538.88,18.0844377,-96.303824
San Pedro Ixcatlán,2021,27.9,21.56,32.52,24.72,1218.5,533.15,18.0844377,-96.303824
San Pedro Ixcatlán,2022,28.27,21.13,32.72,23.79,1291.5,541.51,18.0844377,-96.303824
San Pedro Ixcatlán,2023,29.41,22.02,34.5,25.45,1035.7,567.63,18.0844377,-96.303824
San Pedro Ixcatlán,2024,29.84,21.77,34.78,25.25,932.0,561.22,18.0844377,-96.303824
San Pedro Ixcatlán,2025,29.29,21.27,33.57,24.63,1323.6,556.22,18.0844377,-96.303824
