fecha,estado,latitud,longitud,temp_max,temp_min,temp_app_max,temp_app_min,lluvia_acumulada,evapotranspiracion
01/01/2020,Aguascalientes,21.8823,-102.2826,21.8,11,15.6,8.8,0.7,3.76
02/01/2020,Aguascalientes,21.8823,-102.2826,15.7,8.2,9.8,4.3,9.4,2.08
03/01/2020,Aguascalientes,21.8823,-102.2826,19.3,3.4,14.8,-0.5,0,3.34
04/01/2020,Aguascalientes,21.8823,-102.2826,17.1,0.4,11.9,-5,0,3.54
05/01/2020,Aguascalientes,21.8823,-102.2826,20.3,0.5,16.3,-3.9,0,3.85
06/01/2020,Aguascalientes,21.8823,-102.2826,20.6,1,17,-3.2,0,3.6
07/01/2020,Aguascalientes,21.8823,-102.2826,18.1,7.4,13.5,3.3,0,3.62
08/01/2020,Aguascalientes,21.8823,-102.2826,19.4,2.9,15.9,-0.3,0,3.15
09/01/2020,Aguascalientes,21.8823,-102.2826,22.4,5.2,19.7,2.6,0,3.55
10/01/2020,Aguascalientes,21.8823,-102.2826,23.1,7.3,18.1,4.7,0,4.23
11/01/2020,Aguascalientes,21.8823,-102.2826,23.2,7.3,20.5,3.9,0,4.15
12/01/2020,Aguascalientes,21.8823,-102.2826,22.3,5.5,19.3,2.2,0,3.37
13/01/2020,Aguascalientes,21.8823,-102.2826,24.5,7.2,23.1,3.7,0,3.75
14/01/2020,Aguascalientes,21.8823,-102.2826,24,8.3,22.2,5.9,0,3.49
15/01/2020,Aguascalientes,21.8823,-102.2826,24.4,8.1,23,5.8,0,3.62
16/01/2020,Aguascalientes,21.8823,-102.2826,24.7,10.6,23.2,8.9,0,3.58
17/01/2020,Aguascalientes,21.8823,-102.2826,21.4,10.5,20,8.6,1.2,3.09
18/01/2020,Aguascalientes,21.8823,-102.2826,23.1,10.8,21.4,9,0,3.17
19/01/2020,Aguascalientes,21.8823,-102.2826,21.7,11.5,19.6,9.8,3.6,2.58
20/01/2020,Aguascalientes,21.8823,-102.2826,20.6,8.2,20,6.1,0,3.36
21/01/2020,Aguascalientes,21.8823,-102.2826,20.8,5.5,18.7,2.7,0,3.4
22/01/2020,Aguascalientes,21.8823,-102.2826,22.3,9.3,18.8,7.6,0,3.86
23/01/2020,Aguascalientes,21.8823,-102.2826,18.4,10.5,15.5,8.4,0,2.36
24/01/2020,Aguascalientes,21.8823,-102.2826,20.8,6,18.2,4.3,0,3.52
25/01/2020,Aguascalientes,21.8823,-102.2826,19.2,10.4,15.8,8.7,0.8,2.4
26/01/2020,Aguascalientes,21.8823,-102.2826,19.5,10.6,17.1,8.7,3.5,2.83
27/01/2020,Aguascalientes,21.8823,-102.2826,21.2,5.9,17.4,3.8,0,3.77
28/01/2020,Aguascalientes,21.8823,-102.2826,21.5,5,18.5,2.1,0,4.15
29/01/2020,Aguascalientes,21.8823,-102.2826,21.9,5.4,17.2,0.5,0,5.03
30/01/2020,Aguascalientes,21.8823,-102.2826,19.7,9,13.7,6.1,0,4.22
31/01/2020,Aguascalientes,21.8823,-102.2826,20.2,6.3,15.3,4.9,0,3.19
01/02/2020,Aguascalientes,21.8823,-102.2826,17.7,7.5,13,1.7,0,3.93
02/02/2020,Aguascalientes,21.8823,-102.2826,17.3,9,15.5,6.1,1.4,1.9
03/02/2020,Aguascalientes,21.8823,-102.2826,12.6,8,10.9,6.4,13.8,0.68
04/02/2020,Aguascalientes,21.8823,-102.2826,18.6,9.4,14.1,6.4,1.1,2.91
05/02/2020,Aguascalientes,21.8823,-102.2826,16.8,8.8,12,5.4,3,2.64
06/02/2020,Aguascalientes,21.8823,-102.2826,19.4,4.9,16.1,1,0,3.88
07/02/2020,Aguascalientes,21.8823,-102.2826,22.9,4.4,19.4,0.9,0,4.29
08/02/2020,Aguascalientes,21.8823,-102.2826,22.1,4.9,19.1,1.3,0,4.04
09/02/2020,Aguascalientes,21.8823,-102.2826,23.6,5.9,20.6,2.5,0,4.35
10/02/2020,Aguascalientes,21.8823,-102.2826,25.1,9.3,22,7.8,0,4.36
11/02/2020,Aguascalientes,21.8823,-102.2826,25.5,9.7,22.2,8.6,0,4.9
12/02/2020,Aguascalientes,21.8823,-102.2826,23.3,8.9,18.1,7.6,0,4.52
13/02/2020,Aguascalientes,21.8823,-102.2826,24.3,7.6,21.2,5.6,0,4.81
14/02/2020,Aguascalientes,21.8823,-102.2826,24.5,6.8,22.3,3.9,0,4.57
15/02/2020,Aguascalientes,21.8823,-102.2826,24.9,8.3,23.1,5.9,0,3.97
16/02/2020,Aguascalientes,21.8823,-102.2826,27.2,10.1,26.5,7.6,0,4.89
17/02/2020,Aguascalientes,21.8823,-102.2826,28.8,12,28.5,9.9,0,4.94
18/02/2020,Aguascalientes,21.8823,-102.2826,29.8,11.8,29.4,9.3,0,5.28
19/02/2020,Aguascalientes,21.8823,-102.2826,29,11.6,27.8,8.7,0,5.33
20/02/2020,Aguascalientes,21.8823,-102.2826,29.3,10.9,27.8,9.5,0,5.28
21/02/2020,Aguascalientes,21.8823,-102.2826,24.2,11.5,22.9,8.2,0,4.76
22/02/2020,Aguascalientes,21.8823,-102.2826,26.9,7.6,24.5,4.7,0,5.05
23/02/2020,Aguascalientes,21.8823,-102.2826,27.6,12.5,24.2,10.4,0,5.66
24/02/2020,Aguascalientes,21.8823,-102.2826,27.4,10.4,23.3,8,0,5.88
25/02/2020,Aguascalientes,21.8823,-102.2826,24.1,12.1,20.6,10,0,4.25
26/02/2020,Aguascalientes,21.8823,-102.2826,23.9,7,22.8,2.4,0,5.21
27/02/2020,Aguascalientes,21.8823,-102.2826,22.5,3.8,20.1,-0.7,0,4.72
28/02/2020,Aguascalientes,21.8823,-102.2826,24.7,7.3,23.8,3.5,0,5
29/02/2020,Aguascalientes,21.8823,-102.2826,27.2,7.6,24.6,5.2,0,5.41
01/03/2020,Aguascalientes,21.8823,-102.2826,28.6,10.8,24.5,8.3,0,6.42
02/03/2020,Aguascalientes,21.8823,-102.2826,28.9,9.6,24.6,6.9,0,6.43
03/03/2020,Aguascalientes,21.8823,-102.2826,26.6,10.9,19.9,8.1,0,7.13
04/03/2020,Aguascalientes,21.8823,-102.2826,25.7,10.6,20.5,6.8,0,6.06
05/03/2020,Aguascalientes,21.8823,-102.2826,25.3,10.7,23.8,6,0,5.02
06/03/2020,Aguascalientes,21.8823,-102.2826,23.4,9.4,21.6,6.1,0,4.82
07/03/2020,Aguascalientes,21.8823,-102.2826,25.7,9.2,24.9,6.5,0,5.1
08/03/2020,Aguascalientes,21.8823,-102.2826,26.5,11.1,24.7,8.2,0,5.24
09/03/2020,Aguascalientes,21.8823,-102.2826,26.4,11.7,26.1,9.7,0.1,4.69
10/03/2020,Aguascalientes,21.8823,-102.2826,26.8,12.9,26.4,12,0,5.21
11/03/2020,Aguascalientes,21.8823,-102.2826,28.1,12.6,28,11.6,0,5.01
12/03/2020,Aguascalientes,21.8823,-102.2826,29.4,14.6,28.1,13.7,0,5.67
13/03/2020,Aguascalientes,21.8823,-102.2826,30.2,13.6,28.2,12,0.1,5.76
14/03/2020,Aguascalientes,21.8823,-102.2826,29.3,13.7,29.1,13.4,0,5.34
15/03/2020,Aguascalientes,21.8823,-102.2826,28.9,13.9,29.3,12.8,0.1,5.1
16/03/2020,Aguascalientes,21.8823,-102.2826,26.8,13.9,26.6,13.7,0.3,4.46
17/03/2020,Aguascalientes,21.8823,-102.2826,27,11.3,25.6,10.6,0,5.75
18/03/2020,Aguascalientes,21.8823,-102.2826,28.2,12.6,25.2,10.6,0,6.15
19/03/2020,Aguascalientes,21.8823,-102.2826,29.7,12.8,26.1,10.9,0,6.89
20/03/2020,Aguascalientes,21.8823,-102.2826,30.5,11.7,28.7,9.8,0,6.14
21/03/2020,Aguascalientes,21.8823,-102.2826,27.5,14.8,27.1,14.9,0.1,4.87
22/03/2020,Aguascalientes,21.8823,-102.2826,29.5,13.5,28.9,13.5,0,5.34
23/03/2020,Aguascalientes,21.8823,-102.2826,30.9,14.7,30.8,14.2,0,5.76
24/03/2020,Aguascalientes,21.8823,-102.2826,33.3,14.8,32.3,12.2,0,6.58
25/03/2020,Aguascalientes,21.8823,-102.2826,33.1,15.1,31.7,13.9,0,6.3
26/03/2020,Aguascalientes,21.8823,-102.2826,32.8,16.6,30.8,13.7,0,7.04
27/03/2020,Aguascalientes,21.8823,-102.2826,30.8,15.6,28.1,13.8,0,7.51
28/03/2020,Aguascalientes,21.8823,-102.2826,30.2,14.1,27.4,11.8,0,7.07
29/03/2020,Aguascalientes,21.8823,-102.2826,29.1,15.3,27.7,13.9,0.4,5.61
30/03/2020,Aguascalientes,21.8823,-102.2826,29.6,14.1,27.7,14,0,6.32
31/03/2020,Aguascalientes,21.8823,-102.2826,29.4,13.9,29.9,12.5,0,5.62
01/04/2020,Aguascalientes,21.8823,-102.2826,29.4,15.7,27.2,15.9,0,6.26
02/04/2020,Aguascalientes,21.8823,-102.2826,30.6,15,28,13,0,7.14
03/04/2020,Aguascalientes,21.8823,-102.2826,30.6,14.8,27.3,12.1,0,7.66
04/04/2020,Aguascalientes,21.8823,-102.2826,30.6,14.4,26.8,11.5,0,7.95
05/04/2020,Aguascalientes,21.8823,-102.2826,30,12.8,25.5,10.1,0,7.44
06/04/2020,Aguascalientes,21.8823,-102.2826,29.4,12.9,25.5,9.8,0,7.42
07/04/2020,Aguascalientes,21.8823,-102.2826,30.5,13,26.5,9.8,0,7.75
08/04/2020,Aguascalientes,21.8823,-102.2826,30.9,14.7,27.8,11.5,0,7.64
09/04/2020,Aguascalientes,21.8823,-102.2826,30.9,13,27.8,9.4,0,7.6
10/04/2020,Aguascalientes,21.8823,-102.2826,30.7,14.2,27.3,11.1,0,7.92
11/04/2020,Aguascalientes,21.8823,-102.2826,30,13.8,24.7,10.6,0,7.97
12/04/2020,Aguascalientes,21.8823,-102.2826,28.8,14.5,23.5,9.9,0,8.59
13/04/2020,Aguascalientes,21.8823,-102.2826,29.5,12,25.6,8.5,0,7.66
14/04/2020,Aguascalientes,21.8823,-102.2826,31.1,13.9,26.3,9.8,0,7.77
15/04/2020,Aguascalientes,21.8823,-102.2826,31.4,11.6,27.3,7.6,0,8.01
16/04/2020,Aguascalientes,21.8823,-102.2826,31.6,13,28.3,9.2,0,7.81
17/04/2020,Aguascalientes,21.8823,-102.2826,31.2,13.6,28.6,10.1,0,7.54
18/04/2020,Aguascalientes,21.8823,-102.2826,31.1,15.3,28,13.1,0,7.22
19/04/2020,Aguascalientes,21.8823,-102.2826,31.4,16,28.4,13.9,0,7.89
20/04/2020,Aguascalientes,21.8823,-102.2826,31.9,15.9,28.8,14.1,0,7.17
21/04/2020,Aguascalientes,21.8823,-102.2826,32.6,13.9,30.6,10.2,0,7.51
22/04/2020,Aguascalientes,21.8823,-102.2826,32.3,16.1,28.9,13.1,0,8.41
23/04/2020,Aguascalientes,21.8823,-102.2826,31.4,15,28.9,12.2,0,7.27
24/04/2020,Aguascalientes,21.8823,-102.2826,31.5,15.1,28.4,11.6,0,7.51
25/04/2020,Aguascalientes,21.8823,-102.2826,31.5,12.7,29.1,8.5,0,7.54
26/04/2020,Aguascalientes,21.8823,-102.2826,30.2,15.8,29.9,16.3,1.4,5.96
27/04/2020,Aguascalientes,21.8823,-102.2826,28.6,14.1,27.9,14.1,0.2,5.11
28/04/2020,Aguascalientes,21.8823,-102.2826,31,14.6,29.2,13.1,0,6.86
29/04/2020,Aguascalientes,21.8823,-102.2826,30.1,15.2,29.2,12.5,0.1,7.11
30/04/2020,Aguascalientes,21.8823,-102.2826,29.3,14,29.2,12.6,0,6.15
01/05/2020,Aguascalientes,21.8823,-102.2826,29.2,13.1,27.8,12.9,0,5.91
02/05/2020,Aguascalientes,21.8823,-102.2826,29.6,15,28.8,13.7,0,6.24
03/05/2020,Aguascalientes,21.8823,-102.2826,30.4,16.3,30.2,13.9,0,6.08
04/05/2020,Aguascalientes,21.8823,-102.2826,30.8,17.9,31,17,0.2,5.86
05/05/2020,Aguascalientes,21.8823,-102.2826,30,15.5,29.7,16.5,0.6,5.23
06/05/2020,Aguascalientes,21.8823,-102.2826,26,14.8,26.7,14.2,3.4,4.96
07/05/2020,Aguascalientes,21.8823,-102.2826,26,13.1,25.8,11.9,0.9,4.98
08/05/2020,Aguascalientes,21.8823,-102.2826,26.1,14.1,26.9,13.8,14.4,4.12
09/05/2020,Aguascalientes,21.8823,-102.2826,26.5,13,26.4,12.6,0.2,5.42
10/05/2020,Aguascalientes,21.8823,-102.2826,27,11.7,26.6,11.1,0.1,5.56
11/05/2020,Aguascalientes,21.8823,-102.2826,28.4,12.4,25.7,12,0,6.19
12/05/2020,Aguascalientes,21.8823,-102.2826,29.7,13.7,26.6,10.7,0,7.31
13/05/2020,Aguascalientes,21.8823,-102.2826,30.4,12.3,26.7,9.4,0,7.9
14/05/2020,Aguascalientes,21.8823,-102.2826,30.7,13.1,27.2,9.3,0,8.17
15/05/2020,Aguascalientes,21.8823,-102.2826,30.4,13.1,26.1,9.1,0,8.17
16/05/2020,Aguascalientes,21.8823,-102.2826,29.7,12.6,25.9,8.8,0,7.94
17/05/2020,Aguascalientes,21.8823,-102.2826,29.7,13,27.5,9.4,0,6.87
18/05/2020,Aguascalientes,21.8823,-102.2826,30.5,14.1,29.9,13.4,0,6.17
19/05/2020,Aguascalientes,21.8823,-102.2826,31.9,15,29.8,12.8,0,7.43
20/05/2020,Aguascalientes,21.8823,-102.2826,31.4,16.1,28.8,13.7,0,7.94
21/05/2020,Aguascalientes,21.8823,-102.2826,31.4,16,27.9,13.7,0,8.07
22/05/2020,Aguascalientes,21.8823,-102.2826,31,11.9,28.2,8.2,0,7.74
23/05/2020,Aguascalientes,21.8823,-102.2826,31.1,14.1,27.7,10.7,0,7.88
24/05/2020,Aguascalientes,21.8823,-102.2826,30.4,13.5,26.7,10.7,0,8.02
25/05/2020,Aguascalientes,21.8823,-102.2826,31.3,11.6,27.7,8.3,0,7.9
26/05/2020,Aguascalientes,21.8823,-102.2826,31.5,12.4,29.4,9.2,0,7.99
27/05/2020,Aguascalientes,21.8823,-102.2826,31.5,13.9,30,13.4,0,7.34
28/05/2020,Aguascalientes,21.8823,-102.2826,30.4,15.5,29.2,15.6,0,6.19
29/05/2020,Aguascalientes,21.8823,-102.2826,29.6,15.1,27,13.2,0.2,6.48
30/05/2020,Aguascalientes,21.8823,-102.2826,26.2,13.6,25.1,12.1,0.5,5.93
31/05/2020,Aguascalientes,21.8823,-102.2826,26.2,12.6,25.3,11.3,0,5.37
01/06/2020,Aguascalientes,21.8823,-102.2826,28.6,14.1,28.6,13.3,0,5.61
02/06/2020,Aguascalientes,21.8823,-102.2826,30.2,15.5,28.2,14.5,0,6.45
03/06/2020,Aguascalientes,21.8823,-102.2826,31.9,16.1,29.5,15.6,0,6.98
04/06/2020,Aguascalientes,21.8823,-102.2826,32.6,15,30.2,15.5,0,7.59
05/06/2020,Aguascalientes,21.8823,-102.2826,32.6,15.8,31.2,15.5,0,7.41
06/06/2020,Aguascalientes,21.8823,-102.2826,30.9,17.1,30.8,16.9,0.2,6.01
07/06/2020,Aguascalientes,21.8823,-102.2826,32.3,16.9,31.7,16.6,0,6.73
08/06/2020,Aguascalientes,21.8823,-102.2826,32.1,16.9,31.9,16.1,0.9,6.4
09/06/2020,Aguascalientes,21.8823,-102.2826,30.6,17.2,31.4,16.2,2,5.98
10/06/2020,Aguascalientes,21.8823,-102.2826,30.1,16.5,27.4,17,3.6,5.19
11/06/2020,Aguascalientes,21.8823,-102.2826,27.7,16.8,25.7,16.3,0.1,5.74
12/06/2020,Aguascalientes,21.8823,-102.2826,27.5,16.2,24.4,14.8,0.1,5.35
13/06/2020,Aguascalientes,21.8823,-102.2826,29.8,11.8,27.5,9.5,0,7.09
14/06/2020,Aguascalientes,21.8823,-102.2826,31.2,11.8,29.2,10.2,0,6.74
15/06/2020,Aguascalientes,21.8823,-102.2826,30.7,13.5,29,12.1,0,7.06
16/06/2020,Aguascalientes,21.8823,-102.2826,30.9,13.3,28.9,11.8,0,7.09
17/06/2020,Aguascalientes,21.8823,-102.2826,30.7,14.9,29.3,13.5,0.1,6.56
18/06/2020,Aguascalientes,21.8823,-102.2826,31.1,18.5,32.2,18.1,0.6,5.8
19/06/2020,Aguascalientes,21.8823,-102.2826,30.6,16.2,31.8,17.1,0.1,5.82
20/06/2020,Aguascalientes,21.8823,-102.2826,30.6,16.5,30.9,16.4,0.3,6.14
21/06/2020,Aguascalientes,21.8823,-102.2826,30.2,16.1,32.7,16.2,4.8,5.76
22/06/2020,Aguascalientes,21.8823,-102.2826,28.4,16.3,30.1,17.2,2.1,5.04
23/06/2020,Aguascalientes,21.8823,-102.2826,26.4,14.9,28.4,15.6,1.3,4.95
24/06/2020,Aguascalientes,21.8823,-102.2826,26.4,13.5,26.4,13.7,9.2,4.86
25/06/2020,Aguascalientes,21.8823,-102.2826,26.9,13.5,26.2,13.5,2.7,4.75
26/06/2020,Aguascalientes,21.8823,-102.2826,23.9,15.9,25.1,16.8,10.1,3.7
27/06/2020,Aguascalientes,21.8823,-102.2826,25.9,15.1,27.7,15.4,4.1,4.57
28/06/2020,Aguascalientes,21.8823,-102.2826,25,15.2,26.9,16.4,7.8,4.47
29/06/2020,Aguascalientes,21.8823,-102.2826,25.2,15.4,27.9,16.1,8.2,4.39
30/06/2020,Aguascalientes,21.8823,-102.2826,26.6,15.2,28.1,16.3,2.4,4.91
01/07/2020,Aguascalientes,21.8823,-102.2826,25.4,16.1,27.1,17.1,14,4.47
02/07/2020,Aguascalientes,21.8823,-102.2826,25.6,14.7,26.3,15.5,2.6,4.78
03/07/2020,Aguascalientes,21.8823,-102.2826,26.9,13.4,26,12.3,0,6
04/07/2020,Aguascalientes,21.8823,-102.2826,27.9,12.9,26.8,12.5,0,6
05/07/2020,Aguascalientes,21.8823,-102.2826,29.4,13.1,29.3,12.4,0,6.29
06/07/2020,Aguascalientes,21.8823,-102.2826,29.4,15.3,29.5,16.1,0,5.62
07/07/2020,Aguascalientes,21.8823,-102.2826,28.1,15.7,27.9,16.6,5.5,4.79
08/07/2020,Aguascalientes,21.8823,-102.2826,26,15.8,26.5,16.7,5.3,4.92
09/07/2020,Aguascalientes,21.8823,-102.2826,23.7,14,23.9,13.8,5.4,3.82
10/07/2020,Aguascalientes,21.8823,-102.2826,27,13.4,27.7,13.5,2.4,5.25
11/07/2020,Aguascalientes,21.8823,-102.2826,27.6,13.9,26.5,13.5,0,6.18
12/07/2020,Aguascalientes,21.8823,-102.2826,29,14.5,29.2,14,0,6.22
13/07/2020,Aguascalientes,21.8823,-102.2826,30.1,14.1,28.6,14.7,0,5.95
14/07/2020,Aguascalientes,21.8823,-102.2826,28.4,14.9,28.2,15.8,0.1,5.38
15/07/2020,Aguascalientes,21.8823,-102.2826,29.4,15.2,29.3,14.9,0.6,5.46
16/07/2020,Aguascalientes,21.8823,-102.2826,28.3,15.4,29,14.9,0.1,5.29
17/07/2020,Aguascalientes,21.8823,-102.2826,29.1,14.7,28.5,14.7,1.3,5.99
18/07/2020,Aguascalientes,21.8823,-102.2826,27.4,14.9,27.9,15.6,2.6,5.12
19/07/2020,Aguascalientes,21.8823,-102.2826,27.2,14.4,27.9,15,7.3,5.08
20/07/2020,Aguascalientes,21.8823,-102.2826,24.9,15.5,25.3,16.6,3.3,4.68
21/07/2020,Aguascalientes,21.8823,-102.2826,26.3,14,26.9,14.3,0.1,5.54
22/07/2020,Aguascalientes,21.8823,-102.2826,27.9,15.3,29.6,16,14.4,5.06
23/07/2020,Aguascalientes,21.8823,-102.2826,26.4,16,28.1,17,0,5.24
24/07/2020,Aguascalientes,21.8823,-102.2826,26.4,15.6,27.7,15.8,0.6,5.35
25/07/2020,Aguascalientes,21.8823,-102.2826,26.5,14.9,29.3,15.2,1.3,5.14
26/07/2020,Aguascalientes,21.8823,-102.2826,25.5,16.1,26.7,16.6,2.7,3.84
27/07/2020,Aguascalientes,21.8823,-102.2826,20.2,16.1,20.4,15.4,12.9,1.46
28/07/2020,Aguascalientes,21.8823,-102.2826,24.6,14.8,27.6,15.3,11.6,4.17
29/07/2020,Aguascalientes,21.8823,-102.2826,23.1,15.9,25.4,17.3,8.8,3.34
30/07/2020,Aguascalientes,21.8823,-102.2826,23.6,15.6,27,16.8,10.3,3.59
31/07/2020,Aguascalientes,21.8823,-102.2826,25.4,15,25.7,15.1,16,4.76
01/08/2020,Aguascalientes,21.8823,-102.2826,24.3,14.3,25.1,13.7,0,4.31
02/08/2020,Aguascalientes,21.8823,-102.2826,25.4,13.5,25.7,13.2,0.7,5.17
03/08/2020,Aguascalientes,21.8823,-102.2826,24.7,14.3,26.7,14.2,1.2,4.82
04/08/2020,Aguascalientes,21.8823,-102.2826,26.3,14.1,27,14.2,0.4,5.05
05/08/2020,Aguascalientes,21.8823,-102.2826,26.1,15.3,28,15.7,0.7,5.19
06/08/2020,Aguascalientes,21.8823,-102.2826,26.5,13.9,27.1,13.5,0,5.51
07/08/2020,Aguascalientes,21.8823,-102.2826,27.7,14.3,26.1,13.8,0.1,5.61
08/08/2020,Aguascalientes,21.8823,-102.2826,27.1,14.6,25.7,14.2,0.3,5.42
09/08/2020,Aguascalientes,21.8823,-102.2826,23.9,14.9,23.2,13.4,9,3.26
10/08/2020,Aguascalientes,21.8823,-102.2826,22.6,14.8,23.5,14.9,5.3,2.68
11/08/2020,Aguascalientes,21.8823,-102.2826,26.1,14.7,25,14.7,0.5,5.15
12/08/2020,Aguascalientes,21.8823,-102.2826,26.7,14.6,26.1,13.8,0,5.36
13/08/2020,Aguascalientes,21.8823,-102.2826,26.3,15.2,27.5,14.6,0.6,4.32
14/08/2020,Aguascalientes,21.8823,-102.2826,28.7,13.1,28,12.5,0,6.44
15/08/2020,Aguascalientes,21.8823,-102.2826,29.6,12.6,27.2,11.6,0,6.85
16/08/2020,Aguascalientes,21.8823,-102.2826,27.2,14,28.5,12.9,4.9,4.42
17/08/2020,Aguascalientes,21.8823,-102.2826,26.7,13.8,27.5,12.7,1.1,5.16
18/08/2020,Aguascalientes,21.8823,-102.2826,27.4,15.3,27.8,14.4,0.8,4.93
19/08/2020,Aguascalientes,21.8823,-102.2826,23.4,15.6,23.5,16,5.3,3.02
20/08/2020,Aguascalientes,21.8823,-102.2826,25.5,14.5,25.7,15.2,1.6,4.67
21/08/2020,Aguascalientes,21.8823,-102.2826,26.6,15.2,27.6,16.1,0.1,4.9
22/08/2020,Aguascalientes,21.8823,-102.2826,28.7,14.8,26.7,15.2,0.3,5.54
23/08/2020,Aguascalientes,21.8823,-102.2826,28.7,14.6,26.8,14.5,0,5.91
24/08/2020,Aguascalientes,21.8823,-102.2826,27.2,14.7,26.2,13.5,0,5.49
25/08/2020,Aguascalientes,21.8823,-102.2826,25.3,14.9,23.5,13.6,1.8,4.4
26/08/2020,Aguascalientes,21.8823,-102.2826,27.4,16.3,26,16.1,0.3,4.74
27/08/2020,Aguascalientes,21.8823,-102.2826,27.1,15.2,26.5,14.5,5.3,4.15
28/08/2020,Aguascalientes,21.8823,-102.2826,25.7,15.4,28.4,16.4,8.1,4.02
29/08/2020,Aguascalientes,21.8823,-102.2826,26,15.9,28.9,17.6,0.8,4.23
30/08/2020,Aguascalientes,21.8823,-102.2826,25.9,15.4,27.2,16.9,1.3,4.29
31/08/2020,Aguascalientes,21.8823,-102.2826,24.8,15.9,25.4,16,2.2,4.07
01/09/2020,Aguascalientes,21.8823,-102.2826,25.9,15.6,27.3,16.1,1.1,4.64
02/09/2020,Aguascalientes,21.8823,-102.2826,27.3,15,28.6,15.1,2.1,4.51
03/09/2020,Aguascalientes,21.8823,-102.2826,29.4,14.4,28.1,13.4,0,6.39
04/09/2020,Aguascalientes,21.8823,-102.2826,28.1,14.4,26,13.7,0,6.13
05/09/2020,Aguascalientes,21.8823,-102.2826,25,15,23.4,13.3,1.5,3.85
06/09/2020,Aguascalientes,21.8823,-102.2826,22.5,15.5,21.4,14.9,3.8,2.79
07/09/2020,Aguascalientes,21.8823,-102.2826,26,15,26.5,14.5,6.7,4.28
08/09/2020,Aguascalientes,21.8823,-102.2826,25.1,15.2,26.4,16.3,9.8,4.28
09/09/2020,Aguascalientes,21.8823,-102.2826,25.1,15.6,27.7,16.4,9.4,4.09
10/09/2020,Aguascalientes,21.8823,-102.2826,23.7,15.7,25,16.1,5.6,3.66
11/09/2020,Aguascalientes,21.8823,-102.2826,23.3,15.2,24.1,15.1,2.8,3.54
12/09/2020,Aguascalientes,21.8823,-102.2826,24.1,13.1,25.2,12.7,0.3,4.01
13/09/2020,Aguascalientes,21.8823,-102.2826,25.4,15.2,24.9,16,1.1,4.27
14/09/2020,Aguascalientes,21.8823,-102.2826,26.1,13.3,24.9,13.2,0.2,4.55
15/09/2020,Aguascalientes,21.8823,-102.2826,25.2,14.7,25.8,15.1,0.8,4.19
16/09/2020,Aguascalientes,21.8823,-102.2826,24.2,14.3,25.2,14.3,4.2,3.56
17/09/2020,Aguascalientes,21.8823,-102.2826,24.1,14.9,25.7,15.4,8.8,3.75
18/09/2020,Aguascalientes,21.8823,-102.2826,22.4,14.8,21.7,15.2,1.6,3.48
19/09/2020,Aguascalientes,21.8823,-102.2826,23.7,12.9,22.9,12.2,0,3.92
20/09/2020,Aguascalientes,21.8823,-102.2826,24.7,12.2,25.5,11,0,4.67
21/09/2020,Aguascalientes,21.8823,-102.2826,25.3,12.6,26.6,11.8,1.2,4.56
22/09/2020,Aguascalientes,21.8823,-102.2826,27.1,15.8,26.6,14.8,0,5.29
23/09/2020,Aguascalientes,21.8823,-102.2826,26.7,10.8,24,7.4,0,5.98
24/09/2020,Aguascalientes,21.8823,-102.2826,27.2,10.1,26.2,6.9,0,5.42
25/09/2020,Aguascalientes,21.8823,-102.2826,27.6,12.3,26.9,10.9,0,4.94
26/09/2020,Aguascalientes,21.8823,-102.2826,29.2,12.9,28,12.4,0,5.2
27/09/2020,Aguascalientes,21.8823,-102.2826,29.5,13.7,28.6,12.6,0,4.96
28/09/2020,Aguascalientes,21.8823,-102.2826,30.6,14.3,26.2,14.3,0,6.46
29/09/2020,Aguascalientes,21.8823,-102.2826,25.6,14.8,21.9,13.2,0,4.88
30/09/2020,Aguascalientes,21.8823,-102.2826,26.4,9.8,23.7,7.3,0,5.71
01/10/2020,Aguascalientes,21.8823,-102.2826,27.3,8.6,24.2,5.2,0,6.56
02/10/2020,Aguascalientes,21.8823,-102.2826,25.4,9.3,21.4,5.4,0,6.38
03/10/2020,Aguascalientes,21.8823,-102.2826,26.1,8.5,23.7,5.8,0,5.63
04/10/2020,Aguascalientes,21.8823,-102.2826,26.7,9.3,23.2,6.5,0,6.24
05/10/2020,Aguascalientes,21.8823,-102.2826,25.8,9,22.7,5.9,0,6.03
06/10/2020,Aguascalientes,21.8823,-102.2826,26.7,10.4,23.3,7,0,5.61
07/10/2020,Aguascalientes,21.8823,-102.2826,27.7,12.4,24.9,9.4,0,5.47
08/10/2020,Aguascalientes,21.8823,-102.2826,28.4,10.1,25.9,7.3,0,5.64
09/10/2020,Aguascalientes,21.8823,-102.2826,28.6,11.6,27.4,7.5,0,5.81
10/10/2020,Aguascalientes,21.8823,-102.2826,29.3,13,28.6,8.5,0,6.11
11/10/2020,Aguascalientes,21.8823,-102.2826,29.5,13.8,29.5,12.5,0,5.27
12/10/2020,Aguascalientes,21.8823,-102.2826,30.5,14.6,27.8,12.8,0,6.15
13/10/2020,Aguascalientes,21.8823,-102.2826,27.6,16.9,28.7,16.8,2,4.03
14/10/2020,Aguascalientes,21.8823,-102.2826,27.8,14.4,27.7,13.9,0.4,4.75
15/10/2020,Aguascalientes,21.8823,-102.2826,29.3,13.8,27.8,13.2,0,5.38
16/10/2020,Aguascalientes,21.8823,-102.2826,27,13.9,23.4,12.4,0,5.85
