clave_entidad,entidad,clave_municipio,municipio,longitud,latitud,poblacion
24,San Luis Potosí,15,Charcas,-101.0648068,23.0747346,21814
24,San Luis Potosí,16,Ebano,-98.2240092,22.1244421,40899
24,San Luis Potosí,17,Guadalcázar,-100.2358458,22.3704481,25119
24,San Luis Potosí,18,Huehuetlán,-98.5758876,21.3246497,15334
24,San Luis Potosí,19,Lagunillas,-99.3401091,21.3509515,5453
24,San Luis Potosí,20,Matehuala,-100.3839112,23.3846894,102199
24,San Luis Potosí,21,Mexquitic de Carmona,-101.0646484,22.1559616,58469
24,San Luis Potosí,22,Moctezuma,-101.0508014,22.4459617,19036
24,San Luis Potosí,23,Rayón,-99.3843135,21.5037405,15301
24,San Luis Potosí,24,Rioverde,-99.5934521,21.5556561,97943
24,San Luis Potosí,25,Salinas,-101.4256646,22.3740854,31107
24,San Luis Potosí,26,San Antonio,-98.5410251,21.3712637,9382
24,San Luis Potosí,27,San Ciro de Acosta,-99.4907266,21.3900025,10215
24,San Luis Potosí,28,San Luis Potosí,-100.5837049,22.0905958,911908
24,San Luis Potosí,29,San Martín Chalchicuautla,-98.3926058,21.2210932,18468
24,San Luis Potosí,30,San Nicolás Tolentino,-100.3307473,22.1454725,4779
24,San Luis Potosí,31,Santa Catarina,-99.2944498,21.3921971,12163
24,San Luis Potosí,32,Santa María del Río,-100.4413592,21.4801579,39880
24,San Luis Potosí,33,Santo Domingo,-101.4410691,23.1930915,10785
24,San Luis Potosí,34,San Vicente Tancuayalab,-98.3508584,21.42538,14945
24,San Luis Potosí,35,Soledad de Graciano Sánchez,-100.5614187,22.1116373,332072
24,San Luis Potosí,36,Tamasopo,-99.2331775,21.5526046,29184
24,San Luis Potosí,37,Tamazunchale,-98.4729463,21.1545856,95037
24,San Luis Potosí,38,Tampacán,-98.4339633,21.2408308,14348
24,San Luis Potosí,39,Tampamolón Corona,-98.4854412,21.3337266,13603
24,San Luis Potosí,40,Tamuín,-98.4630579,22.0014928,36968
24,San Luis Potosí,41,Tanlajás,-98.5317053,21.395639,18208
24,San Luis Potosí,42,Tanquián de Escobedo,-98.3943425,21.3553117,13448
24,San Luis Potosí,43,Tierra Nueva,-100.3426106,21.4002841,7966
24,San Luis Potosí,44,Vanegas,-100.5702,23.5302,7557
24,San Luis Potosí,45,Venado,-101.0540666,22.5552838,14188
24,San Luis Potosí,46,Villa de Arriaga,-101.2300133,21.5436489,18206
24,San Luis Potosí,47,Villa de Guadalupe,-100.452843,23.2227929,9277
24,San Luis Potosí,48,Villa de la Paz,-100.4247415,23.4031265,5298
24,San Luis Potosí,49,Villa de Ramos,-101.5437718,22.495135,38389
24,San Luis Potosí,50,Villa de Reyes,-100.5556949,21.4811248,52912
24,San Luis Potosí,51,Villa Hidalgo,-100.4043909,22.2655294,15458
24,San Luis Potosí,52,Villa Juárez,-100.1559936,22.1923554,10304
24,San Luis Potosí,53,Axtla de Terrazas,-98.523,21.2611,32544
24,San Luis Potosí,54,Xilitla,-98.5922463,21.2306694,49741
24,San Luis Potosí,55,Zaragoza,-100.435148,22.0208178,27386
24,San Luis Potosí,56,Villa de Arista,-100.5056472,22.3841178,17258
24,San Luis Potosí,57,Matlapa,-98.4936492,21.2015016,28996
24,San Luis Potosí,58,El Naranjo,-99.1921034,22.311933,20959
25,Sinaloa,1,Ahome,-108.5939634,25.4700301,459310
25,Sinaloa,2,Angostura,-108.0934159,25.2151696,44093
25,Sinaloa,3,Badiraguato,-107.3303666,25.2145546,26542
25,Sinaloa,4,Concordia,-106.0406999,23.1715452,24899
25,Sinaloa,5,Cosalá,-106.4129525,24.2440845,17012
25,Sinaloa,6,Culiacán,-107.2337522,24.4831709,1003530
25,Sinaloa,7,Choix,-108.1920467,26.4225239,29334
25,Sinaloa,8,Elota,-106.5333762,23.5455454,55339
25,Sinaloa,9,Escuinapa,-105.4640353,22.5006185,59988
25,Sinaloa,10,El Fuerte,-108.3711879,26.2517756,96593
25,Sinaloa,11,Guasave,-108.2818543,25.335597,289370
25,Sinaloa,12,Mazatlán,-106.2519997,23.1201137,501441
25,Sinaloa,13,Mocorito,-107.5517622,25.2854757,40358
25,Sinaloa,14,Rosario,-105.5113524,22.5927147,52345
25,Sinaloa,15,Salvador Alvarado,-108.045052,25.27252,79492
25,Sinaloa,16,San Ignacio,-106.2531789,23.5624993,19505
25,Sinaloa,17,Sinaloa,-108.1319365,25.492054,78670
25,Sinaloa,18,Navolato,-107.4148337,24.4601988,149122
26,Sonora,1,Aconchi,-110.1342787,29.4933141,2563
26,Sonora,2,Agua Prieta,-109.3246865,31.1940135,91929
26,Sonora,3,Alamos,-108.5605733,27.012658,24976
26,Sonora,4,Altar,-111.5000859,30.424802,9492
26,Sonora,5,Arivechi,-109.1113531,28.5543121,1177
26,Sonora,6,Arizpe,-110.1000511,30.2010434,2788
26,Sonora,7,Atil,-111.350201,30.503836,626
26,Sonora,8,Bacadéhuachi,-109.0826683,29.4832665,979
26,Sonora,9,Bacanora,-109.2401445,28.5902625,759
26,Sonora,10,Bacerac,-108.5547277,30.2119,1221
26,Sonora,11,Bacoachi,-109.5808427,30.3758938,1475
26,Sonora,12,Bácum,-110.0457629,27.3302082,23151
26,Sonora,13,Banámichi,-110.125599,30.0027992,1825
26,Sonora,14,Baviácora,-110.0954188,29.4254846,3191
26,Sonora,15,Bavispe,-108.5627683,30.2848444,1169
26,Sonora,16,Benjamín Hill,-111.0704518,30.1001787,4988
26,Sonora,17,Caborca,-112.0854077,30.4250666,89122
26,Sonora,18,Cajeme,-109.5557778,27.294736,436484
26,Sonora,19,Cananea,-110.1806017,30.585755,39451
26,Sonora,20,Carbó,-110.5715953,29.4104879,4946
26,Sonora,21,La Colorada,-110.3450395,28.4810483,1848
26,Sonora,22,Cucurpe,-110.4221192,30.1945091,863
26,Sonora,23,Cumpas,-109.4656989,29.5936829,5829
26,Sonora,24,Divisaderos,-109.2814416,29.365425,753
26,Sonora,25,Empalme,-110.4857576,27.5727381,51431
26,Sonora,26,Etchojoa,-109.3731,26.5439,61309
26,Sonora,27,Fronteras,-109.3336028,30.5353685,9041
26,Sonora,28,Granados,-109.183788,29.5144256,1009
26,Sonora,29,Guaymas,-110.5322001,27.5523695,156863
26,Sonora,30,Hermosillo,-110.5730469,29.042961,936263
26,Sonora,31,Huachinera,-108.5731738,30.1241336,1186
26,Sonora,32,Huásabas,-109.180529,29.5415077,888
26,Sonora,33,Huatabampo,-109.3838952,26.4936829,77682
26,Sonora,34,Huépac,-110.1249375,29.5440569,943
26,Sonora,35,Imuris,-110.5141539,30.4638387,12536
26,Sonora,36,Magdalena,-110.5809856,30.374928,33049
26,Sonora,37,Mazatán,-110.0824795,29.0012085,1101
26,Sonora,38,Moctezuma,-109.4049212,29.4807847,5173
26,Sonora,39,Naco,-109.5653275,31.195357,5774
26,Sonora,40,Nácori Chico,-108.5842939,29.4110769,1531
26,Sonora,41,Nacozari de García,-109.4111293,30.2225401,14369
26,Sonora,42,Navojoa,-109.2643966,27.0453751,164387
26,Sonora,43,Nogales,-110.5644681,31.1933251,264782
26,Sonora,44,Onavas,-109.3146266,28.2737941,365
26,Sonora,45,Opodepe,-110.3751914,29.5536084,2438
26,Sonora,46,Oquitoa,-111.4405345,30.4431394,496
26,Sonora,47,Pitiquito,-112.0314131,30.4033585,9122
26,Sonora,48,Puerto Peñasco,-113.3224471,31.1824411,62689
26,Sonora,49,Quiriego,-109.1504426,27.3113756,3090
26,Sonora,50,Rayón,-110.3424616,29.4252123,1496
26,Sonora,51,Rosario,-109.2214772,27.5026373,4830
26,Sonora,52,Sahuaripa,-109.1400134,29.032279,5257
26,Sonora,53,San Felipe de Jesús,-110.1427809,29.5131047,369
26,Sonora,54,San Javier,-109.4422058,28.3543018,537
26,Sonora,55,San Luis Río Colorado,-114.4646648,32.2847392,199021
26,Sonora,56,San Miguel de Horcasitas,-110.4337788,29.2918576,10729
26,Sonora,57,San Pedro de la Cueva,-109.4409992,29.1711335,1458
26,Sonora,58,Santa Ana,-111.0715909,30.3238006,16203
26,Sonora,59,Santa Cruz,-110.354552,31.1353528,1835
26,Sonora,60,Sáric,-111.2244664,31.0609594,2058
26,Sonora,61,Soyopa,-109.3804673,28.4551173,1368
26,Sonora,62,Suaqui Grande,-109.531753,28.2343971,1114
26,Sonora,63,Tepache,-109.3156543,29.3203835,1178
26,Sonora,64,Trincheras,-111.3153337,30.2355035,1381
26,Sonora,65,Tubutama,-111.2757037,30.5305475,1473
26,Sonora,66,Ures,-110.2322497,29.2541076,8548
26,Sonora,67,Villa Hidalgo,-109.191153,30.0947182,1429
26,Sonora,68,Villa Pesqueira,-109.5808074,29.0705942,1043
26,Sonora,69,Yécora,-108.553326,28.2221701,4793
26,Sonora,70,General Plutarco Elías Calles,-112.5126197,31.5159025,13627
26,Sonora,71,Benito Juárez,-109.5033264,27.0740116,21692
26,Sonora,72,San Ignacio Río Muerto,-110.1429451,27.2441094,14279
27,Tabasco,1,Balancán,-91.3201846,17.4801422,58524
27,Tabasco,2,Cárdenas,-93.223668,17.5921948,243229
27,Tabasco,3,Centla,-92.3907874,18.3148399,107731
27,Tabasco,4,Centro,-92.5509898,17.5916215,683607
27,Tabasco,5,Comalcalco,-93.1330062,18.1557773,214877
27,Tabasco,6,Cunduacán,-93.1027481,18.0355308,137257
27,Tabasco,7,Emiliano Zapata,-91.4554293,17.4440496,32181
27,Tabasco,8,Huimanguillo,-93.2326769,17.5006628,190885
27,Tabasco,9,Jalapa,-92.4843817,17.4311025,37749
27,Tabasco,10,Jalpa de Méndez,-93.0345348,18.1036651,91185
27,Tabasco,11,Jonuta,-92.0819425,18.0526542,30798
27,Tabasco,12,Macuspana,-92.3538654,17.4523153,158601
27,Tabasco,13,Nacajuca,-93.0112154,18.1007886,150300
27,Tabasco,14,Paraíso,-93.1251253,18.2344772,96741
27,Tabasco,15,Tacotalpa,-92.4934622,17.3530453,47905
27,Tabasco,16,Teapa,-92.571078,17.3253824,58718
27,Tabasco,17,Tenosique,-91.2533412,17.2838979,62310
28,Tamaulipas,1,Abasolo,-98.2227404,24.0339012,9822
28,Tamaulipas,2,Aldama,-98.0425367,22.5509502,28725
28,Tamaulipas,3,Altamira,-97.5612073,22.2329591,269790
28,Tamaulipas,4,Antiguo Morelos,-99.0501022,22.3257912,8850
28,Tamaulipas,5,Burgos,-98.4756436,24.5647903,4256
28,Tamaulipas,6,Bustamante,-99.4528109,23.2607718,7542
28,Tamaulipas,7,Camargo,-98.5009559,26.1900206,16546
28,Tamaulipas,8,Casas,-98.4416231,23.4337682,4143
28,Tamaulipas,9,Ciudad Madero,-97.50132,22.1446603,205933
28,Tamaulipas,10,Cruillas,-98.3204352,24.4518615,1671
28,Tamaulipas,11,Gómez Farías,-99.0139991,22.5311239,8288
28,Tamaulipas,12,González,-98.2533488,22.4938384,41470
28,Tamaulipas,13,Güémez,-99.0029987,23.5508907,15032
28,Tamaulipas,14,Guerrero,-99.1339468,26.3358864,3803
28,Tamaulipas,15,Gustavo Díaz Ordaz,-98.3525015,26.140228,15677
28,Tamaulipas,16,Hidalgo,-99.2617,24.1449,17012
28,Tamaulipas,17,Jaumave,-99.223243,23.2418433,15994
28,Tamaulipas,18,Jiménez,-98.2908536,24.1252176,6375
28,Tamaulipas,19,Llera,-99.0125069,23.1908256,14645
28,Tamaulipas,20,Mainero,-99.3645677,24.3332543,2048
28,Tamaulipas,21,El Mante,-98.5818185,22.4438397,106144
28,Tamaulipas,22,Matamoros,-97.3017361,25.5247695,541979
28,Tamaulipas,23,Méndez,-98.3510382,25.0659573,4280
28,Tamaulipas,24,Mier,-99.0855299,26.2549693,6385
28,Tamaulipas,25,Miguel Alemán,-99.0133993,26.2403664,26237
28,Tamaulipas,26,Miquihuana,-99.451511,23.3426221,3704
28,Tamaulipas,27,Nuevo Laredo,-99.3030574,27.2910649,425058
28,Tamaulipas,28,Nuevo Morelos,-99.1316798,22.3204094,3810
28,Tamaulipas,29,Ocampo,-99.2009686,22.5042145,13190
28,Tamaulipas,30,Padilla,-98.5401059,24.0255675,13618
28,Tamaulipas,31,Palmillas,-99.3251142,23.1806333,1917
28,Tamaulipas,32,Reynosa,-98.1641265,26.053246,704767
28,Tamaulipas,33,Río Bravo,-98.0524498,25.5851587,132484
28,Tamaulipas,34,San Carlos,-98.5637086,24.3454385,7411
28,Tamaulipas,35,San Fernando,-98.0934635,24.5055241,51405
28,Tamaulipas,36,San Nicolás,-98.4943483,24.4137106,926
28,Tamaulipas,37,Soto la Marina,-98.1222284,23.4601339,23673
28,Tamaulipas,38,Tampico,-97.5130192,22.1257817,297562
28,Tamaulipas,39,Tula,-99.4246792,22.5948757,28230
28,Tamaulipas,40,Valle Hermoso,-97.4844835,25.4025679,60055
28,Tamaulipas,41,Victoria,-99.0904501,23.4351791,349688
28,Tamaulipas,42,Villagrán,-99.2917198,24.2823488,5361
28,Tamaulipas,43,Xicoténcatl,-98.5644438,22.5948378,22229
29,Tlaxcala,1,Amaxac de Guerrero,-98.101045,19.2101029,11403
29,Tlaxcala,2,Apetatitlán de Antonio Carvajal,-98.1148558,19.1956137,16003
29,Tlaxcala,3,Atlangatepec,-98.1230724,19.3156342,7087
29,Tlaxcala,4,Atltzayanca,-97.4747515,19.2552911,18111
29,Tlaxcala,5,Apizaco,-98.0826202,19.2458805,80725
29,Tlaxcala,6,Calpulalpan,-98.3413712,19.3518693,51172
29,Tlaxcala,7,El Carmen Tequexquitla,-97.3932973,19.192851,17332
29,Tlaxcala,8,Cuapiaxtla,-97.4609751,19.1747978,16222
29,Tlaxcala,9,Cuaxomulco,-98.061124,19.2120906,5928
29,Tlaxcala,10,Chiautempan,-98.1134661,19.1850328,73215
29,Tlaxcala,11,Muñoz de Domingo Arenas,-98.1231989,19.2833779,4755
29,Tlaxcala,12,Españita,-98.2525704,19.2744278,9416
29,Tlaxcala,13,Huamantla,-97.552317,19.1845575,98764
29,Tlaxcala,14,Hueyotlipan,-98.2054593,19.2811957,15190
29,Tlaxcala,15,Ixtacuixtla de Mariano Matamoros,-98.2237614,19.1935925,38970
29,Tlaxcala,16,Ixtenco,-97.53424,19.1504119,7504
29,Tlaxcala,17,Mazatecochco de José María Morelos,-98.1126446,19.1047013,11592
29,Tlaxcala,18,Contla de Juan Cuamatzi,-98.1004463,19.2004264,38579
29,Tlaxcala,19,Tepetitla de Lardizábal,-98.2255232,19.1603108,22274
29,Tlaxcala,20,Sanctórum de Lázaro Cárdenas,-98.2819348,19.2933737,9432
29,Tlaxcala,21,Nanacamilpa de Mariano Arista,-98.3210833,19.2935376,18686
29,Tlaxcala,22,Acuamanala de Miguel Hidalgo,-98.1202927,19.1328829,6432
29,Tlaxcala,23,Natívitas,-98.1854699,19.140423,26309
29,Tlaxcala,24,Panotla,-98.1602039,19.1854465,28357
29,Tlaxcala,25,San Pablo del Monte,-98.1013497,19.0711056,82688
29,Tlaxcala,26,Santa Cruz Tlaxcala,-98.0901367,19.2120863,24116
29,Tlaxcala,27,Tenancingo,-98.1209108,19.0851928,12974
29,Tlaxcala,28,Teolocholco,-98.1132465,19.143982,25257
29,Tlaxcala,29,Tepeyanco,-98.1409727,19.1444042,13328
29,Tlaxcala,30,Terrenate,-97.5508777,19.2838775,15475
29,Tlaxcala,31,Tetla de la Solidaridad,-98.0614588,19.2629096,35284
29,Tlaxcala,32,Tetlatlahuca,-98.1744622,19.1353902,13561
29,Tlaxcala,33,Tlaxcala,-98.1415505,19.185959,99896
29,Tlaxcala,34,Tlaxco,-98.0709124,19.3653602,45438
29,Tlaxcala,35,Tocatlán,-98.0154952,19.2325627,6294
29,Tlaxcala,36,Totolac,-98.1530288,19.1932319,22529
29,Tlaxcala,37,Ziltlaltépec de Trinidad Sánchez Santos,-97.5431523,19.1217027,9207
29,Tlaxcala,38,Tzompantepec,-98.0528217,19.2233824,18006
29,Tlaxcala,39,Xaloztoc,-98.0255763,19.2415049,25607
29,Tlaxcala,40,Xaltocan,-98.1238336,19.2525712,10601
29,Tlaxcala,41,Papalotla de Xicohténcatl,-98.1216511,19.1011469,33499
29,Tlaxcala,42,Xicohtzinco,-98.14014,19.1030122,14197
29,Tlaxcala,43,Yauhquemehcan,-98.1102439,19.2418036,42242
29,Tlaxcala,44,Zacatelco,-98.1424815,19.125814,45717
29,Tlaxcala,45,Benito Juárez,-98.2534887,19.3504249,6211
29,Tlaxcala,46,Emiliano Zapata,-97.5501922,19.3331701,4951
29,Tlaxcala,47,Lázaro Cárdenas,-97.5859486,19.321955,3534
29,Tlaxcala,48,La Magdalena Tlaltelulco,-98.1141862,19.1638478,19036
29,Tlaxcala,49,San Damián Texóloc,-98.1704646,19.1642354,5884
29,Tlaxcala,50,San Francisco Tetlanohcan,-98.0948781,19.1536282,11761
29,Tlaxcala,51,San Jerónimo Zacualpan,-98.1545422,19.1430163,4092
29,Tlaxcala,52,San José Teacalco,-98.0351923,19.2008535,6436
29,Tlaxcala,53,San Juan Huactzinco,-98.1501082,19.1416604,7688
29,Tlaxcala,54,San Lorenzo Axocomanitla,-98.1455946,19.1330805,5689
29,Tlaxcala,55,San Lucas Tecopilco,-98.1523552,19.2905961,3077
29,Tlaxcala,56,Santa Ana Nopalucan,-98.2003081,19.1759408,7952
29,Tlaxcala,57,Santa Apolonia Teacalco,-98.1831209,19.1413806,4636
29,Tlaxcala,58,Santa Catarina Ayometla,-98.1251906,19.1159708,9463
29,Tlaxcala,59,Santa Cruz Quilehtla,-98.1319264,19.1247447,7750
29,Tlaxcala,60,Santa Isabel Xiloxoxtla,-98.1248809,19.1605032,5443
30,Veracruz de Ignacio de la Llave,1,Acajete,-97.0037633,19.3513108,9701
30,Veracruz de Ignacio de la Llave,2,Acatlán,-96.5031829,19.4148927,3441
30,Veracruz de Ignacio de la Llave,3,Acayucan,-94.5449935,17.5655761,80815
30,Veracruz de Ignacio de la Llave,4,Actopan,-96.3700773,19.3014584,41742
30,Veracruz de Ignacio de la Llave,5,Acula,-95.4628502,18.302171,5253
30,Veracruz de Ignacio de la Llave,6,Acultzingo,-97.1810214,18.4307546,23100
30,Veracruz de Ignacio de la Llave,7,Camarón de Tejeda,-96.3653912,19.0116229,6538
30,Veracruz de Ignacio de la Llave,8,Alpatláhuac,-97.0535347,19.0711823,10338
30,Veracruz de Ignacio de la Llave,9,Alto Lucero de Gutiérrez Barrios,-96.440103,19.3724689,28184
30,Veracruz de Ignacio de la Llave,10,Altotonga,-97.1443894,19.4558136,64234
30,Veracruz de Ignacio de la Llave,11,Alvarado,-95.4550145,18.4627399,57035
30,Veracruz de Ignacio de la Llave,12,Amatitlán,-95.4359806,18.2556438,7866
30,Veracruz de Ignacio de la Llave,13,Naranjos Amatlán,-97.4110506,21.2048849,26843
30,Veracruz de Ignacio de la Llave,14,Amatlán de los Reyes,-96.5455742,18.5051282,46955
30,Veracruz de Ignacio de la Llave,15,Angel R. Cabada,-95.2633811,18.3543734,33839
30,Veracruz de Ignacio de la Llave,16,La Antigua,-96.2217002,19.2200589,28682
30,Veracruz de Ignacio de la Llave,17,Apazapan,-96.4307138,19.1913521,4709
30,Veracruz de Ignacio de la Llave,18,Aquila,-97.1829244,18.4744647,1978
30,Veracruz de Ignacio de la Llave,19,Astacinga,-97.0607474,18.3400588,6909
30,Veracruz de Ignacio de la Llave,20,Atlahuilco,-97.0526468,18.4150738,11577
30,Veracruz de Ignacio de la Llave,21,Atoyac,-96.4641786,18.5451439,23461
30,Veracruz de Ignacio de la Llave,22,Atzacan,-97.0502057,18.5425084,22651
30,Veracruz de Ignacio de la Llave,23,Atzalan,-97.1438914,19.4720673,49180
30,Veracruz de Ignacio de la Llave,24,Tlaltetela,-96.5409308,19.1852775,16485
30,Veracruz de Ignacio de la Llave,25,Ayahualulco,-97.0855692,19.2105708,27217
30,Veracruz de Ignacio de la Llave,26,Banderilla,-96.5627184,19.3529784,25993
30,Veracruz de Ignacio de la Llave,27,Benito Juárez,-98.1219601,20.5311619,16120
30,Veracruz de Ignacio de la Llave,28,Boca del Río,-96.0623945,19.061958,144550
30,Veracruz de Ignacio de la Llave,29,Calcahualco,-97.050695,19.0720248,13701
30,Veracruz de Ignacio de la Llave,30,Camerino Z. Mendoza,-97.1104982,18.4815267,41835
30,Veracruz de Ignacio de la Llave,31,Carrillo Puerto,-96.3415815,18.4759609,18888
30,Veracruz de Ignacio de la Llave,32,Catemaco,-95.0644421,18.2528613,49451
30,Veracruz de Ignacio de la Llave,33,Cazones de Herrera,-97.1844354,20.4211826,24421
30,Veracruz de Ignacio de la Llave,34,Cerro Azul,-97.4432347,21.112928,25011
30,Veracruz de Ignacio de la Llave,35,Citlaltépetl,-97.524539,21.1942485,11165
30,Veracruz de Ignacio de la Llave,36,Coacoatzintla,-96.5642507,19.3911182,11018
30,Veracruz de Ignacio de la Llave,37,Coahuitlán,-97.4253549,20.1630222,8176
30,Veracruz de Ignacio de la Llave,38,Coatepec,-96.5736987,19.2716778,93911
30,Veracruz de Ignacio de la Llave,39,Coatzacoalcos,-94.2710805,18.0816378,310698
30,Veracruz de Ignacio de la Llave,40,Coatzintla,-97.2738815,20.2856508,55016
30,Veracruz de Ignacio de la Llave,41,Coetzala,-96.5500092,18.4708291,2355
30,Veracruz de Ignacio de la Llave,42,Colipa,-96.4336228,19.5526399,5743
30,Veracruz de Ignacio de la Llave,43,Comapa,-96.5310433,19.0952664,19876
30,Veracruz de Ignacio de la Llave,44,Córdoba,-96.5607257,18.5339782,204721
30,Veracruz de Ignacio de la Llave,45,Cosamaloapan de Carpio,-95.4746891,18.2153186,54737
30,Veracruz de Ignacio de la Llave,46,Cosautlán de Carvajal,-96.5928912,19.1957517,16167
30,Veracruz de Ignacio de la Llave,47,Coscomatepec,-97.0247114,19.0422434,59471
30,Veracruz de Ignacio de la Llave,48,Cosoleacaque,-94.3808499,17.5954942,130903
30,Veracruz de Ignacio de la Llave,49,Cotaxtla,-96.2343511,18.5007893,22050
30,Veracruz de Ignacio de la Llave,50,Coxquihui,-97.3510574,20.1105054,16333
30,Veracruz de Ignacio de la Llave,51,Coyutla,-97.392771,20.1449638,23096
30,Veracruz de Ignacio de la Llave,52,Cuichapa,-96.5209206,18.4624636,11869
30,Veracruz de Ignacio de la Llave,53,Cuitláhuac,-96.4320362,18.4852342,28075
30,Veracruz de Ignacio de la Llave,54,Chacaltianguis,-95.5029005,18.1819211,11461
30,Veracruz de Ignacio de la Llave,55,Chalma,-98.2351371,21.1230208,13527
30,Veracruz de Ignacio de la Llave,56,Chiconamel,-98.2734247,21.135,6610
30,Veracruz de Ignacio de la Llave,57,Chiconquiaco,-96.490771,19.4431546,13881
30,Veracruz de Ignacio de la Llave,58,Chicontepec,-98.1042039,20.581911,53858
30,Veracruz de Ignacio de la Llave,59,Chinameca,-94.4059,18.0104,22638
30,Veracruz de Ignacio de la Llave,60,Chinampa de Gorostiza,-97.4407217,21.2134558,16283
30,Veracruz de Ignacio de la Llave,61,Las Choapas,-94.0524994,17.5433573,81080
30,Veracruz de Ignacio de la Llave,62,Chocamán,-97.0159655,19.0039136,20839
30,Veracruz de Ignacio de la Llave,63,Chontla,-97.5529747,21.1736365,13359
30,Veracruz de Ignacio de la Llave,64,Chumatlán,-97.3540691,20.1227117,4008
30,Veracruz de Ignacio de la Llave,65,Emiliano Zapata,-96.47531,19.2859154,85489
30,Veracruz de Ignacio de la Llave,66,Espinal,-97.2354652,20.1533942,26830
30,Veracruz de Ignacio de la Llave,67,Filomeno Mata,-97.4213459,20.1200887,19179
30,Veracruz de Ignacio de la Llave,68,Fortín,-96.5957644,18.5413187,66372
30,Veracruz de Ignacio de la Llave,69,Gutiérrez Zamora,-97.0515237,20.2706956,24085
30,Veracruz de Ignacio de la Llave,70,Hidalgotitlán,-94.3847459,17.461566,18275
30,Veracruz de Ignacio de la Llave,71,Huatusco,-96.5802459,19.0849097,59920
30,Veracruz de Ignacio de la Llave,72,Huayacocotla,-98.2844947,20.3214198,21796
30,Veracruz de Ignacio de la Llave,73,Hueyapan de Ocampo,-95.0833664,18.0906689,41670
30,Veracruz de Ignacio de la Llave,74,Huiloapan de Cuauhtémoc,-97.0921311,18.4859678,7293
30,Veracruz de Ignacio de la Llave,75,Ignacio de la Llave,-95.5908287,18.43275,16525
30,Veracruz de Ignacio de la Llave,76,Ilamatlán,-98.263571,20.4651532,13377
30,Veracruz de Ignacio de la Llave,77,Isla,-95.3139461,18.013905,42807
30,Veracruz de Ignacio de la Llave,78,Ixcatepec,-98.0021427,21.1415484,12379
30,Veracruz de Ignacio de la Llave,79,Ixhuacán de los Reyes,-97.0655007,19.2121405,11387
30,Veracruz de Ignacio de la Llave,80,Ixhuatlán del Café,-96.590357,19.0304164,23132
30,Veracruz de Ignacio de la Llave,81,Ixhuatlancillo,-97.0856165,18.5352525,27295
30,Veracruz de Ignacio de la Llave,82,Ixhuatlán del Sureste,-94.2337419,18.0121913,15831
30,Veracruz de Ignacio de la Llave,83,Ixhuatlán de Madero,-98.0045181,20.4121772,50836
30,Veracruz de Ignacio de la Llave,84,Ixmatlahuacan,-95.4947575,18.2654847,5574
30,Veracruz de Ignacio de la Llave,85,Ixtaczoquitlán,-97.0347042,18.5103839,74004
30,Veracruz de Ignacio de la Llave,86,Jalacingo,-97.1831254,19.4821478,46794
30,Veracruz de Ignacio de la Llave,87,Xalapa,-96.5521521,19.3137505,488531
30,Veracruz de Ignacio de la Llave,88,Jalcomulco,-96.4542561,19.1954068,5054
30,Veracruz de Ignacio de la Llave,89,Jáltipan,-94.4318245,17.5757845,38669
30,Veracruz de Ignacio de la Llave,90,Jamapa,-96.1426127,19.0231295,11132
30,Veracruz de Ignacio de la Llave,91,Jesús Carranza,-95.0134509,17.2605737,28524
30,Veracruz de Ignacio de la Llave,92,Xico,-97.0026038,19.251657,39623
30,Veracruz de Ignacio de la Llave,93,Jilotepec,-96.5701007,19.3640694,16585
30,Veracruz de Ignacio de la Llave,94,Juan Rodríguez Clara,-95.2404874,17.5938413,38367
30,Veracruz de Ignacio de la Llave,95,Juchique de Ferrer,-96.4141029,19.502818,15059
30,Veracruz de Ignacio de la Llave,96,Landero y Coss,-96.5105716,19.4406691,1543
30,Veracruz de Ignacio de la Llave,97,Lerdo de Tejada,-95.3123599,18.3741519,19123
30,Veracruz de Ignacio de la Llave,98,Magdalena,-97.0243683,18.4538122,3299
30,Veracruz de Ignacio de la Llave,99,Maltrata,-97.1641894,18.4837443,18327
30,Veracruz de Ignacio de la Llave,100,Manlio Fabio Altamirano,-96.1959629,19.0539963,23918
30,Veracruz de Ignacio de la Llave,101,Mariano Escobedo,-97.0748087,18.5446388,38670
30,Veracruz de Ignacio de la Llave,102,Martínez de la Torre,-97.0313824,20.0424196,108842
30,Veracruz de Ignacio de la Llave,103,Mecatlán,-97.4054264,20.123836,12799
30,Veracruz de Ignacio de la Llave,104,Mecayapan,-94.5015515,18.1317246,17134
30,Veracruz de Ignacio de la Llave,105,Medellín de Bravo,-96.0929419,19.0333266,95202
30,Veracruz de Ignacio de la Llave,106,Miahuatlán,-96.521148,19.4226854,4841
30,Veracruz de Ignacio de la Llave,107,Las Minas,-97.0846021,19.4127327,2934
30,Veracruz de Ignacio de la Llave,108,Minatitlán,-94.3254399,17.5927519,144776
30,Veracruz de Ignacio de la Llave,109,Misantla,-96.510985,19.5543084,65761
30,Veracruz de Ignacio de la Llave,110,Mixtla de Altamirano,-96.5933842,18.3544226,12125
30,Veracruz de Ignacio de la Llave,111,Moloacán,-94.2049495,17.5919579,16493
30,Veracruz de Ignacio de la Llave,112,Naolinco,-96.5225232,19.3918963,22835
30,Veracruz de Ignacio de la Llave,113,Naranjal,-96.5740828,18.4838974,4614
30,Veracruz de Ignacio de la Llave,114,Nautla,-96.462693,20.123309,10130
