clave_entidad,entidad,clave_municipio,municipio,longitud,latitud,poblacion
30,Veracruz de Ignacio de la Llave,115,Nogales,-97.0945203,18.4921134,37314
30,Veracruz de Ignacio de la Llave,116,Oluta,-94.5348998,17.5541467,17027
30,Veracruz de Ignacio de la Llave,117,Omealca,-96.4710331,18.4450299,23773
30,Veracruz de Ignacio de la Llave,118,Orizaba,-97.0556092,18.5103459,123182
30,Veracruz de Ignacio de la Llave,119,Otatitlán,-96.0204468,18.1036165,5651
30,Veracruz de Ignacio de la Llave,120,Oteapan,-94.3959722,17.5958212,10343
30,Veracruz de Ignacio de la Llave,121,Ozuluama de Mascareñas,-97.5101823,21.3940538,22756
30,Veracruz de Ignacio de la Llave,122,Pajapan,-94.4130425,18.1542277,18051
30,Veracruz de Ignacio de la Llave,123,Pánuco,-98.1052699,22.0313005,96185
30,Veracruz de Ignacio de la Llave,124,Papantla,-97.1921897,20.2648237,159910
30,Veracruz de Ignacio de la Llave,125,Paso del Macho,-96.432824,18.5819758,31894
30,Veracruz de Ignacio de la Llave,126,Paso de Ovejas,-96.261843,19.1706169,33442
30,Veracruz de Ignacio de la Llave,127,La Perla,-97.0802485,18.5539429,28258
30,Veracruz de Ignacio de la Llave,128,Perote,-97.1438659,19.3338352,77432
30,Veracruz de Ignacio de la Llave,129,Platón Sánchez,-98.2226923,21.1623512,18053
30,Veracruz de Ignacio de la Llave,130,Playa Vicente,-95.4843404,17.4955678,39327
30,Veracruz de Ignacio de la Llave,131,Poza Rica de Hidalgo,-97.2636841,20.3202715,189457
30,Veracruz de Ignacio de la Llave,132,Las Vigas de Ramírez,-97.061216,19.3818527,20300
30,Veracruz de Ignacio de la Llave,133,Pueblo Viejo,-97.5012034,22.1101078,57909
30,Veracruz de Ignacio de la Llave,134,Puente Nacional,-96.28539,19.1938547,23544
30,Veracruz de Ignacio de la Llave,135,Rafael Delgado,-97.0424375,18.4837878,24127
30,Veracruz de Ignacio de la Llave,136,Rafael Lucio,-96.592241,19.353518,8343
30,Veracruz de Ignacio de la Llave,137,Los Reyes,-97.0239327,18.402128,6308
30,Veracruz de Ignacio de la Llave,138,Río Blanco,-97.082229,18.5019914,41795
30,Veracruz de Ignacio de la Llave,139,Saltabarranca,-95.3154764,18.3524865,6126
30,Veracruz de Ignacio de la Llave,140,San Andrés Tenejapan,-97.0535611,18.4719329,3134
30,Veracruz de Ignacio de la Llave,141,San Andrés Tuxtla,-95.1245255,18.2655206,162428
30,Veracruz de Ignacio de la Llave,142,San Juan Evangelista,-95.0824288,17.5309788,32631
30,Veracruz de Ignacio de la Llave,143,Santiago Tuxtla,-95.1806313,18.2756314,57085
30,Veracruz de Ignacio de la Llave,144,Sayula de Alemán,-94.5736392,17.525149,32400
30,Veracruz de Ignacio de la Llave,145,Soconusco,-94.5251783,17.574637,16574
30,Veracruz de Ignacio de la Llave,146,Sochiapa,-96.5626324,19.1135863,3925
30,Veracruz de Ignacio de la Llave,147,Soledad Atzompa,-97.0857888,18.4519134,24578
30,Veracruz de Ignacio de la Llave,148,Soledad de Doblado,-96.2523841,19.0241085,28130
30,Veracruz de Ignacio de la Llave,149,Soteapan,-94.5221923,18.1346236,34385
30,Veracruz de Ignacio de la Llave,150,Tamalín,-97.4847628,21.2016579,11631
30,Veracruz de Ignacio de la Llave,151,Tamiahua,-97.2647489,21.1647071,21902
30,Veracruz de Ignacio de la Llave,152,Tampico Alto,-97.480585,22.0646966,11561
30,Veracruz de Ignacio de la Llave,153,Tancoco,-97.4729109,21.1710972,5795
30,Veracruz de Ignacio de la Llave,154,Tantima,-97.4959852,21.1946693,11991
30,Veracruz de Ignacio de la Llave,155,Tantoyuca,-98.134771,21.2106531,99959
30,Veracruz de Ignacio de la Llave,156,Tatatila,-97.0643711,19.4136445,6041
30,Veracruz de Ignacio de la Llave,157,Castillo de Teayo,-97.3757898,20.4459039,20145
30,Veracruz de Ignacio de la Llave,158,Tecolutla,-97.0030423,20.2838613,24551
30,Veracruz de Ignacio de la Llave,159,Tehuipango,-97.0322058,18.3103936,29686
30,Veracruz de Ignacio de la Llave,160,Álamo Temapache,-97.4031913,20.5501713,107270
30,Veracruz de Ignacio de la Llave,161,Tempoal,-98.2317251,21.312021,34408
30,Veracruz de Ignacio de la Llave,162,Tenampa,-96.5305473,19.1454798,6448
30,Veracruz de Ignacio de la Llave,163,Tenochtitlán,-96.5458917,19.4836479,5040
30,Veracruz de Ignacio de la Llave,164,Teocelo,-96.5819837,19.2310502,16957
30,Veracruz de Ignacio de la Llave,165,Tepatlaxco,-96.5031339,19.0402442,8925
30,Veracruz de Ignacio de la Llave,166,Tepetlán,-96.4745552,19.4025928,9405
30,Veracruz de Ignacio de la Llave,167,Tepetzintla,-97.5103807,21.0958008,14619
30,Veracruz de Ignacio de la Llave,168,Tequila,-97.0409929,18.4347299,16343
30,Veracruz de Ignacio de la Llave,169,José Azueta,-95.4228674,18.0432286,22709
30,Veracruz de Ignacio de la Llave,170,Texcatepec,-98.2152432,20.350535,10824
30,Veracruz de Ignacio de la Llave,171,Texhuacán,-97.021944,18.3714297,5575
30,Veracruz de Ignacio de la Llave,172,Texistepec,-94.4854752,17.5339146,19925
30,Veracruz de Ignacio de la Llave,173,Tezonapa,-96.4115121,18.3624505,54537
30,Veracruz de Ignacio de la Llave,174,Tierra Blanca,-96.2137133,18.2650816,95602
30,Veracruz de Ignacio de la Llave,175,Tihuatlán,-97.3216602,20.430002,92726
30,Veracruz de Ignacio de la Llave,176,Tlacojalpan,-95.5651459,18.1351188,4489
30,Veracruz de Ignacio de la Llave,177,Tlacolulan,-97.0004935,19.3953491,11685
30,Veracruz de Ignacio de la Llave,178,Tlacotalpan,-95.392272,18.3647778,12898
30,Veracruz de Ignacio de la Llave,179,Tlacotepec de Mejía,-96.5011427,19.1131683,4284
30,Veracruz de Ignacio de la Llave,180,Tlachichilco,-98.1156575,20.3717647,10900
30,Veracruz de Ignacio de la Llave,181,Tlalixcoyan,-96.0339197,18.4807781,37795
30,Veracruz de Ignacio de la Llave,182,Tlalnelhuayocan,-96.5826029,19.3353055,19664
30,Veracruz de Ignacio de la Llave,183,Tlapacoyan,-97.1245107,19.5745548,61377
30,Veracruz de Ignacio de la Llave,184,Tlaquilpa,-97.0707971,18.3644174,7933
30,Veracruz de Ignacio de la Llave,185,Tlilapan,-97.055661,18.4820684,5548
30,Veracruz de Ignacio de la Llave,186,Tomatlán,-97.0036938,19.0153542,7197
30,Veracruz de Ignacio de la Llave,187,Tonayán,-96.5517425,19.4058405,6105
30,Veracruz de Ignacio de la Llave,188,Totutla,-96.5740661,19.1240629,17217
30,Veracruz de Ignacio de la Llave,189,Tuxpan,-97.2414138,20.5751468,154600
30,Veracruz de Ignacio de la Llave,190,Tuxtilla,-95.5341086,18.1420255,2258
30,Veracruz de Ignacio de la Llave,191,Ursulo Galván,-96.2135857,19.2423206,30097
30,Veracruz de Ignacio de la Llave,192,Vega de Alatorre,-96.3859154,20.0138877,20204
30,Veracruz de Ignacio de la Llave,193,Veracruz,-96.0910899,19.1125164,607209
30,Veracruz de Ignacio de la Llave,194,Villa Aldama,-97.132289,19.3855991,12492
30,Veracruz de Ignacio de la Llave,195,Xoxocotla,-97.0906832,18.3852099,5900
30,Veracruz de Ignacio de la Llave,196,Yanga,-96.4754593,18.500181,17902
30,Veracruz de Ignacio de la Llave,197,Yecuatla,-96.4634416,19.5158271,11205
30,Veracruz de Ignacio de la Llave,198,Zacualpan,-98.2055309,20.2601344,6788
30,Veracruz de Ignacio de la Llave,199,Zaragoza,-94.3832689,17.5720691,11899
30,Veracruz de Ignacio de la Llave,200,Zentla,-96.5131532,19.0655089,12581
30,Veracruz de Ignacio de la Llave,201,Zongolica,-96.5954112,18.4000807,45028
30,Veracruz de Ignacio de la Llave,202,Zontecomatlán de López y Fuentes,-98.20345,20.4543133,14644
30,Veracruz de Ignacio de la Llave,203,Zozocolco de Hidalgo,-97.3431848,20.0827043,14524
30,Veracruz de Ignacio de la Llave,204,Agua Dulce,-94.085006,18.081778,44104
30,Veracruz de Ignacio de la Llave,205,El Higo,-98.2713407,21.4607443,19402
30,Veracruz de Ignacio de la Llave,206,Nanchital de Lázaro Cárdenas del Río,-94.2440233,18.0419709,29209
30,Veracruz de Ignacio de la Llave,207,Tres Valles,-96.0805269,18.1427319,44978
30,Veracruz de Ignacio de la Llave,208,Carlos A. Carrillo,-95.4441135,18.2218244,23376
30,Veracruz de Ignacio de la Llave,209,Tatahuicapan de Juárez,-94.4536861,18.144721,15044
30,Veracruz de Ignacio de la Llave,210,Uxpanapa,-94.2704798,17.1633685,30891
30,Veracruz de Ignacio de la Llave,211,San Rafael,-96.5215435,20.1116891,30351
30,Veracruz de Ignacio de la Llave,212,Santiago Sochiapan,-95.4404567,17.3949435,13062
31,Yucatán,1,Abalá,-89.4051191,20.385128,6550
31,Yucatán,2,Acanceh,-89.2712768,20.4844718,16772
31,Yucatán,3,Akil,-89.2048572,20.160139,12285
31,Yucatán,4,Baca,-89.2357776,21.0634374,6195
31,Yucatán,5,Bokobá,-89.104629,21.0024983,2167
31,Yucatán,6,Buctzotz,-88.4740064,21.1206828,9159
31,Yucatán,7,Cacalchén,-89.1341448,20.5859155,7490
31,Yucatán,8,Calotmul,-88.1037367,21.0109442,3949
31,Yucatán,9,Cansahcab,-89.0608429,21.092917,4466
31,Yucatán,10,Cantamayec,-89.0451399,20.2814,2755
31,Yucatán,11,Celestún,-90.2358069,20.513633,8389
31,Yucatán,12,Cenotillo,-88.3615912,20.5756778,3736
31,Yucatán,13,Conkal,-89.3116622,21.0426018,16671
31,Yucatán,14,Cuncunul,-88.1747873,20.3828187,1714
31,Yucatán,15,Cuzamá,-89.190106,20.4429343,5560
31,Yucatán,16,Chacsinkín,-89.0059072,20.1021363,3104
31,Yucatán,17,Chankom,-88.3044447,20.3406899,4686
31,Yucatán,18,Chapab,-89.2723588,20.2731502,3385
31,Yucatán,19,Chemax,-87.5614381,20.3918059,38934
31,Yucatán,20,Chicxulub Pueblo,-89.3054274,21.0814242,4497
31,Yucatán,21,Chichimilá,-88.1302628,20.3752572,9406
31,Yucatán,22,Chikindzonot,-88.2911348,20.2001159,4363
31,Yucatán,23,Chocholá,-89.4950515,20.4500833,4863
31,Yucatán,24,Chumayel,-89.1809069,20.2546325,3244
31,Yucatán,25,Dzán,-89.2807934,20.2315951,6003
31,Yucatán,26,Dzemul,-89.183173,21.1241411,3622
31,Yucatán,27,Dzidzantún,-89.023471,21.1448042,8345
31,Yucatán,28,Dzilam de Bravo,-88.5330767,21.2335625,2936
31,Yucatán,29,Dzilam González,-88.5547066,21.164845,6240
31,Yucatán,30,Dzitás,-88.314016,20.5023516,4015
31,Yucatán,31,Dzoncauich,-88.5327352,21.074499,2818
31,Yucatán,32,Espita,-88.1824561,21.0039789,16779
31,Yucatán,33,Halachó,-90.0456024,20.2839885,21255
31,Yucatán,34,Hocabá,-89.1442357,20.4858464,6514
31,Yucatán,35,Hoctún,-89.1207437,20.5154764,6384
31,Yucatán,36,Homún,-89.1708716,20.4422255,8090
31,Yucatán,37,Huhí,-89.0943916,20.4329966,5250
31,Yucatán,38,Hunucmá,-89.5237386,21.0058155,35137
31,Yucatán,39,Ixil,-89.285236,21.0910801,4186
31,Yucatán,40,Izamal,-89.0110973,20.5558791,28555
31,Yucatán,41,Kanasín,-89.3329014,20.5604703,141939
31,Yucatán,42,Kantunil,-89.0211469,20.4747184,5553
31,Yucatán,43,Kaua,-88.245262,20.3712308,3405
31,Yucatán,44,Kinchil,-89.5651298,20.5459263,7530
31,Yucatán,45,Kopomá,-89.5358293,20.3856292,2677
31,Yucatán,46,Mama,-89.2156086,20.2838633,3296
31,Yucatán,47,Maní,-89.2334695,20.2315725,5968
31,Yucatán,48,Maxcanú,-90.0002305,20.3506214,23991
31,Yucatán,49,Mayapán,-89.1254616,20.2807479,3965
31,Yucatán,50,Mérida,-89.372781,20.5803134,995129
31,Yucatán,51,Mocochá,-89.27074,21.0620464,3430
31,Yucatán,52,Motul,-89.1702129,21.0543982,37804
31,Yucatán,53,Muna,-89.4248159,20.2902232,13494
31,Yucatán,54,Muxupip,-89.1947608,21.0234163,2990
31,Yucatán,55,Opichén,-89.512248,20.3302345,7080
31,Yucatán,56,Oxkutzcab,-89.2507506,20.1806957,33854
31,Yucatán,57,Panabá,-88.161626,21.17487,7766
31,Yucatán,58,Peto,-88.5526347,20.0733306,25954
31,Yucatán,59,Progreso,-89.3948942,21.1657278,66008
31,Yucatán,60,Quintana Roo,-88.3754304,20.5201875,976
31,Yucatán,61,Río Lagartos,-88.0928719,21.3551902,3974
31,Yucatán,62,Sacalum,-89.3528195,20.2944985,4962
31,Yucatán,63,Samahil,-89.5319736,20.5300303,5631
31,Yucatán,64,Sanahcat,-89.1253138,20.4616544,1701
31,Yucatán,65,San Felipe,-88.1355428,21.3403356,2118
31,Yucatán,66,Santa Elena,-89.3835734,20.1944031,4220
31,Yucatán,67,Seyé,-89.222011,20.5013152,10053
31,Yucatán,68,Sinanché,-89.110882,21.1332142,3206
31,Yucatán,69,Sotuta,-89.002414,20.3542064,8967
31,Yucatán,70,Sucilá,-88.1850178,21.0922196,3971
31,Yucatán,71,Sudzal,-88.5919651,20.5219544,1949
31,Yucatán,72,Suma,-89.0853803,21.0511369,1857
31,Yucatán,73,Tahdziú,-88.5641653,20.1213754,5854
31,Yucatán,74,Tahmek,-89.1520861,20.5231926,3774
31,Yucatán,75,Teabo,-89.1705709,20.240148,6921
31,Yucatán,76,Tecoh,-89.2827488,20.4430214,17939
31,Yucatán,77,Tekal de Venegas,-88.5649219,21.0050661,2683
31,Yucatán,78,Tekantó,-89.0621902,21.004193,3747
31,Yucatán,79,Tekax,-89.1718197,20.1212473,45062
31,Yucatán,80,Tekit,-89.1959141,20.3200576,11020
31,Yucatán,81,Tekom,-88.1551976,20.3608009,3355
31,Yucatán,82,Telchac Pueblo,-89.1616562,21.1212056,3512
31,Yucatán,83,Telchac Puerto,-89.155121,21.2034814,1915
31,Yucatán,84,Temax,-88.5619083,21.0906628,7037
31,Yucatán,85,Temozón,-88.1204168,20.4813249,16680
31,Yucatán,86,Tepakán,-89.0222008,21.0257758,2133
31,Yucatán,87,Tetiz,-89.5600416,20.5742882,5464
31,Yucatán,88,Teya,-89.0425352,21.0254738,1917
31,Yucatán,89,Ticul,-89.3204008,20.2354024,40495
31,Yucatán,90,Timucuy,-89.3048618,20.4837829,7503
31,Yucatán,91,Tinum,-88.2328455,20.4601709,12700
31,Yucatán,92,Tixcacalcupul,-88.1612961,20.3213519,7888
31,Yucatán,93,Tixkokob,-89.2342185,21.0008937,18420
31,Yucatán,94,Tixmehuac,-89.0632404,20.1408595,5444
31,Yucatán,95,Tixpéhual,-89.263085,20.5841406,5690
31,Yucatán,96,Tizimín,-88.0908158,21.0836683,80672
31,Yucatán,97,Tunkás,-88.4508206,20.5408459,3684
31,Yucatán,98,Tzucacab,-89.0301189,20.0418954,15346
31,Yucatán,99,Uayma,-88.1901699,20.4304035,4191
31,Yucatán,100,Ucú,-89.4447185,21.0154245,4049
31,Yucatán,101,Umán,-89.445382,20.5254804,69147
31,Yucatán,102,Valladolid,-88.1203528,20.4123012,85460
31,Yucatán,103,Xocchel,-89.110139,20.500056,3451
31,Yucatán,104,Yaxcabá,-88.4937942,20.3256852,16350
31,Yucatán,105,Yaxkukul,-89.2509258,21.0348524,3293
31,Yucatán,106,Yobaín,-89.0659401,21.1400483,2215
32,Zacatecas,1,Apozol,-103.0528284,21.2815157,6260
32,Zacatecas,2,Apulco,-102.4052352,21.2318378,4942
32,Zacatecas,3,Atolinga,-103.27561,21.4825015,2277
32,Zacatecas,4,Benito Juárez,-103.3321421,21.301612,4493
32,Zacatecas,5,Calera,-102.4208145,22.5656534,45759
32,Zacatecas,6,Cañitas de Felipe Pescador,-102.4335724,23.3625114,8255
32,Zacatecas,7,Concepción del Oro,-101.2513742,24.3647408,12115
32,Zacatecas,8,Cuauhtémoc,-102.2100367,22.2657186,13466
32,Zacatecas,9,Chalchihuites,-103.5302565,23.283846,10086
32,Zacatecas,10,Fresnillo,-102.5205626,23.1029621,240532
32,Zacatecas,11,Trinidad García de la Cadena,-103.2753535,21.1235244,3362
32,Zacatecas,12,Genaro Codina,-102.2723666,22.291541,8168
32,Zacatecas,13,General Enrique Estrada,-102.4424047,22.5942444,6644
32,Zacatecas,14,General Francisco R. Murguía,-103.0111371,23.5940805,20191
32,Zacatecas,15,El Plateado de Joaquín Amaro,-103.0532617,21.5611951,1579
32,Zacatecas,16,General Pánfilo Natera,-102.0635724,22.3951737,23526
32,Zacatecas,17,Guadalupe,-102.3107686,22.4448415,211740
32,Zacatecas,18,Huanusco,-102.5819287,21.4619808,4547
32,Zacatecas,19,Jalpa,-102.5833003,21.3756061,25296
32,Zacatecas,20,Jerez,-102.5923725,22.3857852,59910
32,Zacatecas,21,Jiménez del Teul,-103.4754182,23.1514797,4465
32,Zacatecas,22,Juan Aldama,-103.2336925,24.1725732,19749
32,Zacatecas,23,Juchipila,-103.0709276,21.2441414,12251
32,Zacatecas,24,Loreto,-101.591163,22.1619872,53709
32,Zacatecas,25,Luis Moya,-102.1457298,22.255692,13184
32,Zacatecas,26,Mazapil,-101.331788,24.3817149,17774
32,Zacatecas,27,Melchor Ocampo,-101.3832015,24.4954208,2736
32,Zacatecas,28,Mezquital del Oro,-103.2146444,21.1300198,2451
32,Zacatecas,29,Miguel Auza,-103.2705218,24.1740007,23713
32,Zacatecas,30,Momax,-103.1850311,21.5519251,2446
32,Zacatecas,31,Monte Escobedo,-103.3341915,22.1810025,8683
32,Zacatecas,32,Morelos,-102.3634326,22.51439,13207
32,Zacatecas,33,Moyahua de Estrada,-103.0956508,21.1556137,4530
32,Zacatecas,34,Nochistlán de Mejía,-102.5049794,21.2147712,27945
32,Zacatecas,35,Noria de Ángeles,-101.5432026,22.2633724,16284
32,Zacatecas,36,Ojocaliente,-102.1510562,22.341908,44144
32,Zacatecas,37,Pánuco,-102.3227182,22.523347,17577
32,Zacatecas,38,Pinos,-101.3430602,22.1755831,72241
32,Zacatecas,39,Río Grande,-103.0203594,23.4938763,64535
32,Zacatecas,40,Sain Alto,-103.1450925,23.3447389,21844
32,Zacatecas,41,El Salvador,-100.5204188,24.3114076,2509
32,Zacatecas,42,Sombrerete,-103.3828832,23.375296,63665
32,Zacatecas,43,Susticacán,-103.0558879,22.363992,1365
32,Zacatecas,44,Tabasco,-102.5447005,21.5154997,16588
32,Zacatecas,45,Tepechitlán,-103.1939451,21.4016054,8321
32,Zacatecas,46,Tepetongo,-103.0852433,22.2740553,6490
32,Zacatecas,47,Teúl de González Ortega,-103.2743342,21.2750729,5356
32,Zacatecas,48,Tlaltenango de Sánchez Román,-103.1820928,21.465895,27302
32,Zacatecas,49,Valparaíso,-103.340204,22.4618841,32461
32,Zacatecas,50,Vetagrande,-102.3320313,22.4958133,10276
32,Zacatecas,51,Villa de Cos,-102.2048798,23.1738013,34623
32,Zacatecas,52,Villa García,-101.5722748,22.0953633,19525
32,Zacatecas,53,Villa González Ortega,-101.5449538,22.304677,13208
32,Zacatecas,54,Villa Hidalgo,-101.4245356,22.2125518,19446
32,Zacatecas,55,Villanueva,-102.5301414,22.2115331,31558
32,Zacatecas,56,Zacatecas,-102.3418611,22.4633946,149607
32,Zacatecas,57,Trancoso,-102.2157736,22.4407401,20455
32,Zacatecas,58,Santa María de la Paz,-103.2425351,21.3043842,2767
